year,rank,team,rating
2005,1,USC,8.4
2005,2,Miami,6.8
2005,3,Oregon State,6.7
2005,4,Oklahoma,6.4
2005,5,Arizona State,6.4
2005,6,California,6.4
2005,7,Virginia Tech,6.1
2005,8,Texas,5.7
2005,9,Texas Tech,5.6
2005,10,Texas A&M,5.2
2005,11,North Carolina,4.9
2005,12,Iowa,4.5
2005,13,Stanford,4.2
2005,14,Louisville,4.2
2005,15,Oklahoma State,4.2
2005,16,Virginia,4.0
2005,17,Notre Dame,4.0
2005,18,LSU,3.9
2005,19,Ohio State,3.7
2005,20,Michigan,3.4
2005,21,Georgia,3.3
2005,22,Florida State,3.2
2005,23,Auburn,3.0
2005,24,Tennessee,3.0
2005,25,Georgia Tech,3.0
2005,26,UCLA,3.0
2005,27,Arkansas,3.0
2005,28,Purdue,2.7
2005,29,Florida,2.6
2005,30,BYU,2.4
2005,31,Northwestern,2.2
2005,32,Colorado,2.2
2005,33,Clemson,2.2
2005,34,Arizona,2.2
2005,35,NC State,2.1
2005,36,Kansas,2.0
2005,37,Oregon,1.9
2005,38,Boise State,1.8
2005,39,Maryland,1.6
2005,40,Washington,1.6
2005,41,Wisconsin,1.6
2005,42,Wash State,1.6
2005,43,Penn State,1.4
2005,44,Kansas State,0.9
2005,45,Iowa State,0.8
2005,46,South Carolina,0.6
2005,47,New Mexico,0.3
2005,48,Michigan State,0.1
2005,49,Minnesota,0.1
2005,50,Alabama,0.0
2005,51,Duke,0.0
2005,52,Ole Miss,-0.1
2005,53,Indiana,-0.2
2005,54,Syracuse,-0.2
2005,55,Fresno State,-0.3
2005,56,Wake Forest,-0.3
2005,57,Kentucky,-0.8
2005,58,Louisiana Tech,-1.0
2005,59,Utah,-1.5
2005,60,Colorado State,-1.6
2005,61,Nebraska,-1.6
2005,62,Cincinnati,-1.7
2005,63,San Diego State,-1.8
2005,64,Missouri,-1.9
2005,65,Illinois,-2.1
2005,66,UTEP,-2.2
2005,67,Wyoming,-2.2
2005,68,West Virginia,-2.4
2005,69,Houston,-2.5
2005,70,Baylor,-2.5
2005,71,UNLV,-2.6
2005,72,Bowling Green,-2.7
2005,73,Marshall,-2.8
2005,74,Southern Mississippi,-2.8
2005,75,Boston College,-3.0
2005,76,Pittsburgh,-3.0
2005,77,Vanderbilt,-3.1
2005,78,Air Force,-3.2
2005,79,Mississippi State,-3.6
2005,80,Temple,-3.6
2005,81,Memphis,-3.6
2005,82,TCU,-3.7
2005,83,Army,-4.2
2005,84,Toledo,-4.4
2005,85,Rutgers,-4.4
2005,86,East Carolina,-4.4
2005,87,UAB,-4.5
2005,88,SMU,-4.5
2005,89,South Florida,-5.2
2005,90,Rice,-5.3
2005,91,Troy,-5.5
2005,92,Miami,-5.5
2005,93,Connecticut,-5.6
2005,94,Tulsa,-5.7
2005,95,UCF,-6.0
2005,96,Akron,-6.4
2005,97,Utah State,-6.6
2005,98,Hawaii,-6.6
2005,99,Tulane,-6.7
2005,100,Ohio,-6.9
2005,101,San Jose State,-6.9
2005,102,Northern Illinois,-7.3
2005,103,New Mexico State,-7.6
2005,104,Arkansas State,-7.9
2005,105,Ball State,-8.5
2005,106,Navy,-8.6
2005,107,Kent State,-8.7
2005,108,Buffalo,-8.8
2005,109,Nevada,-8.9
2005,110,Idaho,-9.6
2005,111,Western Michigan,-10.0
2005,112,Central Michigan,-10.4
2005,113,North Texas,-10.6
2005,114,Middle Tennessee,-10.7
2005,115,Louisiana Monroe,-11.2
2005,116,Louisiana,-12.3
2005,117,Eastern Michigan,-12.5
2006,1,Texas,10.7
2006,2,USC,10.2
2006,3,Ohio State,9.4
2006,4,Michigan,6.9
2006,5,Notre Dame,6.1
2006,6,Minnesota,5.8
2006,7,Penn State,5.5
2006,8,Oklahoma,5.3
2006,9,Northwestern,5.1
2006,10,Virginia Tech,4.8
2006,11,Michigan State,4.2
2006,12,Iowa,4.1
2006,13,Florida State,3.8
2006,14,Purdue,3.6
2006,15,Oregon,3.5
2006,16,North Carolina,3.4
2006,17,LSU,3.3
2006,18,Miami,3.3
2006,19,Wisconsin,3.3
2006,20,Georgia,3.3
2006,21,Boston College,3.0
2006,22,Maryland,2.9
2006,23,Texas Tech,2.9
2006,24,West Virginia,2.9
2006,25,Georgia Tech,2.9
2006,26,Colorado,2.8
2006,27,Stanford,2.7
2006,28,South Florida,2.6
2006,29,Florida,2.4
2006,30,Texas A&M,2.4
2006,31,Arizona State,2.4
2006,32,Tennessee,2.2
2006,33,Alabama,2.1
2006,34,Louisville,2.0
2006,35,Auburn,2.0
2006,36,UCLA,1.9
2006,37,Iowa State,1.8
2006,38,Washington,1.7
2006,39,Clemson,1.7
2006,40,Nebraska,1.5
2006,41,Arizona,1.4
2006,42,NC State,1.4
2006,43,South Carolina,1.2
2006,44,Virginia,1.2
2006,45,Arkansas,1.0
2006,46,Baylor,0.7
2006,47,Temple,0.7
2006,48,Wake Forest,0.6
2006,49,Oregon State,0.6
2006,50,California,0.5
2006,51,Kansas,0.4
2006,52,TCU,0.3
2006,53,BYU,0.1
2006,54,Illinois,0.1
2006,55,Wash State,0.0
2006,56,Fresno State,0.0
2006,57,Pittsburgh,-0.3
2006,58,Colorado State,-0.4
2006,59,Missouri,-0.4
2006,60,Syracuse,-0.7
2006,61,Ball State,-0.8
2006,62,Indiana,-0.9
2006,63,San Diego State,-0.9
2006,64,Kansas State,-1.0
2006,65,Tulsa,-1.3
2006,66,Cincinnati,-1.3
2006,67,Vanderbilt,-1.5
2006,68,Air Force,-1.8
2006,69,Wyoming,-1.8
2006,70,Northern Illinois,-2.0
2006,71,New Mexico,-2.0
2006,72,Connecticut,-2.1
2006,73,Utah,-2.3
2006,74,Oklahoma State,-2.5
2006,75,Central Michigan,-2.6
2006,76,Kentucky,-2.6
2006,77,Rutgers,-2.7
2006,78,Boise State,-2.7
2006,79,Rice,-2.8
2006,80,Southern Mississippi,-2.8
2006,81,Mississippi State,-2.9
2006,82,Army,-3.1
2006,83,Ole Miss,-3.1
2006,84,UCF,-3.1
2006,85,Hawaii,-3.2
2006,86,East Carolina,-3.6
2006,87,Memphis,-3.8
2006,88,Duke,-4.0
2006,89,SMU,-4.0
2006,90,Houston,-4.2
2006,91,Akron,-4.3
2006,92,Ohio,-4.4
2006,93,Miami,-4.5
2006,94,Toledo,-4.6
2006,95,Bowling Green,-4.6
2006,96,UNLV,-4.9
2006,97,Louisiana Tech,-5.2
2006,98,Eastern Michigan,-5.3
2006,99,UAB,-5.5
2006,100,Marshall,-5.7
2006,101,Navy,-5.8
2006,102,Buffalo,-6.0
2006,103,Tulane,-6.5
2006,104,Nevada,-6.6
2006,105,UTEP,-6.7
2006,106,New Mexico State,-6.7
2006,107,Utah State,-7.1
2006,108,Kent State,-7.4
2006,109,Western Michigan,-7.4
2006,110,Idaho,-7.4
2006,111,Middle Tennessee,-8.5
2006,112,Florida Atlantic,-9.3
2006,113,North Texas,-9.3
2006,114,San Jose State,-10.2
2006,115,Louisiana,-10.5
2006,116,Arkansas State,-11.1
2006,117,Louisiana Monroe,-11.3
2006,118,Troy,-11.3
2006,119,Florida International,-12.4
2007,1,Florida,6.3
2007,2,USC,5.3
2007,3,Tennessee,4.8
2007,4,Arkansas,4.5
2007,5,Michigan,4.3
2007,6,LSU,4.2
2007,7,Oklahoma,3.9
2007,8,Ohio State,3.7
2007,9,California,3.5
2007,10,Oregon,3.4
2007,11,Stanford,3.2
2007,12,Oregon State,3.0
2007,13,Arizona,2.9
2007,14,Louisville,2.9
2007,15,Nebraska,2.9
2007,16,UCLA,2.9
2007,17,Auburn,2.8
2007,18,South Carolina,2.7
2007,19,Texas,2.7
2007,20,Rutgers,2.5
2007,21,Arizona State,2.5
2007,22,West Virginia,2.3
2007,23,Alabama,2.3
2007,24,Kentucky,2.2
2007,25,Washington,2.2
2007,26,Cincinnati,2.0
2007,27,Notre Dame,2.0
2007,28,BYU,1.9
2007,29,Oklahoma State,1.7
2007,30,Syracuse,1.7
2007,31,Boston College,1.6
2007,32,Georgia,1.5
2007,33,Wash State,1.5
2007,34,Texas Tech,1.3
2007,35,Minnesota,1.3
2007,36,Penn State,1.0
2007,37,Texas A&M,1.0
2007,38,Boise State,1.0
2007,39,Clemson,0.7
2007,40,Pittsburgh,0.6
2007,41,Wake Forest,0.5
2007,42,Vanderbilt,0.4
2007,43,Georgia Tech,0.2
2007,44,Virginia Tech,0.2
2007,45,Missouri,0.0
2007,46,Florida State,-0.1
2007,47,South Florida,-0.2
2007,48,Iowa,-0.3
2007,49,Mississippi State,-0.4
2007,50,Utah,-0.4
2007,51,Air Force,-0.5
2007,52,Kansas State,-0.7
2007,53,Connecticut,-0.7
2007,54,Ole Miss,-0.8
2007,55,Miami,-0.8
2007,56,Maryland,-1.0
2007,57,Wisconsin,-1.2
2007,58,Iowa State,-1.2
2007,59,Baylor,-1.5
2007,60,Virginia,-1.6
2007,61,Hawaii,-1.6
2007,62,Colorado,-1.6
2007,63,Wyoming,-1.7
2007,64,TCU,-1.7
2007,65,NC State,-1.8
2007,66,Michigan State,-1.9
2007,67,Southern Mississippi,-2.0
2007,68,Purdue,-2.1
2007,69,North Carolina,-2.2
2007,70,Indiana,-2.3
2007,71,Tulsa,-2.3
2007,72,Northwestern,-2.3
2007,73,East Carolina,-2.4
2007,74,Rice,-2.8
2007,75,Kansas,-2.9
2007,76,Colorado State,-2.9
2007,77,Illinois,-3.1
2007,78,Houston,-3.3
2007,79,Nevada,-3.4
2007,80,Fresno State,-3.8
2007,81,New Mexico,-3.8
2007,82,Tulane,-3.8
2007,83,Central Michigan,-4.1
2007,84,UNLV,-4.1
2007,85,Western Michigan,-4.2
2007,86,Duke,-4.2
2007,87,Navy,-4.2
2007,88,San Diego State,-4.3
2007,89,UAB,-4.4
2007,90,Northern Illinois,-4.5
2007,91,Eastern Michigan,-4.5
2007,92,Temple,-4.5
2007,93,Ohio,-4.7
2007,94,Marshall,-4.8
2007,95,Middle Tennessee,-4.9
2007,96,Miami,-5.4
2007,97,UTEP,-5.5
2007,98,UCF,-5.5
2007,99,Akron,-5.7
2007,100,Memphis,-5.9
2007,101,Ball State,-6.1
2007,102,Army,-6.1
2007,103,San Jose State,-6.3
2007,104,SMU,-6.3
2007,105,Buffalo,-6.3
2007,106,Louisiana Monroe,-6.5
2007,107,Utah State,-6.6
2007,108,Toledo,-6.9
2007,109,Troy,-7.3
2007,110,Arkansas State,-7.5
2007,111,Florida Atlantic,-8.0
2007,112,Kent State,-8.2
2007,113,Florida International,-8.2
2007,114,Bowling Green,-8.5
2007,115,Idaho,-8.6
2007,116,North Texas,-8.9
2007,117,New Mexico State,-9.0
2007,118,Louisiana,-9.2
2007,119,Louisiana Tech,-10.7
2008,1,Oklahoma,8.2
2008,2,Missouri,7.7
2008,3,UCLA,7.5
2008,4,West Virginia,7.4
2008,5,Oregon State,7.2
2008,6,Oregon,7.0
2008,7,Washington,6.8
2008,8,USC,6.8
2008,9,LSU,6.5
2008,10,Florida,6.4
2008,11,Arizona,6.0
2008,12,California,5.7
2008,13,South Florida,5.6
2008,14,Auburn,5.5
2008,15,Tennessee,5.4
2008,16,Arizona State,5.4
2008,17,Georgia,5.1
2008,18,Oklahoma State,5.0
2008,19,South Carolina,4.7
2008,20,Virginia Tech,4.6
2008,21,Texas A&M,4.4
2008,22,Ohio State,4.4
2008,23,Nebraska,4.3
2008,24,Kentucky,4.2
2008,25,Louisville,4.0
2008,26,Texas,4.0
2008,27,Kansas,3.9
2008,28,Wash State,3.9
2008,29,Arkansas,3.5
2008,30,Florida State,3.4
2008,31,Michigan,3.3
2008,32,Cincinnati,3.3
2008,33,Colorado,3.2
2008,34,Texas Tech,3.1
2008,35,Stanford,2.7
2008,36,Alabama,2.6
2008,37,Maryland,2.5
2008,38,Kansas State,2.4
2008,39,Illinois,2.2
2008,40,BYU,1.9
2008,41,Clemson,1.8
2008,42,Pittsburgh,1.6
2008,43,Boston College,1.6
2008,44,Penn State,1.4
2008,45,Mississippi State,1.4
2008,46,Notre Dame,1.4
2008,47,Connecticut,1.1
2008,48,Michigan State,1.1
2008,49,Duke,1.0
2008,50,Rutgers,0.8
2008,51,Utah,0.8
2008,52,Ole Miss,0.7
2008,53,Wisconsin,0.7
2008,54,Vanderbilt,0.5
2008,55,Syracuse,0.5
2008,56,Wake Forest,0.3
2008,57,Virginia,0.2
2008,58,Georgia Tech,0.0
2008,59,NC State,-0.6
2008,60,Colorado State,-1.0
2008,61,North Carolina,-1.1
2008,62,TCU,-1.1
2008,63,UNLV,-1.8
2008,64,Miami,-1.8
2008,65,Purdue,-2.0
2008,66,Wyoming,-2.3
2008,67,Indiana,-2.3
2008,68,San Diego State,-2.3
2008,69,Iowa State,-2.3
2008,70,Air Force,-2.4
2008,71,Minnesota,-3.2
2008,72,New Mexico,-3.4
2008,73,Iowa,-3.5
2008,74,Troy,-3.6
2008,75,Fresno State,-3.8
2008,76,Baylor,-3.9
2008,77,Boise State,-4.4
2008,78,East Carolina,-4.5
2008,79,UCF,-4.5
2008,80,Northwestern,-4.9
2008,81,Hawaii,-5.2
2008,82,Tulsa,-5.4
2008,83,Houston,-5.6
2008,84,Ball State,-6.3
2008,85,Southern Mississippi,-6.6
2008,86,Marshall,-6.9
2008,87,Navy,-7.2
2008,88,Central Michigan,-7.4
2008,89,Nevada,-7.9
2008,90,Florida Atlantic,-7.9
2008,91,Utah State,-8.1
2008,92,UAB,-8.6
2008,93,UTEP,-8.7
2008,94,Louisiana Tech,-8.9
2008,95,San Jose State,-8.9
2008,96,Middle Tennessee,-8.9
2008,97,Western Michigan,-8.9
2008,98,Miami,-9.0
2008,99,Army,-9.2
2008,100,Eastern Michigan,-9.5
2008,101,Akron,-9.6
2008,102,Bowling Green,-9.6
2008,103,Louisiana Monroe,-9.6
2008,104,SMU,-9.8
2008,105,Buffalo,-10.6
2008,106,Toledo,-10.9
2008,107,Rice,-10.9
2008,108,Arkansas State,-11.0
2008,109,Florida International,-11.2
2008,110,Temple,-11.4
2008,111,Tulane,-11.7
2008,112,North Texas,-11.9
2008,113,Idaho,-12.4
2008,114,Northern Illinois,-12.5
2008,115,Kent State,-12.5
2008,116,Memphis,-12.6
2008,117,Louisiana,-12.6
2008,118,Ohio,-13.0
2008,119,New Mexico State,-13.2
2008,120,Western Kentucky,-15.2
2009,1,Oklahoma,13.9
2009,2,Florida,11.2
2009,3,Texas,10.8
2009,4,USC,10.6
2009,5,Penn State,8.9
2009,6,Oregon,8.2
2009,7,Ohio State,8.1
2009,8,Oregon State,8.1
2009,9,Oklahoma State,7.4
2009,10,Texas Tech,7.1
2009,11,Missouri,6.5
2009,12,Alabama,5.8
2009,13,California,5.4
2009,14,TCU,5.3
2009,15,Georgia,4.7
2009,16,Ole Miss,4.6
2009,17,Stanford,4.5
2009,18,Arizona,4.5
2009,19,Kansas,3.8
2009,20,Michigan State,3.0
2009,21,Pittsburgh,2.8
2009,22,South Carolina,2.8
2009,23,Baylor,2.5
2009,24,Florida State,2.4
2009,25,Nebraska,2.2
2009,26,Arkansas,2.1
2009,27,Arizona State,2.1
2009,28,LSU,1.9
2009,29,Vanderbilt,1.9
2009,30,Iowa,1.7
2009,31,Purdue,1.6
2009,32,Wake Forest,1.5
2009,33,Miami,1.4
2009,34,Utah,1.4
2009,35,UCLA,1.1
2009,36,Clemson,1.1
2009,37,Illinois,1.0
2009,38,Tennessee,0.9
2009,39,NC State,0.9
2009,40,Virginia,0.9
2009,41,Virginia Tech,0.9
2009,42,Boise State,0.7
2009,43,Auburn,0.6
2009,44,Georgia Tech,0.5
2009,45,Colorado,0.5
2009,46,North Carolina,0.4
2009,47,Wisconsin,0.3
2009,48,Michigan,0.1
2009,49,Washington,0.0
2009,50,Boston College,0.0
2009,51,Cincinnati,-0.1
2009,52,BYU,-0.3
2009,53,Rutgers,-0.3
2009,54,West Virginia,-0.4
2009,55,Connecticut,-0.4
2009,56,Maryland,-0.6
2009,57,Notre Dame,-0.7
2009,58,Duke,-1.0
2009,59,South Florida,-1.2
2009,60,Northwestern,-1.3
2009,61,Texas A&M,-1.3
2009,62,Kentucky,-1.5
2009,63,Syracuse,-1.9
2009,64,Kansas State,-2.0
2009,65,Navy,-2.0
2009,66,Minnesota,-2.1
2009,67,New Mexico,-2.4
2009,68,Mississippi State,-2.6
2009,69,Houston,-3.2
2009,70,East Carolina,-3.3
2009,71,Iowa State,-3.3
2009,72,Louisville,-3.6
2009,73,Air Force,-3.6
2009,74,Marshall,-4.3
2009,75,Colorado State,-4.3
2009,76,Troy,-4.4
2009,77,Southern Mississippi,-4.8
2009,78,Buffalo,-4.8
2009,79,Rice,-4.9
2009,80,Nevada,-5.6
2009,81,Indiana,-5.9
2009,82,UTEP,-5.9
2009,83,UNLV,-6.1
2009,84,Bowling Green,-6.2
2009,85,Temple,-6.6
2009,86,Western Michigan,-6.7
2009,87,Akron,-6.7
2009,88,Central Michigan,-6.8
2009,89,Tulsa,-6.9
2009,90,UCF,-6.9
2009,91,Fresno State,-7.0
2009,92,Toledo,-7.2
2009,93,Northern Illinois,-7.2
2009,94,SMU,-7.4
2009,95,Utah State,-7.5
2009,96,UAB,-7.6
2009,97,Wash State,-7.8
2009,98,Hawaii,-7.8
2009,99,Ball State,-7.9
2009,100,Ohio,-8.0
2009,101,Florida Atlantic,-8.2
2009,102,Wyoming,-8.2
2009,103,Kent State,-8.3
2009,104,Memphis,-8.5
2009,105,Miami,-8.7
2009,106,Eastern Michigan,-8.7
2009,107,Louisiana,-8.8
2009,108,Middle Tennessee,-9.0
2009,109,Arkansas State,-9.0
2009,110,North Texas,-9.1
2009,111,Florida International,-9.1
2009,112,Army,-9.5
2009,113,Tulane,-9.8
2009,114,Louisiana Tech,-10.0
2009,115,San Diego State,-10.3
2009,116,San Jose State,-10.7
2009,117,Louisiana Monroe,-11.2
2009,118,New Mexico State,-12.3
2009,119,Western Kentucky,-13.3
2009,120,Idaho,-14.7
2010,1,Alabama,11.4
2010,2,Oklahoma,10.3
2010,3,Texas,9.8
2010,4,Florida,8.6
2010,5,Nebraska,7.4
2010,6,LSU,7.3
2010,7,Oregon,7.2
2010,8,Arkansas,6.9
2010,9,Virginia Tech,6.8
2010,10,Texas Tech,6.5
2010,11,Georgia,6.5
2010,12,Mississippi State,6.4
2010,13,Miami,6.4
2010,14,USC,6.0
2010,15,Arizona,6.0
2010,16,Tennessee,5.7
2010,17,Georgia Tech,5.5
2010,18,South Carolina,5.5
2010,19,Florida State,5.3
2010,20,Stanford,5.1
2010,21,TCU,5.0
2010,22,Oklahoma State,4.7
2010,23,Clemson,4.7
2010,24,Auburn,4.4
2010,25,Oregon State,4.3
2010,26,Washington,4.2
2010,27,Ole Miss,4.1
2010,28,Ohio State,3.8
2010,29,Cincinnati,3.8
2010,30,Baylor,3.6
2010,31,California,3.4
2010,32,Iowa,3.3
2010,33,Kansas,3.2
2010,34,North Carolina,3.1
2010,35,Kentucky,3.0
2010,36,UCLA,3.0
2010,37,Notre Dame,2.8
2010,38,Connecticut,2.4
2010,39,Boston College,2.2
2010,40,Texas A&M,2.1
2010,41,Arizona State,2.1
2010,42,Missouri,2.0
2010,43,Michigan State,1.9
2010,44,Virginia,1.9
2010,45,Pittsburgh,1.5
2010,46,Wake Forest,1.5
2010,47,BYU,1.5
2010,48,West Virginia,1.4
2010,49,Penn State,1.1
2010,50,Boise State,1.0
2010,51,Minnesota,0.9
2010,52,Vanderbilt,0.7
2010,53,Wisconsin,0.6
2010,54,Purdue,0.5
2010,55,Colorado,0.4
2010,56,South Florida,0.2
2010,57,Utah,0.1
2010,58,Air Force,0.1
2010,59,Illinois,-0.1
2010,60,Louisville,-0.2
2010,61,Houston,-0.2
2010,62,Maryland,-0.4
2010,63,Kansas State,-0.7
2010,64,East Carolina,-0.7
2010,65,NC State,-0.9
2010,66,Michigan,-0.9
2010,67,Wash State,-1.4
2010,68,Iowa State,-1.4
2010,69,Navy,-1.9
2010,70,Syracuse,-2.2
2010,71,Rutgers,-2.4
2010,72,Duke,-2.5
2010,73,Indiana,-2.6
2010,74,Northwestern,-2.8
2010,75,Central Michigan,-3.5
2010,76,Louisiana Tech,-3.8
2010,77,UCF,-4.1
2010,78,Southern Mississippi,-4.3
2010,79,Fresno State,-4.8
2010,80,Wyoming,-4.8
2010,81,Nevada,-5.0
2010,82,UAB,-5.3
2010,83,Memphis,-5.3
2010,84,Tulsa,-5.4
2010,85,Miami,-5.4
2010,86,Troy,-5.6
2010,87,Colorado State,-5.9
2010,88,Bowling Green,-6.3
2010,89,Marshall,-6.4
2010,90,UNLV,-6.4
2010,91,Utah State,-6.4
2010,92,SMU,-6.5
2010,93,New Mexico,-6.6
2010,94,Rice,-7.1
2010,95,Middle Tennessee,-7.1
2010,96,Ohio,-7.2
2010,97,Buffalo,-7.3
2010,98,Florida International,-7.5
2010,99,Northern Illinois,-7.7
2010,100,San Diego State,-8.1
2010,101,Toledo,-8.3
2010,102,Temple,-8.6
2010,103,Idaho,-8.6
2010,104,UTEP,-8.6
2010,105,Louisiana Monroe,-8.7
2010,106,Western Kentucky,-9.2
2010,107,Hawaii,-9.2
2010,108,Florida Atlantic,-9.3
2010,109,Akron,-9.3
2010,110,Arkansas State,-9.3
2010,111,Western Michigan,-9.6
2010,112,Eastern Michigan,-9.8
2010,113,Kent State,-10.3
2010,114,Ball State,-10.4
2010,115,Tulane,-10.7
2010,116,San Jose State,-10.9
2010,117,Army,-10.9
2010,118,Louisiana,-11.1
2010,119,North Texas,-11.5
2010,120,New Mexico State,-12.6
2011,1,Auburn,9.8
2011,2,Oregon,9.4
2011,3,Arkansas,9.2
2011,4,Stanford,9.0
2011,5,Oregon State,8.9
2011,6,Alabama,8.5
2011,7,South Carolina,8.2
2011,8,LSU,7.2
2011,9,Oklahoma,6.5
2011,10,Arizona State,6.4
2011,11,Washington,6.2
2011,12,Florida State,6.1
2011,13,USC,5.8
2011,14,Virginia Tech,5.7
2011,15,Florida,5.6
2011,16,Mississippi State,5.4
2011,17,California,5.2
2011,18,Arizona,5.2
2011,19,Georgia,5.1
2011,20,Texas A&M,5.1
2011,21,Ohio State,4.9
2011,22,UCLA,4.8
2011,23,Miami,4.7
2011,24,Boise State,4.1
2011,25,Wisconsin,4.1
2011,26,Missouri,3.6
2011,27,NC State,3.5
2011,28,Nebraska,3.4
2011,29,TCU,3.3
2011,30,Clemson,3.2
2011,31,Oklahoma State,3.1
2011,32,Notre Dame,3.0
2011,33,Tennessee,3.0
2011,34,Utah,3.0
2011,35,Iowa,2.1
2011,36,Pittsburgh,2.1
2011,37,North Carolina,2.0
2011,38,Kentucky,1.7
2011,39,Wash State,1.5
2011,40,West Virginia,1.0
2011,41,Iowa State,0.5
2011,42,Michigan State,0.5
2011,43,Maryland,0.5
2011,44,Michigan,0.5
2011,45,Texas,0.4
2011,46,Colorado,0.3
2011,47,Cincinnati,0.2
2011,48,Boston College,0.1
2011,49,Illinois,0.0
2011,50,Texas Tech,0.0
2011,51,Penn State,-0.1
2011,52,Baylor,-0.2
2011,53,Air Force,-0.2
2011,54,South Florida,-0.3
2011,55,Georgia Tech,-0.4
2011,56,BYU,-0.6
2011,57,Connecticut,-0.8
2011,58,Kansas State,-0.9
2011,59,Minnesota,-1.0
2011,60,Nevada,-1.1
2011,61,Ole Miss,-1.2
2011,62,Louisville,-1.4
2011,63,Vanderbilt,-1.5
2011,64,Wake Forest,-1.5
2011,65,Duke,-2.2
2011,66,Syracuse,-2.8
2011,67,Virginia,-3.1
2011,68,San Diego State,-3.1
2011,69,Hawaii,-3.4
2011,70,Rutgers,-3.7
2011,71,East Carolina,-3.7
2011,72,Navy,-3.7
2011,73,Northwestern,-4.1
2011,74,Tulsa,-4.3
2011,75,Fresno State,-4.6
2011,76,UNLV,-4.8
2011,77,Houston,-5.2
2011,78,Kansas,-5.3
2011,79,SMU,-5.5
2011,80,Purdue,-5.5
2011,81,UCF,-5.8
2011,82,Wyoming,-6.3
2011,83,Southern Mississippi,-6.3
2011,84,Memphis,-6.4
2011,85,Louisiana Tech,-6.5
2011,86,Indiana,-6.8
2011,87,Idaho,-7.4
2011,88,Utah State,-7.5
2011,89,Colorado State,-7.6
2011,90,Northern Illinois,-7.8
2011,91,Rice,-7.9
2011,92,Army,-7.9
2011,93,Central Michigan,-8.4
2011,94,Toledo,-8.5
2011,95,Florida International,-8.7
2011,96,Marshall,-8.9
2011,97,UAB,-9.0
2011,98,Arkansas State,-9.2
2011,99,Temple,-9.2
2011,100,Bowling Green,-9.3
2011,101,Western Michigan,-9.6
2011,102,Tulane,-9.8
2011,103,Troy,-9.8
2011,104,Eastern Michigan,-10.2
2011,105,Miami,-10.2
2011,106,Louisiana,-10.2
2011,107,Florida Atlantic,-10.3
2011,108,New Mexico,-10.4
2011,109,San Jose State,-10.8
2011,110,Western Kentucky,-11.0
2011,111,Kent State,-11.4
2011,112,North Texas,-11.5
2011,113,Louisiana Monroe,-11.7
2011,114,New Mexico State,-12.2
2011,115,UTEP,-13.0
2011,116,Akron,-13.3
2011,117,Ohio,-13.3
2011,118,Middle Tennessee,-14.3
2011,119,Buffalo,-15.3
2011,120,Ball State,-15.4
2012,1,LSU,13.7
2012,2,Oregon,11.1
2012,3,Alabama,10.8
2012,4,Oklahoma State,10.8
2012,5,Stanford,9.5
2012,6,Oklahoma,9.1
2012,7,USC,7.7
2012,8,Arkansas,7.1
2012,9,Texas A&M,6.9
2012,10,Texas,6.8
2012,11,Missouri,6.6
2012,12,Wisconsin,6.0
2012,13,Notre Dame,5.9
2012,14,Georgia,5.9
2012,15,Michigan State,5.7
2012,16,Kansas State,5.3
2012,17,Arizona State,5.2
2012,18,Baylor,5.1
2012,19,Florida,4.8
2012,20,California,4.7
2012,21,UCLA,4.7
2012,22,Arizona,4.4
2012,23,Oregon State,3.9
2012,24,South Carolina,3.6
2012,25,Ohio State,3.5
2012,26,Iowa State,3.3
2012,27,Auburn,3.0
2012,28,Mississippi State,3.0
2012,29,Vanderbilt,2.9
2012,30,Penn State,2.9
