team,year,conference,firstDowns,fourthDownConversions,fourthDowns,fumblesLost,fumblesRecovered,games,interceptionTDs,interceptionYards,interceptions,kickReturnTDs,kickReturnYards,kickReturns,netPassingYards,passAttempts,passCompletions,passesIntercepted,passingTDs,penalties,penaltyYards,possessionTime,puntReturnTDs,puntReturnYards,puntReturns,rushingAttempts,rushingTDs,rushingYards,sacks,tacklesForLoss,thirdDownConversions,thirdDowns,totalYards,turnovers
Fresno State,2017,Mountain West,269.0,10.0,15.0,6.0,11.0,14.0,2.0,82.0,7.0,0.0,844.0,39.0,3331.0,437.0,268.0,9.0,19.0,74.0,610.0,26276.0,0.0,103.0,16.0,515.0,22.0,2170.0,34.0,90.0,68.0,191.0,5501.0,13.0
Fresno State,2018,Mountain West,282.0,7.0,10.0,8.0,6.0,14.0,4.0,435.0,6.0,0.0,487.0,24.0,3739.0,440.0,301.0,19.0,26.0,72.0,613.0,25507.0,0.0,137.0,19.0,501.0,31.0,2161.0,24.0,69.0,82.0,184.0,5900.0,14.0
Fresno State,2019,Mountain West,232.0,6.0,13.0,7.0,19.0,12.0,1.0,165.0,11.0,0.0,625.0,34.0,2719.0,372.0,240.0,11.0,17.0,75.0,634.0,20927.0,0.0,120.0,9.0,394.0,27.0,1911.0,21.0,91.0,55.0,148.0,4630.0,18.0
Fresno State,2020,Mountain West,146.0,8.0,13.0,5.0,6.0,6.0,0.0,54.0,5.0,0.0,409.0,21.0,2131.0,247.0,157.0,4.0,14.0,33.0,287.0,11361.0,0.0,55.0,7.0,216.0,12.0,738.0,24.0,45.0,38.0,88.0,2869.0,10.0
Fresno State,2021,Mountain West,316.0,8.0,15.0,12.0,17.0,13.0,0.0,197.0,10.0,0.0,504.0,31.0,4247.0,514.0,342.0,12.0,35.0,99.0,926.0,24530.0,0.0,46.0,16.0,439.0,17.0,1783.0,30.0,90.0,78.0,183.0,6030.0,22.0
Fresno State,2022,Mountain West,307.0,7.0,14.0,5.0,10.0,14.0,1.0,140.0,9.0,0.0,673.0,30.0,3774.0,472.0,333.0,12.0,22.0,63.0,575.0,26266.0,2.0,259.0,13.0,465.0,28.0,1862.0,23.0,71.0,81.0,177.0,5636.0,14.0
Fresno State,2023,Mountain West,272.0,9.0,14.0,2.0,6.0,13.0,0.0,85.0,12.0,1.0,819.0,37.0,3657.0,515.0,336.0,17.0,29.0,57.0,517.0,22900.0,0.0,184.0,20.0,369.0,16.0,1384.0,29.0,71.0,90.0,187.0,5041.0,14.0
Georgia,2007,SEC,251.0,7.0,13.0,7.0,14.0,13.0,0.0,120.0,10.0,,,,2711.0,365.0,199.0,15.0,20.0,91.0,782.0,14521.0,0.0,318.0,40.0,509.0,32.0,2305.0,,,82.0,183.0,4884.0,17.0
Georgia,2008,SEC,273.0,6.0,13.0,9.0,5.0,13.0,3.0,203.0,10.0,,,,3737.0,400.0,246.0,11.0,27.0,112.0,938.0,13088.0,1.0,422.0,42.0,426.0,21.0,1928.0,,,66.0,157.0,5538.0,19.0
Georgia,2009,SEC,226.0,8.0,14.0,11.0,2.0,13.0,1.0,135.0,17.0,3.0,1324.0,60.0,2717.0,346.0,190.0,10.0,24.0,104.0,864.0,13939.0,0.0,255.0,42.0,447.0,17.0,2093.0,,,66.0,167.0,4708.0,28.0
Georgia,2010,SEC,245.0,8.0,15.0,8.0,10.0,13.0,3.0,169.0,8.0,1.0,930.0,44.0,3353.0,359.0,218.0,16.0,25.0,68.0,545.0,14786.0,0.0,223.0,33.0,455.0,21.0,1854.0,,,66.0,163.0,5005.0,16.0
Georgia,2011,SEC,296.0,11.0,20.0,11.0,10.0,14.0,1.0,294.0,14.0,0.0,1035.0,48.0,3624.0,434.0,257.0,20.0,37.0,86.0,664.0,17176.0,1.0,259.0,53.0,582.0,15.0,2296.0,,,93.0,218.0,5719.0,25.0
Georgia,2012,SEC,297.0,4.0,9.0,8.0,17.0,14.0,1.0,161.0,11.0,1.0,709.0,32.0,3991.0,399.0,254.0,13.0,37.0,96.0,749.0,24059.0,0.0,203.0,27.0,525.0,32.0,2556.0,,,85.0,179.0,6547.0,19.0
Georgia,2013,SEC,324.0,13.0,22.0,10.0,8.0,13.0,1.0,78.0,12.0,0.0,465.0,26.0,4085.0,459.0,293.0,7.0,31.0,83.0,617.0,24082.0,0.0,73.0,25.0,486.0,26.0,2209.0,,,69.0,166.0,6294.0,22.0
Georgia,2014,SEC,298.0,12.0,15.0,7.0,13.0,13.0,1.0,166.0,6.0,2.0,649.0,29.0,2599.0,322.0,217.0,16.0,24.0,65.0,527.0,22740.0,2.0,325.0,32.0,555.0,38.0,3352.0,,,81.0,165.0,5951.0,13.0
Georgia,2015,SEC,241.0,5.0,12.0,10.0,10.0,13.0,1.0,258.0,8.0,0.0,579.0,32.0,2406.0,327.0,199.0,12.0,14.0,67.0,592.0,22743.0,3.0,394.0,30.0,486.0,22.0,2498.0,,,49.0,158.0,4904.0,18.0
Georgia,2016,SEC,261.0,7.0,13.0,10.0,12.0,13.0,1.0,108.0,9.0,1.0,585.0,29.0,2515.0,386.0,212.0,15.0,16.0,74.0,547.0,26296.0,1.0,245.0,25.0,533.0,18.0,2486.0,29.0,62.0,81.0,195.0,5001.0,19.0
Georgia,2017,SEC,306.0,7.0,12.0,7.0,7.0,15.0,0.0,173.0,9.0,0.0,612.0,27.0,2653.0,305.0,186.0,12.0,24.0,95.0,834.0,28908.0,0.0,283.0,28.0,670.0,42.0,3876.0,32.0,85.0,89.0,197.0,6529.0,16.0
Georgia,2018,SEC,330.0,8.0,13.0,8.0,9.0,14.0,0.0,168.0,6.0,0.0,457.0,20.0,3165.0,356.0,241.0,8.0,34.0,75.0,670.0,26407.0,2.0,366.0,22.0,567.0,30.0,3343.0,24.0,65.0,77.0,161.0,6508.0,14.0
Georgia,2019,SEC,295.0,6.0,10.0,7.0,9.0,14.0,0.0,102.0,6.0,0.0,268.0,16.0,3122.0,415.0,255.0,8.0,26.0,76.0,685.0,27109.0,1.0,282.0,25.0,525.0,21.0,2591.0,37.0,82.0,77.0,188.0,5713.0,13.0
Georgia,2020,SEC,209.0,6.0,13.0,4.0,4.0,10.0,2.0,185.0,11.0,0.0,594.0,20.0,2496.0,306.0,178.0,9.0,19.0,54.0,513.0,18022.0,0.0,136.0,17.0,377.0,18.0,1742.0,33.0,61.0,62.0,135.0,4238.0,15.0
Georgia,2021,SEC,339.0,8.0,14.0,5.0,7.0,15.0,4.0,265.0,12.0,0.0,322.0,17.0,3778.0,407.0,264.0,16.0,39.0,77.0,648.0,27499.0,1.0,317.0,33.0,545.0,29.0,2864.0,49.0,99.0,77.0,172.0,6642.0,17.0
Georgia,2022,SEC,371.0,13.0,15.0,10.0,11.0,15.0,0.0,122.0,7.0,0.0,437.0,22.0,4437.0,492.0,336.0,12.0,31.0,66.0,673.0,30211.0,0.0,265.0,22.0,557.0,44.0,3080.0,35.0,81.0,93.0,182.0,7517.0,17.0
Georgia,2023,SEC,363.0,9.0,12.0,7.0,3.0,14.0,1.0,135.0,7.0,0.0,610.0,25.0,4274.0,456.0,328.0,14.0,29.0,62.0,601.0,28119.0,1.0,260.0,24.0,501.0,40.0,2676.0,29.0,72.0,89.0,165.0,6950.0,14.0
Georgia Southern,2014,Sun Belt,262.0,10.0,16.0,8.0,7.0,12.0,2.0,277.0,4.0,0.0,786.0,33.0,1286.0,155.0,90.0,13.0,7.0,57.0,556.0,23230.0,0.0,128.0,25.0,642.0,55.0,4573.0,,,73.0,149.0,5859.0,12.0
Georgia Southern,2015,Sun Belt,250.0,20.0,31.0,11.0,10.0,13.0,1.0,239.0,10.0,0.0,1012.0,41.0,824.0,137.0,59.0,18.0,4.0,67.0,629.0,26506.0,1.0,372.0,24.0,728.0,41.0,4719.0,,,75.0,181.0,5543.0,21.0
Georgia Southern,2016,Sun Belt,248.0,8.0,18.0,9.0,10.0,12.0,0.0,45.0,9.0,0.0,1026.0,52.0,1868.0,264.0,147.0,9.0,13.0,91.0,772.0,23511.0,0.0,207.0,16.0,606.0,16.0,2690.0,12.0,67.0,82.0,187.0,4558.0,18.0
Georgia Southern,2017,Sun Belt,210.0,17.0,28.0,13.0,6.0,12.0,0.0,80.0,7.0,1.0,1050.0,52.0,1320.0,195.0,105.0,14.0,8.0,77.0,648.0,24472.0,0.0,143.0,15.0,644.0,19.0,2668.0,22.0,67.0,67.0,191.0,3988.0,20.0
Georgia Southern,2018,Sun Belt,213.0,6.0,11.0,5.0,12.0,13.0,2.0,257.0,0.0,0.0,481.0,27.0,1027.0,117.0,70.0,15.0,10.0,56.0,530.0,23148.0,1.0,156.0,12.0,642.0,35.0,3462.0,27.0,64.0,57.0,143.0,4489.0,5.0
Georgia Southern,2019,Sun Belt,224.0,6.0,14.0,10.0,15.0,13.0,2.0,98.0,1.0,1.0,398.0,20.0,968.0,155.0,80.0,9.0,9.0,66.0,569.0,25414.0,1.0,117.0,8.0,667.0,29.0,3323.0,26.0,105.0,51.0,166.0,4291.0,11.0
Georgia Southern,2020,Sun Belt,223.0,8.0,17.0,6.0,8.0,13.0,1.0,142.0,11.0,0.0,369.0,21.0,1355.0,174.0,96.0,18.0,9.0,53.0,440.0,24893.0,3.0,200.0,19.0,639.0,29.0,3472.0,23.0,79.0,66.0,163.0,4827.0,17.0
Georgia Southern,2021,Sun Belt,215.0,12.0,27.0,5.0,3.0,12.0,1.0,54.0,12.0,0.0,461.0,34.0,1765.0,275.0,141.0,5.0,5.0,68.0,544.0,22129.0,1.0,58.0,11.0,536.0,22.0,2320.0,26.0,79.0,61.0,173.0,4085.0,17.0
Georgia Southern,2022,Sun Belt,327.0,13.0,23.0,5.0,9.0,13.0,1.0,104.0,16.0,0.0,451.0,26.0,4282.0,611.0,373.0,11.0,28.0,66.0,595.0,21582.0,1.0,189.0,19.0,371.0,23.0,1783.0,20.0,49.0,90.0,195.0,6065.0,21.0
Georgia Southern,2023,Sun Belt,300.0,13.0,22.0,11.0,8.0,13.0,3.0,154.0,20.0,1.0,967.0,43.0,3929.0,577.0,376.0,13.0,26.0,76.0,673.0,24261.0,0.0,206.0,29.0,377.0,16.0,1522.0,23.0,91.0,85.0,185.0,5451.0,31.0
Georgia State,2013,Sun Belt,208.0,9.0,20.0,11.0,10.0,12.0,0.0,16.0,12.0,0.0,1160.0,58.0,3036.0,430.0,218.0,6.0,18.0,77.0,569.0,20153.0,1.0,142.0,17.0,364.0,9.0,1227.0,,,60.0,181.0,4263.0,23.0
Georgia State,2014,Sun Belt,244.0,9.0,16.0,12.0,5.0,12.0,0.0,28.0,18.0,0.0,990.0,55.0,3348.0,446.0,264.0,3.0,23.0,66.0,514.0,20394.0,0.0,77.0,7.0,390.0,13.0,1156.0,,,80.0,172.0,4504.0,30.0
Georgia State,2015,Sun Belt,261.0,1.0,9.0,11.0,7.0,13.0,1.0,133.0,12.0,1.0,877.0,39.0,4367.0,496.0,308.0,15.0,28.0,92.0,852.0,22645.0,0.0,35.0,10.0,407.0,15.0,1260.0,,,81.0,186.0,5627.0,23.0
Georgia State,2016,Sun Belt,201.0,5.0,14.0,8.0,7.0,12.0,2.0,91.0,15.0,1.0,737.0,32.0,2955.0,419.0,231.0,11.0,17.0,73.0,581.0,19050.0,0.0,10.0,7.0,336.0,10.0,1052.0,18.0,47.0,65.0,172.0,4007.0,23.0
Georgia State,2017,Sun Belt,239.0,7.0,14.0,12.0,7.0,12.0,0.0,67.0,9.0,1.0,614.0,31.0,3248.0,413.0,265.0,10.0,15.0,62.0,569.0,22800.0,0.0,96.0,16.0,439.0,12.0,1403.0,24.0,54.0,78.0,185.0,4651.0,21.0
Georgia State,2018,Sun Belt,243.0,16.0,27.0,12.0,5.0,12.0,1.0,46.0,6.0,0.0,346.0,17.0,2481.0,352.0,207.0,6.0,15.0,50.0,530.0,23870.0,1.0,159.0,11.0,462.0,20.0,2066.0,13.0,43.0,66.0,160.0,4547.0,18.0
Georgia State,2019,Sun Belt,305.0,13.0,27.0,7.0,9.0,13.0,1.0,148.0,9.0,0.0,114.0,21.0,2577.0,385.0,238.0,9.0,22.0,56.0,557.0,23100.0,0.0,32.0,10.0,596.0,30.0,3141.0,29.0,69.0,89.0,195.0,5718.0,16.0
Georgia State,2020,Sun Belt,207.0,9.0,14.0,10.0,9.0,10.0,1.0,112.0,10.0,0.0,169.0,11.0,2303.0,307.0,179.0,12.0,18.0,55.0,583.0,17180.0,0.0,28.0,6.0,441.0,22.0,1937.0,32.0,74.0,75.0,166.0,4240.0,20.0
Georgia State,2021,Sun Belt,279.0,10.0,18.0,7.0,15.0,13.0,1.0,170.0,8.0,0.0,133.0,19.0,2101.0,311.0,180.0,11.0,19.0,70.0,656.0,22125.0,0.0,4.0,3.0,586.0,25.0,2931.0,37.0,90.0,72.0,172.0,5032.0,15.0
Georgia State,2022,Sun Belt,266.0,15.0,26.0,12.0,19.0,12.0,1.0,114.0,7.0,0.0,103.0,11.0,2431.0,297.0,173.0,13.0,18.0,84.0,764.0,20784.0,0.0,58.0,11.0,578.0,26.0,2586.0,27.0,73.0,74.0,182.0,5017.0,19.0
Georgia State,2023,Sun Belt,254.0,9.0,19.0,8.0,8.0,13.0,1.0,146.0,7.0,0.0,371.0,22.0,2672.0,367.0,249.0,11.0,20.0,83.0,748.0,23127.0,1.0,34.0,11.0,513.0,25.0,2445.0,29.0,76.0,86.0,189.0,5117.0,15.0
Georgia Tech,2007,ACC,261.0,7.0,17.0,13.0,18.0,13.0,0.0,-4.0,12.0,,,,2579.0,363.0,179.0,5.0,10.0,90.0,771.0,14703.0,0.0,436.0,73.0,548.0,28.0,2591.0,,,72.0,189.0,5004.0,25.0
Georgia Tech,2008,ACC,214.0,12.0,28.0,20.0,14.0,13.0,3.0,245.0,7.0,,,,1396.0,165.0,74.0,18.0,5.0,63.0,570.0,14710.0,0.0,182.0,42.0,640.0,32.0,3552.0,,,59.0,161.0,4842.0,27.0
Georgia Tech,2009,ACC,287.0,15.0,27.0,12.0,14.0,14.0,1.0,135.0,6.0,0.0,1164.0,54.0,1860.0,168.0,78.0,12.0,11.0,83.0,644.0,17206.0,2.0,280.0,35.0,792.0,47.0,4136.0,,,104.0,199.0,5910.0,18.0
Georgia Tech,2010,ACC,265.0,22.0,40.0,20.0,13.0,13.0,2.0,214.0,7.0,0.0,1057.0,53.0,1173.0,168.0,64.0,8.0,9.0,80.0,663.0,15796.0,0.0,134.0,33.0,753.0,31.0,4203.0,,,74.0,183.0,5294.0,27.0
Georgia Tech,2011,ACC,265.0,10.0,19.0,11.0,5.0,13.0,3.0,177.0,8.0,0.0,807.0,42.0,1927.0,167.0,82.0,14.0,11.0,58.0,480.0,15264.0,0.0,130.0,32.0,718.0,45.0,4114.0,,,98.0,182.0,5964.0,19.0
Georgia Tech,2012,ACC,302.0,23.0,37.0,13.0,9.0,14.0,1.0,131.0,8.0,2.0,1046.0,44.0,1818.0,194.0,102.0,16.0,12.0,67.0,539.0,28617.0,0.0,252.0,20.0,808.0,48.0,4357.0,,,88.0,194.0,6175.0,21.0
Georgia Tech,2013,ACC,283.0,8.0,18.0,11.0,6.0,13.0,2.0,255.0,13.0,0.0,881.0,40.0,1695.0,203.0,92.0,14.0,12.0,63.0,529.0,25854.0,0.0,160.0,19.0,713.0,46.0,3891.0,,,90.0,175.0,5586.0,24.0
Georgia Tech,2014,ACC,350.0,12.0,17.0,12.0,11.0,14.0,5.0,328.0,6.0,0.0,892.0,41.0,1882.0,203.0,106.0,18.0,19.0,69.0,576.0,28525.0,0.0,97.0,13.0,790.0,47.0,4789.0,,,99.0,171.0,6671.0,18.0
Georgia Tech,2015,ACC,233.0,13.0,26.0,14.0,8.0,12.0,1.0,70.0,10.0,0.0,590.0,32.0,1462.0,192.0,81.0,9.0,14.0,38.0,329.0,22417.0,0.0,189.0,23.0,583.0,30.0,3074.0,,,52.0,149.0,4536.0,24.0
Georgia Tech,2016,ACC,231.0,11.0,22.0,11.0,6.0,13.0,1.0,137.0,4.0,1.0,578.0,27.0,1679.0,160.0,83.0,11.0,9.0,58.0,512.0,23625.0,0.0,131.0,12.0,611.0,34.0,3355.0,18.0,57.0,64.0,154.0,5034.0,15.0
Georgia Tech,2017,ACC,214.0,8.0,19.0,10.0,4.0,11.0,1.0,71.0,5.0,1.0,775.0,45.0,927.0,119.0,43.0,5.0,10.0,44.0,394.0,22122.0,0.0,125.0,17.0,632.0,30.0,3381.0,17.0,47.0,72.0,158.0,4308.0,15.0
Georgia Tech,2018,ACC,275.0,18.0,34.0,13.0,13.0,13.0,2.0,231.0,4.0,2.0,643.0,29.0,1089.0,126.0,56.0,12.0,7.0,47.0,459.0,26097.0,0.0,91.0,13.0,745.0,46.0,4225.0,16.0,54.0,73.0,164.0,5314.0,17.0
Georgia Tech,2019,ACC,181.0,8.0,17.0,10.0,13.0,12.0,0.0,65.0,10.0,0.0,715.0,36.0,1607.0,269.0,124.0,7.0,14.0,57.0,493.0,19230.0,0.0,76.0,16.0,448.0,12.0,1829.0,20.0,84.0,49.0,164.0,3436.0,20.0
Georgia Tech,2020,ACC,199.0,9.0,25.0,12.0,12.0,10.0,0.0,77.0,13.0,0.0,403.0,21.0,1991.0,283.0,152.0,6.0,14.0,89.0,749.0,16221.0,0.0,65.0,16.0,407.0,18.0,1904.0,21.0,62.0,60.0,146.0,3895.0,25.0
Georgia Tech,2021,ACC,226.0,10.0,23.0,5.0,11.0,12.0,0.0,6.0,10.0,1.0,732.0,37.0,2375.0,342.0,205.0,3.0,18.0,72.0,609.0,21029.0,0.0,65.0,17.0,444.0,15.0,2028.0,20.0,61.0,58.0,163.0,4403.0,15.0
Georgia Tech,2022,ACC,212.0,8.0,21.0,4.0,17.0,12.0,1.0,55.0,9.0,0.0,273.0,13.0,2306.0,381.0,219.0,11.0,10.0,69.0,632.0,20383.0,0.0,84.0,9.0,426.0,13.0,1596.0,28.0,76.0,55.0,180.0,3902.0,13.0
Georgia Tech,2023,ACC,289.0,12.0,23.0,4.0,10.0,13.0,0.0,167.0,17.0,0.0,510.0,24.0,2871.0,379.0,231.0,15.0,27.0,67.0,582.0,22348.0,0.0,121.0,12.0,492.0,24.0,2649.0,22.0,57.0,72.0,167.0,5520.0,21.0
Hawai'i,2007,Western Athletic,347.0,9.0,20.0,15.0,11.0,13.0,3.0,421.0,23.0,3.0,387.0,8.0,5879.0,663.0,459.0,20.0,45.0,91.0,822.0,15275.0,0.0,209.0,29.0,279.0,16.0,944.0,,,74.0,158.0,4566.0,38.0
Hawai'i,2008,Western Athletic,262.0,6.0,13.0,19.0,17.0,14.0,1.0,252.0,22.0,,,,3876.0,490.0,290.0,15.0,24.0,121.0,1082.0,15018.0,0.0,62.0,41.0,412.0,18.0,1323.0,,,63.0,182.0,4841.0,41.0
Hawai'i,2009,Western Athletic,280.0,2.0,17.0,16.0,10.0,13.0,0.0,69.0,17.0,0.0,1518.0,68.0,4610.0,569.0,339.0,12.0,25.0,76.0,614.0,15513.0,0.0,150.0,30.0,292.0,12.0,1306.0,,,67.0,149.0,5687.0,33.0
Hawai'i,2010,Western Athletic,333.0,10.0,19.0,9.0,15.0,14.0,3.0,322.0,17.0,0.0,1143.0,58.0,5775.0,618.0,394.0,23.0,42.0,90.0,786.0,15105.0,0.0,72.0,42.0,308.0,25.0,1489.0,,,56.0,150.0,7009.0,26.0
Hawai'i,2011,Western Athletic,292.0,12.0,19.0,16.0,8.0,13.0,2.0,240.0,10.0,0.0,1434.0,60.0,4269.0,598.0,359.0,14.0,29.0,79.0,597.0,14070.0,2.0,227.0,47.0,301.0,22.0,1240.0,,,79.0,176.0,5254.0,26.0
Hawai'i,2012,Mountain West,207.0,10.0,26.0,20.0,7.0,12.0,1.0,79.0,13.0,3.0,1488.0,58.0,2277.0,399.0,207.0,9.0,12.0,71.0,648.0,21446.0,2.0,321.0,26.0,439.0,12.0,1303.0,,,63.0,184.0,3580.0,33.0
Hawai'i,2013,Mountain West,261.0,12.0,27.0,12.0,15.0,12.0,1.0,85.0,22.0,0.0,1111.0,52.0,3617.0,519.0,296.0,9.0,31.0,88.0,777.0,19039.0,0.0,186.0,25.0,428.0,12.0,1375.0,,,64.0,198.0,4992.0,34.0
Hawai'i,2014,Mountain West,254.0,19.0,27.0,13.0,9.0,13.0,0.0,139.0,14.0,0.0,789.0,42.0,2794.0,469.0,231.0,11.0,15.0,80.0,640.0,23201.0,0.0,229.0,26.0,524.0,15.0,1943.0,,,77.0,231.0,4737.0,27.0
Hawai'i,2015,Mountain West,203.0,7.0,21.0,13.0,8.0,13.0,0.0,36.0,21.0,1.0,1130.0,53.0,2501.0,422.0,202.0,3.0,12.0,98.0,847.0,16729.0,1.0,201.0,26.0,425.0,15.0,1611.0,,,49.0,161.0,4112.0,34.0
Hawai'i,2016,Mountain West,263.0,15.0,25.0,10.0,6.0,14.0,1.0,78.0,15.0,0.0,1403.0,65.0,3185.0,438.0,257.0,11.0,25.0,116.0,1003.0,24830.0,0.0,63.0,8.0,477.0,25.0,2293.0,32.0,92.0,64.0,183.0,5478.0,25.0
Hawai'i,2017,Mountain West,239.0,10.0,28.0,6.0,6.0,12.0,1.0,130.0,8.0,0.0,812.0,40.0,2814.0,423.0,260.0,9.0,19.0,93.0,826.0,22658.0,0.0,30.0,6.0,420.0,15.0,2018.0,24.0,70.0,64.0,168.0,4832.0,14.0
Hawai'i,2018,Mountain West,302.0,22.0,38.0,9.0,6.0,14.0,0.0,17.0,12.0,0.0,866.0,40.0,4344.0,545.0,320.0,4.0,43.0,83.0,737.0,24371.0,1.0,173.0,21.0,416.0,11.0,1525.0,29.0,68.0,59.0,178.0,5869.0,21.0
Hawai'i,2019,Mountain West,368.0,20.0,33.0,13.0,6.0,15.0,4.0,323.0,17.0,0.0,1092.0,52.0,5059.0,635.0,396.0,14.0,42.0,103.0,918.0,28108.0,1.0,102.0,22.0,420.0,21.0,2011.0,21.0,83.0,88.0,186.0,7070.0,30.0
Hawai'i,2020,Mountain West,183.0,10.0,13.0,6.0,5.0,9.0,0.0,16.0,6.0,1.0,583.0,25.0,2083.0,315.0,195.0,12.0,14.0,49.0,386.0,15495.0,0.0,64.0,12.0,324.0,15.0,1375.0,17.0,61.0,54.0,137.0,3458.0,12.0
Hawai'i,2021,Mountain West,263.0,5.0,20.0,13.0,14.0,13.0,3.0,297.0,16.0,0.0,565.0,33.0,3408.0,462.0,260.0,14.0,19.0,68.0,586.0,21469.0,0.0,69.0,11.0,431.0,22.0,1857.0,27.0,79.0,64.0,179.0,5265.0,29.0
Hawai'i,2022,Mountain West,244.0,18.0,34.0,8.0,2.0,13.0,1.0,124.0,12.0,0.0,631.0,42.0,2672.0,490.0,261.0,10.0,13.0,73.0,652.0,22048.0,0.0,52.0,15.0,406.0,16.0,1784.0,18.0,55.0,67.0,194.0,4456.0,20.0
Hawai'i,2023,Mountain West,251.0,16.0,31.0,8.0,7.0,13.0,0.0,63.0,15.0,0.0,410.0,21.0,3593.0,537.0,337.0,7.0,27.0,80.0,733.0,23136.0,0.0,101.0,15.0,324.0,6.0,989.0,22.0,68.0,68.0,183.0,4582.0,23.0
Houston,2007,Conference USA,333.0,13.0,25.0,16.0,11.0,13.0,1.0,207.0,15.0,,,,3830.0,437.0,291.0,14.0,24.0,101.0,826.0,15287.0,0.0,246.0,43.0,599.0,32.0,2911.0,,,91.0,198.0,6525.0,31.0
Houston,2008,Conference USA,355.0,10.0,20.0,18.0,12.0,13.0,2.0,318.0,12.0,,,,5410.0,610.0,411.0,13.0,45.0,81.0,736.0,12959.0,0.0,163.0,30.0,406.0,23.0,2095.0,,,93.0,182.0,7316.0,30.0
Houston,2009,Conference USA,424.0,14.0,20.0,11.0,18.0,14.0,2.0,170.0,15.0,5.0,1555.0,68.0,6208.0,747.0,525.0,11.0,47.0,63.0,571.0,13791.0,0.0,141.0,27.0,403.0,23.0,1815.0,,,98.0,191.0,7887.0,26.0
Houston,2010,Conference USA,307.0,12.0,21.0,7.0,9.0,12.0,2.0,245.0,20.0,1.0,1331.0,60.0,4008.0,484.0,298.0,13.0,34.0,60.0,481.0,11813.0,1.0,231.0,30.0,410.0,20.0,1839.0,,,79.0,163.0,5766.0,27.0
Houston,2011,Conference USA,393.0,14.0,26.0,9.0,11.0,14.0,2.0,238.0,6.0,1.0,906.0,43.0,6469.0,682.0,479.0,21.0,54.0,85.0,699.0,13688.0,2.0,317.0,46.0,420.0,33.0,2086.0,,,103.0,203.0,8387.0,15.0
Houston,2012,Conference USA,292.0,9.0,25.0,15.0,12.0,12.0,2.0,286.0,20.0,0.0,801.0,42.0,3941.0,591.0,337.0,19.0,27.0,74.0,634.0,19365.0,0.0,84.0,24.0,393.0,18.0,1814.0,,,81.0,197.0,5755.0,35.0
Houston,2013,American Athletic,282.0,4.0,17.0,8.0,18.0,13.0,2.0,305.0,10.0,1.0,1187.0,47.0,3647.0,518.0,299.0,25.0,30.0,98.0,881.0,20556.0,0.0,73.0,21.0,435.0,19.0,1807.0,,,68.0,191.0,5454.0,18.0
Houston,2014,American Athletic,286.0,12.0,23.0,7.0,11.0,13.0,1.0,286.0,15.0,0.0,728.0,44.0,2993.0,450.0,272.0,19.0,18.0,84.0,771.0,24436.0,0.0,85.0,16.0,495.0,28.0,2390.0,,,79.0,195.0,5383.0,22.0
Houston,2015,American Athletic,332.0,13.0,26.0,7.0,14.0,14.0,3.0,342.0,7.0,2.0,777.0,33.0,3477.0,432.0,285.0,21.0,22.0,85.0,783.0,26314.0,1.0,302.0,29.0,669.0,46.0,3301.0,,,117.0,233.0,6778.0,14.0
Houston,2016,American Athletic,312.0,19.0,30.0,10.0,11.0,13.0,2.0,132.0,15.0,1.0,783.0,37.0,3852.0,523.0,352.0,7.0,24.0,58.0,554.0,25790.0,0.0,73.0,19.0,561.0,29.0,1912.0,39.0,101.0,109.0,233.0,5764.0,25.0
Houston,2017,American Athletic,252.0,8.0,18.0,11.0,6.0,12.0,1.0,292.0,12.0,0.0,721.0,32.0,3136.0,411.0,281.0,15.0,16.0,72.0,646.0,20191.0,0.0,70.0,16.0,446.0,25.0,2002.0,23.0,81.0,81.0,179.0,5138.0,23.0
Houston,2018,American Athletic,333.0,14.0,28.0,10.0,9.0,13.0,2.0,236.0,9.0,0.0,484.0,23.0,3841.0,474.0,284.0,14.0,45.0,86.0,672.0,19507.0,0.0,199.0,18.0,534.0,29.0,2815.0,23.0,87.0,89.0,194.0,6656.0,19.0
Houston,2019,American Athletic,231.0,12.0,17.0,9.0,9.0,12.0,1.0,83.0,12.0,2.0,564.0,28.0,2440.0,314.0,176.0,8.0,19.0,58.0,579.0,22289.0,2.0,182.0,17.0,466.0,20.0,2258.0,21.0,80.0,54.0,155.0,4698.0,21.0
Houston,2020,American Athletic,181.0,14.0,19.0,6.0,3.0,8.0,0.0,22.0,10.0,1.0,425.0,17.0,2126.0,297.0,175.0,3.0,15.0,60.0,531.0,14987.0,1.0,369.0,20.0,292.0,12.0,1140.0,24.0,59.0,49.0,121.0,3266.0,16.0
Houston,2021,American Athletic,303.0,17.0,25.0,2.0,11.0,14.0,2.0,210.0,12.0,2.0,878.0,43.0,3802.0,459.0,307.0,14.0,32.0,91.0,860.0,28214.0,2.0,396.0,29.0,515.0,27.0,2003.0,45.0,99.0,83.0,197.0,5805.0,14.0
Houston,2022,American Athletic,305.0,18.0,27.0,9.0,9.0,13.0,1.0,222.0,10.0,1.0,837.0,42.0,4082.0,501.0,337.0,7.0,40.0,102.0,909.0,23304.0,1.0,180.0,12.0,401.0,17.0,1847.0,28.0,88.0,80.0,176.0,5929.0,19.0
