name,team,year,games,wins,losses,cumulative_wins,cumulative_games,career_win_pct
Bump Elliott,Michigan,1968,10,8,2,51,95,0.5368421052631579
Bill Dooley,North Carolina,1968,10,3,7,5,20,0.25
Tommy Prothro,UCLA,1968,10,3,7,90,143,0.6293706293706294
Jerry Frei,Oregon,1968,10,4,6,6,20,0.3
Fred Taylor,TCU,1968,10,3,7,7,20,0.35
Dave Puddington,Kent State,1968,10,1,9,1,10,0.1
Frank Kush,Arizona State,1968,10,8,2,81,110,0.7363636363636363
Johnny Majors,Iowa State,1968,10,3,7,3,10,0.3
Murray Warmath,Minnesota,1968,10,6,4,86,160,0.5375
Bear Bryant,Alabama,1968,11,8,3,187,258,0.7248062015503876
Tom Harp,Duke,1968,10,4,6,32,75,0.4266666666666667
Hayden Fry,SMU,1968,11,8,3,30,73,0.410958904109589
Marv Levy,William & Mary,1968,10,3,7,45,110,0.4090909090909091
Paul Dietzel,South Carolina,1968,10,4,6,77,143,0.5384615384615384
John Ralston,Stanford,1968,10,6,3,61,103,0.5922330097087378
Bo Hagan,Rice,1968,10,0,9,4,20,0.2
Thomas Cahill,Army,1968,10,7,3,23,30,0.7666666666666667
Earle Edwards,NC State,1968,10,6,4,71,152,0.46710526315789475
Dee Andros,Oregon State,1968,10,7,3,37,68,0.5441176470588235
Doug Dickey,Tennessee,1968,11,8,2,37,54,0.6851851851851852
John Bridgers,Baylor,1968,10,3,7,49,103,0.47572815533980584
Darrell Royal,Texas,1968,11,9,1,114,159,0.7169811320754716
John Coatta,Wisconsin,1968,10,0,10,0,20,0.0
Charley Bradshaw,Kentucky,1968,10,3,7,25,70,0.35714285714285715
Ben Martin,Air Force,1968,10,7,3,59,132,0.44696969696969696
Jack Mollenkopf,Purdue,1968,10,8,2,76,122,0.6229508196721312
Frank Lauterbur,Toledo,1968,10,5,4,25,59,0.423728813559322
Jim Sweeney,Washington State,1968,10,3,6,3,10,0.3
Ray Nagel,Iowa,1968,10,5,5,50,112,0.44642857142857145
William Tate,Wake Forest,1968,10,2,7,17,50,0.34
Woody Hayes,Ohio State,1968,10,10,0,117,165,0.7090909090909091
Ara Parseghian,Notre Dame,1968,10,7,2,76,122,0.6229508196721312
John Bateman,Rutgers,1968,10,8,2,51,83,0.6144578313253012
Vince Dooley,Georgia,1968,11,8,1,38,54,0.7037037037037037
Robert Ward,Maryland,1968,10,2,8,2,19,0.10526315789473684
Neil Wheelwright,Colgate,1968,10,5,5,5,10,0.5
Frank Broyles,Arkansas,1968,11,10,1,91,127,0.7165354330708661
Bill Yeoman,Houston,1969,11,9,2,45,81,0.5555555555555556
John Pont,Indiana,1969,10,4,6,42,80,0.525
John Yovicsin,Harvard,1969,9,3,6,71,116,0.6120689655172413
Lee Corso,Louisville,1969,10,5,4,5,10,0.5
Lloyd Eaton,Wyoming,1969,10,6,4,56,82,0.6829268292682927
Rod Rust,North Texas,1969,10,7,3,22,29,0.7586206896551724
Bill Dooley,North Carolina,1969,10,5,5,10,30,0.3333333333333333
Bill Doolittle,Western Michigan,1969,10,4,6,28,56,0.5
Billy Murphy,Memphis,1969,10,8,2,70,96,0.7291666666666666
Tommy Prothro,UCLA,1969,10,8,1,98,153,0.6405228758169934
J.T. King,Texas Tech,1969,10,5,5,44,92,0.4782608695652174
Roy Lester,Maryland,1969,10,3,7,3,10,0.3
Thomas Cahill,Army,1969,10,4,5,27,40,0.675
Frank Kush,Arizona State,1969,10,8,2,89,120,0.7416666666666667
Darrell Royal,Texas,1969,11,11,0,125,170,0.7352941176470589
Jerry Claiborne,Virginia Tech,1969,10,4,5,56,91,0.6153846153846154
Pepper Rodgers,Kansas,1969,10,1,9,15,31,0.4838709677419355
Dave Puddington,Kent State,1969,10,5,5,6,20,0.3
John Coatta,Wisconsin,1969,10,3,7,3,30,0.1
Frank Lauterbur,Toledo,1969,11,11,0,36,70,0.5142857142857142
Bo Schembechler,Michigan,1969,11,8,3,48,71,0.676056338028169
Robert King,Furman,1969,10,1,8,45,119,0.37815126050420167
Darryl Rogers,Fresno State,1969,10,6,4,6,10,0.6
Joe Kerbel,West Texas A&M,1969,10,6,4,61,101,0.6039603960396039
Joseph Yukica,Boston College,1969,9,5,4,11,18,0.6111111111111112
John Ray,Kentucky,1969,10,2,8,2,10,0.2
Vince Dooley,Georgia,1969,11,5,5,43,65,0.6615384615384615
John Ralston,Stanford,1969,10,7,2,68,113,0.6017699115044248
Alex Agase,Northwestern,1969,10,3,7,17,59,0.288135593220339
Bill Meek,Utah,1969,10,8,2,56,129,0.43410852713178294
Murray Warmath,Minnesota,1969,10,4,5,90,170,0.5294117647058824
Red Parker,The Citadel,1969,10,7,3,21,40,0.525
Paul Dietzel,South Carolina,1969,11,7,4,84,154,0.5454545454545454
Tom Harp,Duke,1969,10,3,6,35,85,0.4117647058823529
P.W. Underwood,Southern Mississippi,1969,10,5,5,5,10,0.5
Hayden Fry,SMU,1969,10,3,7,33,83,0.39759036144578314
Tommy Hudspeth,BYU,1969,10,6,4,31,60,0.5166666666666667
John Bateman,Rutgers,1969,9,6,3,57,92,0.6195652173913043
Jim Carlen,West Virginia,1969,11,10,1,25,41,0.6097560975609756
Johnny Majors,Iowa State,1969,10,3,7,6,20,0.3
Dee Andros,Oregon State,1969,10,6,4,43,78,0.5512820512820513
Charles Shira,Mississippi State,1969,10,3,7,4,30,0.13333333333333333
Gene Stallings,Texas A&M,1969,10,3,7,20,51,0.39215686274509803
Homer Smith,Davidson,1969,11,7,4,24,48,0.5
Chuck Mills,Utah State,1969,10,3,7,17,30,0.5666666666666667
Bill Peterson,Florida State,1969,10,6,3,55,104,0.5288461538461539
Frank Broyles,Arkansas,1969,11,9,2,100,138,0.7246376811594203
Ray Willsey,California,1969,10,5,5,28,61,0.45901639344262296
Bill Pace,Vanderbilt,1969,10,4,6,11,30,0.36666666666666664
Bear Bryant,Alabama,1969,11,6,5,193,269,0.7174721189591078
Clarence Stasavich,East Carolina,1969,9,2,7,27,49,0.5510204081632653
Doug Dickey,Tennessee,1969,11,9,2,46,65,0.7076923076923077
Vince Carillot,Tulsa,1969,10,1,9,1,10,0.1
Duffy Daugherty,Michigan State,1969,10,4,6,94,151,0.6225165562913907
Charles McClendon,LSU,1969,10,9,1,61,86,0.7093023255813954
Rick Tolley,Marshall,1969,10,3,7,3,10,0.3
Bo Hagan,Rice,1969,10,3,7,7,30,0.23333333333333334
Eddie Crowder,Colorado,1969,11,8,3,38,72,0.5277777777777778
Rick Forzano,Navy,1969,10,1,9,1,10,0.1
Ara Parseghian,Notre Dame,1969,11,8,2,84,133,0.631578947368421
Joe McMullen,San José State,1969,10,2,8,2,10,0.2
Joe Paterno,Penn State,1969,11,11,0,35,43,0.813953488372093
Bill Hess,Ohio,1969,10,5,4,44,82,0.5365853658536586
Jerry Frei,Oregon,1969,11,5,5,11,31,0.3548387096774194
Fred Taylor,TCU,1969,10,4,6,11,30,0.36666666666666664
Bud Carson,Georgia Tech,1969,10,4,6,12,30,0.4
Dan Devine,Missouri,1969,11,9,2,114,157,0.7261146496815286
Ben Martin,Air Force,1969,10,6,4,65,142,0.45774647887323944
Bill Mallory,Miami (OH),1969,10,7,3,7,10,0.7
Rudy Feldman,New Mexico,1969,10,4,6,4,20,0.2
Cal Stoll,Wake Forest,1969,10,3,7,3,10,0.3
Floyd Gass,Oklahoma State,1969,10,5,5,5,10,0.5
Bob Devaney,Nebraska,1969,11,9,2,103,136,0.7573529411764706
Ray Callahan,Cincinnati,1969,10,4,6,4,10,0.4
Charlie Tate,Miami,1969,10,4,6,33,62,0.532258064516129
Jack Mollenkopf,Purdue,1969,10,8,2,84,132,0.6363636363636364
Doc Urich,Northern Illinois,1969,10,3,7,21,40,0.525
Milo Lude,Colorado State,1969,10,4,6,29,81,0.35802469135802467
Jim Wood,New Mexico State,1969,10,5,5,10,20,0.5
John Vaught,Ole Miss,1969,11,8,3,178,244,0.7295081967213115
John McKay,USC,1969,11,10,0,76,105,0.7238095238095238
Jack Curtice,California-Santa Barbara,1969,10,6,4,97,191,0.5078534031413613
George Blackburn,Virginia,1969,10,3,7,48,108,0.4444444444444444
Neil Wheelwright,Colgate,1969,9,5,3,10,19,0.5263157894736842
James Valek,Illinois,1969,10,0,10,5,30,0.16666666666666666
Don Coryell,San Diego State,1969,11,11,0,11,11,1.0
Ray Graves,Florida,1969,11,9,1,70,105,0.6666666666666666
Jim Owens,Washington,1969,10,1,9,70,133,0.5263157894736842
Don Nehlen,Bowling Green,1969,10,6,4,12,20,0.6
Robert Dobbs,UTEP,1969,10,4,6,59,111,0.5315315315315315
Ray Nagel,Iowa,1969,10,5,5,55,122,0.45081967213114754
Bob Blackman,Dartmouth,1969,9,8,1,107,155,0.6903225806451613
Doug Scovil,Pacific,1969,10,7,3,21,40,0.525
Bob Deming,Buffalo,1969,9,6,3,6,9,0.6666666666666666
Ben Schwartzwalder,Syracuse,1969,10,5,5,135,204,0.6617647058823529
Carmen Cozza,Yale,1969,9,7,2,30,45,0.6666666666666666
Frank Howard,Clemson,1969,10,4,6,165,295,0.559322033898305
Vince Gibson,Kansas State,1969,10,5,5,10,30,0.3333333333333333
Ralph Jordan,Auburn,1969,11,8,3,128,197,0.649746192893401
Chuck Fairbanks,Oklahoma,1969,10,6,4,23,32,0.71875
Bob Weber,Arizona,1969,10,3,7,3,10,0.3
Woody Hayes,Ohio State,1969,9,8,1,125,174,0.7183908045977011
Carl DePasqua,Pittsburgh,1969,10,4,6,4,10,0.4
Earle Edwards,NC State,1969,10,3,6,74,162,0.4567901234567901
Bill Beall,Baylor,1969,10,0,10,0,10,0.0
Jim Pittman,Tulane,1969,10,3,7,13,40,0.325
Lou Holtz,William & Mary,1969,10,3,7,3,10,0.3
Jim Sweeney,Washington State,1969,10,1,9,4,20,0.2
Ben Martin,Air Force,1970,12,9,3,74,154,0.4805194805194805
John Ray,Kentucky,1970,11,2,9,4,21,0.19047619047619047
Bill Dooley,North Carolina,1970,12,8,4,18,42,0.42857142857142855
Dan Devine,Missouri,1970,11,5,6,119,168,0.7083333333333334
John Ralston,Stanford,1970,12,9,3,77,125,0.616
Cecil Ingram,Clemson,1970,11,3,8,3,11,0.2727272727272727
Ray Callahan,Cincinnati,1970,11,7,4,11,21,0.5238095238095238
George Blackburn,Virginia,1970,11,5,6,53,119,0.44537815126050423
Billy Murphy,Memphis,1970,10,6,4,76,106,0.7169811320754716
Walter Kichefski,Miami,1970,9,2,7,2,9,0.2222222222222222
Bo Hagan,Rice,1970,10,5,5,12,40,0.3
Chuck Mills,Utah State,1970,10,5,5,22,40,0.55
Bob Deming,Buffalo,1970,11,2,9,8,20,0.4
Rick Forzano,Navy,1970,11,2,9,3,21,0.14285714285714285
Jerry Claiborne,Virginia Tech,1970,11,5,6,61,102,0.5980392156862745
Fred Taylor,TCU,1970,11,4,6,15,41,0.36585365853658536
Jim Owens,Washington,1970,10,6,4,76,143,0.5314685314685315
Robert Dobbs,UTEP,1970,10,6,4,65,121,0.5371900826446281
Carl DePasqua,Pittsburgh,1970,10,5,5,9,20,0.45
Joseph Yukica,Boston College,1970,10,8,2,19,28,0.6785714285714286
Jerry Frei,Oregon,1970,11,6,4,17,42,0.40476190476190477
Ray Willsey,California,1970,11,6,5,34,72,0.4722222222222222
Bill Pace,Vanderbilt,1970,11,4,7,15,41,0.36585365853658536
Robert King,Furman,1970,11,8,3,53,130,0.4076923076923077
Bob Weber,Arizona,1970,10,4,6,7,20,0.35
Homer Smith,Pacific,1970,11,5,6,29,59,0.4915254237288136
Jim Carlen,Texas Tech,1970,12,8,4,33,53,0.6226415094339622
Frank Kush,Arizona State,1970,11,11,0,100,131,0.7633587786259542
Murray Warmath,Minnesota,1970,10,3,6,93,180,0.5166666666666667
John McKay,USC,1970,11,6,4,82,116,0.7068965517241379
Gene Stallings,Texas A&M,1970,11,2,9,22,62,0.3548387096774194
Jim Wood,New Mexico State,1970,10,4,6,14,30,0.4666666666666667
Tommy Hudspeth,BYU,1970,11,3,8,34,71,0.4788732394366197
DeWayne King,San José State,1970,8,1,7,1,8,0.125
Hayden Fry,SMU,1970,11,5,6,38,94,0.40425531914893614
Bob DeMoss,Purdue,1970,10,4,6,4,10,0.4
Bob Blackman,Dartmouth,1970,9,9,0,116,164,0.7073170731707317
Red Parker,The Citadel,1970,11,5,6,26,51,0.5098039215686274
Tom Harp,Duke,1970,11,6,5,41,96,0.4270833333333333
Bill Meek,Utah,1970,10,6,4,62,139,0.4460431654676259
Chuck Fairbanks,Oklahoma,1970,12,7,4,30,44,0.6818181818181818
Bob Devaney,Nebraska,1970,12,11,0,114,148,0.7702702702702703
Thomas Cahill,Army,1970,11,1,9,28,51,0.5490196078431373
Rudy Feldman,New Mexico,1970,10,7,3,11,30,0.36666666666666664
Bear Bryant,Alabama,1970,12,6,5,199,281,0.708185053380783
Rick Tolley,Marshall,1970,9,3,6,6,19,0.3157894736842105
Ara Parseghian,Notre Dame,1970,11,10,1,94,144,0.6527777777777778
Earle Edwards,NC State,1970,11,3,7,77,173,0.44508670520231214
Vince Gibson,Kansas State,1970,11,6,5,16,41,0.3902439024390244
Alex Agase,Northwestern,1970,10,6,4,23,69,0.3333333333333333
Jim Sweeney,Washington State,1970,11,1,10,5,31,0.16129032258064516
Bill Peterson,Florida State,1970,11,7,4,62,115,0.5391304347826087
Bill Yeoman,Houston,1970,11,8,3,53,92,0.5760869565217391
Claude Gibson,Tulsa,1970,10,6,4,6,10,0.6
Darrell Royal,Texas,1970,11,10,1,135,181,0.7458563535911602
Darryl Rogers,Fresno State,1970,12,8,4,14,22,0.6363636363636364
Bobby Bowden,West Virginia,1970,11,8,3,8,11,0.7272727272727273
Mike McGee,East Carolina,1970,11,3,8,3,11,0.2727272727272727
Doc Urich,Northern Illinois,1970,10,3,7,24,50,0.48
Dee Andros,Oregon State,1970,11,6,5,49,89,0.550561797752809
Charles Shira,Mississippi State,1970,11,6,5,10,41,0.24390243902439024
P.W. Underwood,Southern Mississippi,1970,11,5,6,10,21,0.47619047619047616
Bill Beall,Baylor,1970,11,2,9,2,21,0.09523809523809523
Johnny Majors,Iowa State,1970,11,5,6,11,31,0.3548387096774194
Pepper Rodgers,Kansas,1970,11,5,6,20,42,0.47619047619047616
Carmen Cozza,Yale,1970,9,7,2,37,54,0.6851851851851852
Vince Dooley,Georgia,1970,10,5,5,48,75,0.64
Ralph Jordan,Auburn,1970,11,9,2,137,208,0.6586538461538461
Woody Hayes,Ohio State,1970,10,9,1,134,184,0.7282608695652174
Ben Schwartzwalder,Syracuse,1970,10,6,4,141,214,0.6588785046728972
Neil Wheelwright,Colgate,1970,11,5,6,15,30,0.5
John Vaught,Ole Miss,1970,11,7,4,185,255,0.7254901960784313
Ray Nagel,Iowa,1970,10,3,6,58,132,0.4393939393939394
Lee Corso,Louisville,1970,12,8,3,13,22,0.5909090909090909
John Pont,Indiana,1970,10,1,9,43,90,0.4777777777777778
John Bateman,Rutgers,1970,10,5,5,62,102,0.6078431372549019
Don Nehlen,Bowling Green,1970,9,2,6,14,29,0.4827586206896552
James Valek,Illinois,1970,10,3,7,8,40,0.2
Don Coryell,San Diego State,1970,11,9,2,20,22,0.9090909090909091
Bill Battle,Tennessee,1970,12,11,1,11,12,0.9166666666666666
Jim Pittman,Tulane,1970,12,8,4,21,52,0.40384615384615385
Lloyd Eaton,Wyoming,1970,10,1,9,57,92,0.6195652173913043
Paul Dietzel,South Carolina,1970,11,4,6,88,165,0.5333333333333333
John Yovicsin,Harvard,1970,9,7,2,78,125,0.624
Joe McMullen,San José State,1970,3,1,2,3,13,0.23076923076923078
Bud Carson,Georgia Tech,1970,12,9,3,21,42,0.5
Doug Dickey,Florida,1970,11,7,4,53,76,0.6973684210526315
Bill Mallory,Miami (OH),1970,10,7,3,14,20,0.7
Bo Schembechler,Michigan,1970,10,9,1,57,81,0.7037037037037037
Joe Kerbel,West Texas A&M,1970,10,7,3,68,111,0.6126126126126126
Joe Paterno,Penn State,1970,10,7,3,42,53,0.7924528301886793
Frank Lauterbur,Toledo,1970,12,12,0,48,82,0.5853658536585366
Bill Hess,Ohio,1970,9,4,5,48,91,0.5274725274725275
Frank Broyles,Arkansas,1970,11,9,2,109,149,0.7315436241610739
Floyd Gass,Oklahoma State,1970,11,4,7,9,21,0.42857142857142855
Bill Doolittle,Western Michigan,1970,10,7,3,35,66,0.5303030303030303
Jerry Wampfler,Colorado State,1970,11,4,7,4,11,0.36363636363636365
Lou Holtz,William & Mary,1970,12,5,7,8,22,0.36363636363636365
Dave Puddington,Kent State,1970,10,3,7,9,30,0.3
Charles McClendon,LSU,1970,12,9,3,70,98,0.7142857142857143
Roy Lester,Maryland,1970,11,2,9,5,21,0.23809523809523808
Cal Stoll,Wake Forest,1970,11,6,5,9,21,0.42857142857142855
Eddie Crowder,Colorado,1970,11,6,5,44,83,0.5301204819277109
John Jardine,Wisconsin,1970,10,4,5,4,10,0.4
Rod Rust,North Texas,1970,11,3,8,25,40,0.625
Tommy Prothro,UCLA,1970,11,6,5,104,164,0.6341463414634146
Duffy Daugherty,Michigan State,1970,10,4,6,98,161,0.6086956521739131
Charlie Tate,Miami,1970,2,1,1,34,64,0.53125
Rick Forzano,Navy,1971,11,3,8,6,32,0.1875
Al Michaels,NC State,1971,11,3,8,3,11,0.2727272727272727
Chuck Fairbanks,Oklahoma,1971,12,11,1,41,56,0.7321428571428571
John Bateman,Rutgers,1971,11,4,7,66,113,0.584070796460177
Bill Dooley,North Carolina,1971,12,9,3,27,54,0.5
Don Fambrough,Kansas,1971,11,4,7,4,11,0.36363636363636365
Joseph Restic,Harvard,1971,9,5,4,5,9,0.5555555555555556
Bill Hess,Ohio,1971,10,5,5,53,101,0.5247524752475248
Dave Holmes,Hawai'i,1971,11,7,4,7,11,0.6363636363636364
Neil Wheelwright,Colgate,1971,10,6,4,21,40,0.525
Ralph Jordan,Auburn,1971,11,9,2,146,219,0.6666666666666666
John Ray,Kentucky,1971,11,3,8,7,32,0.21875
Bill Battle,Tennessee,1971,12,10,2,21,24,0.875
Paul Dietzel,South Carolina,1971,11,6,5,94,176,0.5340909090909091
Cal Stoll,Wake Forest,1971,11,6,5,15,32,0.46875
Duffy Daugherty,Michigan State,1971,11,6,5,104,172,0.6046511627906976
Mike McGee,Duke,1971,11,6,5,9,22,0.4090909090909091
Al Onofrio,Missouri,1971,11,1,10,1,11,0.09090909090909091
Bear Bryant,Alabama,1971,12,11,1,210,293,0.7167235494880546
Chuck Mills,Utah State,1971,11,8,3,30,51,0.5882352941176471
Bill Doolittle,Western Michigan,1971,10,7,3,42,76,0.5526315789473685
Joseph Yukica,Boston College,1971,11,9,2,28,39,0.717948717948718
Rod Rust,North Texas,1971,11,3,8,28,51,0.5490196078431373
Dee Andros,Oregon State,1971,11,5,6,54,100,0.54
Bob Weber,Arizona,1971,11,5,6,12,31,0.3870967741935484
Jim Sweeney,Washington State,1971,11,4,7,9,42,0.21428571428571427
Robert King,Furman,1971,11,5,5,58,141,0.41134751773049644
Bill Beall,Baylor,1971,10,1,9,3,31,0.0967741935483871
Rudy Feldman,New Mexico,1971,11,6,3,17,41,0.4146341463414634
Bud Carson,Georgia Tech,1971,12,6,6,27,54,0.5
Frank Broyles,Arkansas,1971,12,8,3,117,161,0.7267080745341615
Gene Stallings,Texas A&M,1971,11,5,6,27,73,0.3698630136986301
Frank Kush,Arizona State,1971,12,11,1,111,143,0.7762237762237763
Ray Willsey,California,1971,11,6,5,40,83,0.4819277108433735
Darrell Royal,Texas,1971,11,8,3,143,192,0.7447916666666666
Charles McClendon,LSU,1971,12,9,3,79,110,0.7181818181818181
Robert Dobbs,UTEP,1971,11,5,6,70,132,0.5303030303030303
Don Lawrence,Virginia,1971,11,3,8,3,11,0.2727272727272727
John Jardine,Wisconsin,1971,11,4,6,8,21,0.38095238095238093
Roy Lester,Maryland,1971,11,2,9,7,32,0.21875
Floyd Gass,Oklahoma State,1971,11,4,6,13,32,0.40625
Alex Agase,Northwestern,1971,11,7,4,30,80,0.375
Jack Murphy,Toledo,1971,12,12,0,12,12,1.0
Edward Doherty,Holy Cross,1971,10,4,6,48,102,0.47058823529411764
Bo Schembechler,Michigan,1971,12,11,1,68,93,0.7311827956989247
Jack Lengyel,Marshall,1971,10,2,8,2,10,0.2
Bill Mallory,Miami (OH),1971,10,7,3,21,30,0.7
Doug Dickey,Florida,1971,11,4,7,57,87,0.6551724137931034
Frank Lauterbur,Iowa,1971,11,1,10,49,93,0.5268817204301075
Joe Paterno,Penn State,1971,12,11,1,53,65,0.8153846153846154
Lou Holtz,William & Mary,1971,11,5,6,13,33,0.3939393939393939
Jerry Ippoliti,Northern Illinois,1971,11,5,5,5,11,0.45454545454545453
Jerry Wampfler,Colorado State,1971,11,3,8,7,22,0.3181818181818182
Eddie Crowder,Colorado,1971,12,10,2,54,95,0.5684210526315789
Ara Parseghian,Notre Dame,1971,10,8,2,102,154,0.6623376623376623
Charles Coffey,Virginia Tech,1971,11,4,7,4,11,0.36363636363636365
Billy Tohill,TCU,1971,4,3,1,3,4,0.75
Fritz Shurmur,Wyoming,1971,11,5,6,5,11,0.45454545454545453
Charles Shira,Mississippi State,1971,11,2,9,12,52,0.23076923076923078
Bill Meek,Utah,1971,11,3,8,65,150,0.43333333333333335
Larry Jones,Florida State,1971,12,8,4,8,12,0.6666666666666666
Ben Schwartzwalder,Syracuse,1971,11,5,5,146,225,0.6488888888888888
Lee Corso,Louisville,1971,10,6,3,19,32,0.59375
Don Nehlen,Bowling Green,1971,10,6,4,20,39,0.5128205128205128
John Pont,Indiana,1971,11,3,8,46,101,0.45544554455445546
Don Coryell,San Diego State,1971,11,6,5,26,33,0.7878787878787878
Jim Pittman,TCU,1971,7,3,3,24,59,0.4067796610169492
Johnny Majors,Iowa State,1971,12,8,4,19,43,0.4418604651162791
Carmen Cozza,Yale,1971,9,4,5,41,63,0.6507936507936508
Vince Gibson,Kansas State,1971,11,5,6,21,52,0.40384615384615385
Claude Gibson,Tulsa,1971,11,4,7,10,21,0.47619047619047616
Bennie Ellender,Tulane,1971,11,3,8,3,11,0.2727272727272727
Bill Peterson,Rice,1971,11,3,7,65,126,0.5158730158730159
Bill Yeoman,Houston,1971,12,9,3,62,104,0.5961538461538461
Bobby Bowden,West Virginia,1971,11,7,4,15,22,0.6818181818181818
Darryl Rogers,Fresno State,1971,11,6,5,20,33,0.6060606060606061
P.W. Underwood,Southern Mississippi,1971,11,6,5,16,32,0.5
Pepper Rodgers,UCLA,1971,10,2,7,22,52,0.4230769230769231
John Ralston,Stanford,1971,12,9,3,86,137,0.6277372262773723
Don James,Kent State,1971,11,3,8,3,11,0.2727272727272727
Woody Hayes,Ohio State,1971,10,6,4,140,194,0.7216494845360825
Jim Owens,Washington,1971,11,8,3,84,154,0.5454545454545454
Jerry Frei,Oregon,1971,11,5,6,22,53,0.41509433962264153
Billy Murphy,Memphis,1971,11,5,6,81,117,0.6923076923076923
Billy Kinard,Ole Miss,1971,12,10,2,10,12,0.8333333333333334
Bill Pace,Vanderbilt,1971,11,4,6,19,52,0.36538461538461536
Jim Carlen,Texas Tech,1971,11,4,7,37,64,0.578125
Murray Warmath,Minnesota,1971,11,4,7,97,191,0.5078534031413613
Vince Dooley,Georgia,1971,12,11,1,59,87,0.6781609195402298
Tommy Hudspeth,BYU,1971,11,5,6,39,82,0.47560975609756095
Hayden Fry,SMU,1971,11,4,7,42,105,0.4
Red Parker,The Citadel,1971,11,8,3,34,62,0.5483870967741935
John McKay,USC,1971,11,6,4,88,127,0.6929133858267716
Carl DePasqua,Pittsburgh,1971,11,3,8,12,31,0.3870967741935484
Jim Wood,New Mexico State,1971,11,5,5,19,41,0.4634146341463415
Thomas Cahill,Army,1971,10,6,4,34,61,0.5573770491803278
Homer Smith,Pacific,1971,11,3,8,32,70,0.45714285714285713
Bob Devaney,Nebraska,1971,13,13,0,127,161,0.7888198757763976
Cecil Ingram,Clemson,1971,11,5,6,8,22,0.36363636363636365
Bob Blackman,Illinois,1971,11,5,6,121,175,0.6914285714285714
Sonny Randle,East Carolina,1971,10,4,6,4,10,0.4
Bob DeMoss,Purdue,1971,10,3,7,7,20,0.35
DeWayne King,San José State,1971,12,5,6,6,20,0.3
Ray Callahan,Cincinnati,1971,11,7,4,18,32,0.5625
Wayne Hardin,Temple,1971,9,6,2,44,71,0.6197183098591549
Ben Martin,Air Force,1971,10,6,4,80,164,0.4878048780487805
Fran Curci,Miami,1971,11,4,7,4,11,0.36363636363636365
Don Nehlen,Bowling Green,1972,10,6,3,26,49,0.5306122448979592
Bob DeMoss,Purdue,1972,11,6,5,13,31,0.41935483870967744
Joseph Restic,Harvard,1972,9,4,4,9,18,0.5
Alex Agase,Northwestern,1972,11,2,9,32,91,0.3516483516483517
Edward Doherty,Holy Cross,1972,10,5,4,53,112,0.4732142857142857
Bill Meek,Utah,1972,11,6,5,71,161,0.4409937888198758
Bill Dooley,North Carolina,1972,12,11,1,38,66,0.5757575757575758
Claude Gibson,Tulsa,1972,6,1,5,11,27,0.4074074074074074
Frank Kush,Arizona State,1972,12,10,2,121,155,0.7806451612903226
John McKay,USC,1972,12,12,0,100,139,0.7194244604316546
Vince Gibson,Kansas State,1972,11,3,8,24,63,0.38095238095238093
Wayne Hardin,Temple,1972,9,5,4,49,80,0.6125
Jim Sweeney,Washington State,1972,11,7,4,16,53,0.3018867924528302
Pepper Rodgers,UCLA,1972,11,8,3,30,63,0.47619047619047616
Ray Callahan,Cincinnati,1972,11,2,9,20,43,0.46511627906976744
Darryl Rogers,Fresno State,1972,11,6,4,26,44,0.5909090909090909
Billy Tohill,TCU,1972,11,5,6,8,15,0.5333333333333333
Bill Fulcher,Georgia Tech,1972,12,7,4,7,12,0.5833333333333334
Jim Brakefield,Appalachian State,1972,11,5,5,5,11,0.45454545454545453
Bear Bryant,Alabama,1972,12,10,2,220,305,0.7213114754098361
Jerry Wampfler,Colorado State,1972,11,1,10,8,33,0.24242424242424243
Rick Forzano,Navy,1972,11,4,7,10,43,0.23255813953488372
Doug Dickey,Florida,1972,11,5,5,62,98,0.6326530612244898
Bob Devaney,Nebraska,1972,12,9,2,136,173,0.7861271676300579
Frank Lauterbur,Iowa,1972,11,3,7,52,104,0.5
Carl DePasqua,Pittsburgh,1972,11,1,10,13,42,0.30952380952380953
Charles Coffey,Virginia Tech,1972,11,6,4,10,22,0.45454545454545453
Tom Harper,Wake Forest,1972,11,2,9,2,11,0.18181818181818182
Grant Teaff,Baylor,1972,11,5,6,5,11,0.45454545454545453
Hayden Fry,SMU,1972,11,7,4,49,116,0.4224137931034483
Don Lawrence,Virginia,1972,11,4,7,7,22,0.3181818181818182
Jack Lengyel,Marshall,1972,10,2,8,4,20,0.2
Paul Dietzel,South Carolina,1972,11,4,7,98,187,0.5240641711229946
Mike McGee,Duke,1972,11,5,6,14,33,0.42424242424242425
Bob Weber,Arizona,1972,11,4,7,16,42,0.38095238095238093
P.W. Underwood,Southern Mississippi,1972,11,3,7,19,43,0.4418604651162791
Frank Broyles,Arkansas,1972,11,6,5,123,172,0.7151162790697675
Jim Carlen,Texas Tech,1972,12,8,4,45,76,0.5921052631578947
Ralph Jordan,Auburn,1972,11,10,1,156,230,0.6782608695652174
Red Parker,The Citadel,1972,11,5,6,39,73,0.5342465753424658
Sonny Randle,East Carolina,1972,11,9,2,13,21,0.6190476190476191
Fran Curci,Miami,1972,11,5,6,9,22,0.4090909090909091
Thomas Cahill,Army,1972,10,6,4,40,71,0.5633802816901409
Ben Martin,Air Force,1972,10,6,4,86,174,0.4942528735632184
Woody Hayes,Ohio State,1972,11,9,2,149,205,0.7268292682926829
Dave Smith,Oklahoma State,1972,11,6,5,6,11,0.5454545454545454
