year,team,sor,sos,team_fixed
2016,Kansas,98,17,Kansas
2016,Akron,99,100,Akron
2016,Purdue,100,61,Purdue
2016,Louisiana,101,121,Louisiana
2016,Tulane,102,75,Tulane
2016,South Alabama,103,122,South Alabama
2016,Virginia,104,35,Virginia
2016,Nevada,105,114,Nevada
2016,San José State,106,81,San José State
2016,Rutgers,107,40,Rutgers
2016,East Carolina,108,67,East Carolina
2016,North Texas,109,101,North Texas
2016,Louisiana Monroe,110,88,Louisiana Monroe
2016,Utah State,111,72,Utah State
2016,UNLV,112,94,UNLV
2016,Bowling Green,113,96,Bowling Green
2016,Connecticut,114,79,Connecticut
2016,Ball State,115,117,Ball State
2016,Florida International,116,120,Florida International
2016,Charlotte,117,123,Charlotte
2016,New Mexico State,118,92,New Mexico State
2016,Kent State,119,93,Kent State
2016,Rice,120,91,Rice
2016,Georgia State,121,99,Georgia State
2016,UTEP,122,128,UTEP
2016,UMass,123,74,UMass
2016,Marshall,124,97,Marshall
2016,Florida Atlantic,125,106,Florida Atlantic
2016,Texas State,126,110,Texas State
2016,Buffalo,127,119,Buffalo
2016,Fresno State,128,85,Fresno State
2017,Alabama,1,29,Alabama
2017,Georgia,2,4,Georgia
2017,Clemson,3,3,Clemson
2017,Oklahoma,4,13,Oklahoma
2017,Wisconsin,5,48,Wisconsin
2017,UCF,6,77,UCF
2017,Ohio State,7,32,Ohio State
2017,Penn State,8,51,Penn State
2017,TCU,9,30,TCU
2017,Notre Dame,10,2,Notre Dame
2017,Auburn,11,9,Auburn
2017,USC,12,5,USC
2017,Michigan State,13,26,Michigan State
2017,Miami,14,17,Miami
2017,Oklahoma State,15,35,Oklahoma State
2017,NC State,16,10,NC State
2017,Northwestern,17,60,Northwestern
2017,Mississippi State,18,41,Mississippi State
2017,Washington,19,52,Washington
2017,LSU,20,44,LSU
2017,South Carolina,21,42,South Carolina
2017,Stanford,22,6,Stanford
2017,Washington State,23,45,Washington State
2017,Virginia Tech,24,58,Virginia Tech
2017,Wake Forest,25,7,Wake Forest
2017,Iowa,26,24,Iowa
2017,Iowa State,27,14,Iowa State
2017,Memphis,28,78,Memphis
2017,Michigan,29,40,Michigan
2017,Boise State,30,76,Boise State
2017,South Florida,31,108,South Florida
2017,Troy,32,124,Troy
2017,Louisville,33,43,Louisville
2017,Kansas State,34,55,Kansas State
2017,Fresno State,35,80,Fresno State
2017,Army,36,87,Army
2017,Florida State,37,15,Florida State
2017,Boston College,38,11,Boston College
2017,Texas,39,33,Texas
2017,San Diego State,40,92,San Diego State
2017,West Virginia,41,38,West Virginia
2017,Texas A&M,42,39,Texas A&M
2017,Arizona State,43,18,Arizona State
2017,Toledo,44,103,Toledo
2017,Purdue,45,34,Purdue
2017,Utah,46,50,Utah
2017,Florida Atlantic,47,123,Florida Atlantic
2017,UCLA,48,8,UCLA
2017,Georgia Tech,49,12,Georgia Tech
2017,Duke,50,46,Duke
2017,Kentucky,51,57,Kentucky
2017,Oregon,52,56,Oregon
2017,Texas Tech,53,25,Texas Tech
2017,Ole Miss,54,61,Ole Miss
2017,Arizona,55,63,Arizona
2017,Missouri,56,65,Missouri
2017,Pittsburgh,57,21,Pittsburgh
2017,Virginia,58,37,Virginia
2017,Maryland,59,1,Maryland
2017,Houston,60,69,Houston
2017,Navy,61,66,Navy
2017,California,62,28,California
2017,Appalachian State,63,121,Appalachian State
2017,North Texas,64,95,North Texas
2017,Florida,65,19,Florida
2017,Indiana,66,59,Indiana
2017,Vanderbilt,67,54,Vanderbilt
2017,Northern Illinois,68,93,Northern Illinois
2017,Ohio,69,125,Ohio
2017,SMU,70,74,SMU
2017,Syracuse,71,16,Syracuse
2017,Wyoming,72,99,Wyoming
2017,Central Michigan,73,98,Central Michigan
2017,Temple,74,79,Temple
2017,Nebraska,75,20,Nebraska
2017,Arkansas,76,31,Arkansas
2017,Colorado,77,62,Colorado
2017,Minnesota,78,64,Minnesota
2017,Marshall,79,113,Marshall
2017,Florida International,80,119,Florida International
2017,Southern Mississippi,81,112,Southern Mississippi
2017,Tennessee,82,47,Tennessee
2017,Rutgers,83,49,Rutgers
2017,Akron,84,81,Akron
2017,Colorado State,85,101,Colorado State
2017,Georgia State,86,126,Georgia State
2017,Tulane,87,72,Tulane
2017,UAB,88,128,UAB
2017,Western Michigan,89,100,Western Michigan
2017,Arkansas State,90,127,Arkansas State
2017,Louisiana Tech,91,110,Louisiana Tech
2017,North Carolina,92,36,North Carolina
2017,New Mexico State,93,114,New Mexico State
2017,Air Force,94,82,Air Force
2017,Middle Tennessee,95,117,Middle Tennessee
2017,Utah State,96,96,Utah State
2017,Buffalo,97,109,Buffalo
2017,UT San Antonio,98,130,UT San Antonio
2017,Eastern Michigan,99,90,Eastern Michigan
2017,Cincinnati,100,73,Cincinnati
2017,East Carolina,101,67,East Carolina
2017,UNLV,102,106,UNLV
2017,Louisiana,103,104,Louisiana
2017,Old Dominion,104,107,Old Dominion
2017,BYU,105,71,BYU
2017,Miami (OH),106,120,Miami (OH)
2017,Illinois,107,53,Illinois
2017,Louisiana Monroe,108,89,Louisiana Monroe
2017,Connecticut,109,70,Connecticut
2017,Western Kentucky,110,129,Western Kentucky
2017,UMass,111,102,UMass
2017,Nevada,112,75,Nevada
2017,Baylor,113,22,Baylor
2017,New Mexico,114,85,New Mexico
2017,South Alabama,115,105,South Alabama
2017,Kansas,116,27,Kansas
2017,Oregon State,117,23,Oregon State
2017,Idaho,118,118,Idaho
2017,Tulsa,119,68,Tulsa
2017,Hawai'i,120,91,Hawai'i
2017,Bowling Green,121,86,Bowling Green
2017,Kent State,122,84,Kent State
2017,Coastal Carolina,123,115,Coastal Carolina
2017,San José State,124,83,San José State
2017,Georgia Southern,125,94,Georgia Southern
2017,Ball State,126,122,Ball State
2017,Texas State,127,111,Texas State
2017,Rice,128,97,Rice
2017,Charlotte,129,116,Charlotte
2017,UTEP,130,88,UTEP
2018,Clemson,1,22,Clemson
2018,Alabama,2,21,Alabama
2018,Ohio State,3,40,Ohio State
2018,Notre Dame,4,23,Notre Dame
2018,Oklahoma,5,9,Oklahoma
2018,LSU,6,10,LSU
2018,Georgia,7,8,Georgia
2018,Kentucky,8,38,Kentucky
2018,Michigan,9,18,Michigan
2018,Florida,10,37,Florida
2018,Washington State,11,53,Washington State
2018,Texas A&M,12,14,Texas A&M
2018,Texas,13,4,Texas
2018,UCF,14,97,UCF
2018,Washington,15,11,Washington
2018,Syracuse,16,63,Syracuse
2018,Fresno State,17,82,Fresno State
2018,Stanford,18,26,Stanford
2018,Northwestern,19,6,Northwestern
2018,Penn State,20,31,Penn State
2018,Army,21,106,Army
2018,Auburn,22,46,Auburn
2018,Iowa,23,36,Iowa
2018,West Virginia,24,33,West Virginia
2018,Cincinnati,25,95,Cincinnati
2018,Mississippi State,26,27,Mississippi State
2018,Utah State,27,108,Utah State
2018,Missouri,28,19,Missouri
2018,Oregon,29,62,Oregon
2018,Utah,30,13,Utah
2018,Boise State,31,69,Boise State
2018,Iowa State,32,29,Iowa State
2018,NC State,33,65,NC State
2018,Appalachian State,34,124,Appalachian State
2018,Duke,35,42,Duke
2018,South Carolina,36,28,South Carolina
2018,Wisconsin,37,60,Wisconsin
2018,Pittsburgh,38,2,Pittsburgh
2018,Michigan State,39,5,Michigan State
2018,TCU,40,16,TCU
2018,Boston College,41,54,Boston College
2018,Oklahoma State,42,34,Oklahoma State
2018,Baylor,43,49,Baylor
2018,Virginia,44,64,Virginia
2018,Troy,45,119,Troy
2018,Minnesota,46,44,Minnesota
2018,Arizona State,47,47,Arizona State
2018,UAB,48,123,UAB
2018,Tennessee,49,7,Tennessee
2018,Georgia Southern,50,125,Georgia Southern
2018,Wake Forest,51,52,Wake Forest
2018,Purdue,52,3,Purdue
2018,Georgia Tech,53,59,Georgia Tech
2018,Miami,54,51,Miami
2018,California,55,56,California
2018,Vanderbilt,56,45,Vanderbilt
2018,Florida State,57,17,Florida State
2018,BYU,58,66,BYU
2018,Kansas State,59,20,Kansas State
2018,Buffalo,60,112,Buffalo
2018,Temple,61,76,Temple
2018,Indiana,62,15,Indiana
2018,Maryland,63,32,Maryland
2018,Ole Miss,64,41,Ole Miss
2018,Marshall,65,113,Marshall
2018,Ohio,66,117,Ohio
2018,USC,67,30,USC
2018,Texas Tech,68,25,Texas Tech
2018,Northern Illinois,69,70,Northern Illinois
2018,Nevada,70,94,Nevada
2018,Virginia Tech,71,55,Virginia Tech
2018,Florida International,72,126,Florida International
2018,Middle Tennessee,73,77,Middle Tennessee
2018,North Texas,74,127,North Texas
2018,Louisiana Tech,75,109,Louisiana Tech
2018,Colorado,76,57,Colorado
2018,Houston,77,107,Houston
2018,San Diego State,78,78,San Diego State
2018,Wyoming,79,73,Wyoming
2018,Tulane,80,79,Tulane
2018,Arizona,81,61,Arizona
2018,UCLA,82,1,UCLA
2018,Nebraska,83,39,Nebraska
2018,Memphis,84,102,Memphis
2018,Arkansas State,85,121,Arkansas State
2018,Hawai'i,86,104,Hawai'i
2018,South Florida,87,88,South Florida
2018,Western Michigan,88,96,Western Michigan
2018,Miami (OH),89,85,Miami (OH)
2018,Illinois,90,58,Illinois
2018,Louisiana,91,90,Louisiana
2018,Toledo,92,111,Toledo
2018,SMU,93,71,SMU
2018,Eastern Michigan,94,110,Eastern Michigan
2018,Southern Mississippi,95,122,Southern Mississippi
2018,Kansas,96,48,Kansas
2018,Liberty,97,116,Liberty
2018,Louisiana Monroe,98,118,Louisiana Monroe
2018,Florida Atlantic,99,84,Florida Atlantic
2018,Air Force,100,86,Air Force
2018,Oregon State,101,12,Oregon State
2018,Charlotte,102,105,Charlotte
2018,Louisville,103,24,Louisville
2018,North Carolina,104,50,North Carolina
2018,Coastal Carolina,105,114,Coastal Carolina
2018,Arkansas,106,43,Arkansas
2018,Akron,107,81,Akron
2018,UNLV,108,92,UNLV
2018,UMass,109,91,UMass
2018,Ball State,110,100,Ball State
2018,Navy,111,67,Navy
2018,Colorado State,112,75,Colorado State
2018,East Carolina,113,74,East Carolina
2018,New Mexico,114,80,New Mexico
2018,Rutgers,115,35,Rutgers
2018,Bowling Green,116,83,Bowling Green
2018,Tulsa,117,87,Tulsa
2018,UT San Antonio,118,98,UT San Antonio
2018,Old Dominion,119,128,Old Dominion
2018,South Alabama,120,101,South Alabama
2018,Western Kentucky,121,120,Western Kentucky
2018,New Mexico State,122,115,New Mexico State
2018,Kent State,123,89,Kent State
2018,Georgia State,124,93,Georgia State
2018,San José State,125,68,San José State
2018,Connecticut,126,72,Connecticut
2018,Texas State,127,130,Texas State
2018,Rice,128,103,Rice
2018,Central Michigan,129,99,Central Michigan
2018,UTEP,130,129,UTEP
2019,LSU,1,3,LSU
2019,Ohio State,2,8,Ohio State
2019,Clemson,3,49,Clemson
2019,Georgia,4,12,Georgia
2019,Florida,5,17,Florida
2019,Penn State,6,36,Penn State
2019,Alabama,7,40,Alabama
2019,Oregon,8,28,Oregon
2019,Oklahoma,9,21,Oklahoma
2019,Notre Dame,10,35,Notre Dame
2019,Minnesota,11,50,Minnesota
2019,Auburn,12,2,Auburn
2019,Michigan,13,6,Michigan
2019,Wisconsin,14,10,Wisconsin
2019,Iowa,15,31,Iowa
2019,Baylor,16,46,Baylor
2019,Appalachian State,17,110,Appalachian State
2019,Utah,18,47,Utah
2019,Navy,19,74,Navy
2019,Memphis,20,71,Memphis
2019,Texas A&M,21,25,Texas A&M
2019,Cincinnati,22,70,Cincinnati
2019,Air Force,23,80,Air Force
2019,Boise State,24,89,Boise State
2019,USC,25,4,USC
2019,Texas,26,14,Texas
2019,Tennessee,27,45,Tennessee
2019,SMU,28,75,SMU
2019,Virginia,29,55,Virginia
2019,California,30,30,California
2019,Oklahoma State,31,19,Oklahoma State
2019,Florida Atlantic,32,106,Florida Atlantic
2019,Indiana,33,58,Indiana
2019,Louisville,34,37,Louisville
2019,Kansas State,35,39,Kansas State
2019,UCF,36,85,UCF
2019,Arizona State,37,44,Arizona State
2019,Louisiana,38,105,Louisiana
2019,Washington,39,33,Washington
2019,Kentucky,40,60,Kentucky
2019,Iowa State,41,16,Iowa State
2019,Michigan State,42,38,Michigan State
2019,San Diego State,43,117,San Diego State
2019,Mississippi State,44,11,Mississippi State
2019,Pittsburgh,45,61,Pittsburgh
2019,Virginia Tech,46,68,Virginia Tech
2019,Wake Forest,47,65,Wake Forest
2019,Louisiana Tech,48,129,Louisiana Tech
2019,South Carolina,49,1,South Carolina
2019,Hawai'i,50,87,Hawai'i
2019,Temple,51,76,Temple
2019,North Carolina,52,56,North Carolina
2019,West Virginia,53,7,West Virginia
2019,Colorado,54,9,Colorado
2019,Missouri,55,57,Missouri
2019,Tulane,56,66,Tulane
2019,BYU,57,64,BYU
2019,Western Kentucky,58,119,Western Kentucky
2019,Oregon State,59,15,Oregon State
2019,TCU,60,26,TCU
2019,Marshall,61,90,Marshall
2019,Miami (OH),62,78,Miami (OH)
2019,Washington State,63,51,Washington State
2019,Florida State,64,54,Florida State
2019,Illinois,65,59,Illinois
2019,Utah State,66,73,Utah State
2019,Nebraska,67,41,Nebraska
2019,Wyoming,68,103,Wyoming
2019,Duke,69,48,Duke
2019,Boston College,70,62,Boston College
2019,Stanford,71,5,Stanford
2019,Arkansas State,72,115,Arkansas State
2019,Kent State,73,82,Kent State
2019,UAB,74,122,UAB
2019,UCLA,75,13,UCLA
2019,Georgia Southern,76,92,Georgia Southern
2019,Ole Miss,77,32,Ole Miss
2019,Miami,78,63,Miami
2019,Southern Mississippi,79,91,Southern Mississippi
2019,Liberty,80,125,Liberty
2019,Arizona,81,22,Arizona
2019,Buffalo,82,126,Buffalo
2019,Nevada,83,100,Nevada
2019,Purdue,84,34,Purdue
2019,Central Michigan,85,111,Central Michigan
2019,Texas Tech,86,43,Texas Tech
2019,Charlotte,87,112,Charlotte
2019,Syracuse,88,67,Syracuse
2019,Georgia State,89,104,Georgia State
2019,Tulsa,90,42,Tulsa
2019,Houston,91,52,Houston
2019,Western Michigan,92,120,Western Michigan
2019,Northwestern,93,20,Northwestern
2019,Vanderbilt,94,23,Vanderbilt
2019,Maryland,95,27,Maryland
2019,Toledo,96,116,Toledo
2019,Ohio,97,123,Ohio
2019,Louisiana Monroe,98,79,Louisiana Monroe
2019,Kansas,99,29,Kansas
2019,Northern Illinois,100,94,Northern Illinois
2019,South Florida,101,69,South Florida
2019,NC State,102,72,NC State
2019,Eastern Michigan,103,113,Eastern Michigan
2019,San José State,104,98,San José State
2019,Florida International,105,114,Florida International
2019,Georgia Tech,106,53,Georgia Tech
2019,Ball State,107,108,Ball State
2019,Rutgers,108,18,Rutgers
2019,Arkansas,109,24,Arkansas
2019,Troy,110,118,Troy
2019,Fresno State,111,81,Fresno State
2019,Middle Tennessee,112,88,Middle Tennessee
2019,Coastal Carolina,113,124,Coastal Carolina
2019,Army,114,101,Army
2019,Colorado State,115,95,Colorado State
2019,UNLV,116,102,UNLV
2019,East Carolina,117,99,East Carolina
2019,UT San Antonio,118,107,UT San Antonio
2019,Texas State,119,84,Texas State
2019,North Texas,120,121,North Texas
2019,Rice,121,96,Rice
2019,Bowling Green,122,97,Bowling Green
2019,New Mexico,123,86,New Mexico
2019,Connecticut,124,77,Connecticut
2019,New Mexico State,125,83,New Mexico State
2019,South Alabama,126,93,South Alabama
2019,UMass,127,127,UMass
2019,Old Dominion,127,109,Old Dominion
2019,Akron,127,128,Akron
2019,UTEP,127,130,UTEP
2020,Alabama,1,6,Alabama
2020,Ohio State,2,15,Ohio State
2020,Texas A&M,3,12,Texas A&M
2020,Notre Dame,4,8,Notre Dame
2020,Oklahoma,5,19,Oklahoma
2020,Clemson,6,20,Clemson
2020,Georgia,7,11,Georgia
2020,Iowa State,8,7,Iowa State
2020,Northwestern,9,22,Northwestern
2020,Cincinnati,10,54,Cincinnati
2020,USC,11,63,USC
2020,Louisiana,12,58,Louisiana
2020,Indiana,13,25,Indiana
2020,BYU,14,69,BYU
2020,Oklahoma State,15,18,Oklahoma State
2020,Coastal Carolina,16,78,Coastal Carolina
2020,Florida,17,1,Florida
2020,Iowa,18,50,Iowa
2020,Texas,19,34,Texas
2020,Miami,20,32,Miami
2020,Liberty,21,95,Liberty
2020,Stanford,22,61,Stanford
2020,San José State,23,97,San José State
2020,Ball State,24,98,Ball State
2020,Colorado,25,66,Colorado
2020,Wisconsin,26,48,Wisconsin
2020,TCU,27,29,TCU
2020,Tulsa,28,49,Tulsa
2020,Washington,29,110,Washington
2020,Auburn,30,5,Auburn
2020,Buffalo,31,112,Buffalo
2020,Oregon,32,52,Oregon
2020,West Virginia,33,35,West Virginia
2020,North Carolina,34,42,North Carolina
2020,Utah,35,92,Utah
2020,LSU,36,10,LSU
2020,Boise State,37,93,Boise State
2020,Memphis,38,70,Memphis
2020,Miami (OH),39,120,Miami (OH)
2020,NC State,40,53,NC State
2020,Arizona State,41,89,Arizona State
2020,Ole Miss,42,17,Ole Miss
2020,Missouri,43,13,Missouri
2020,Nevada,44,101,Nevada
2020,Maryland,45,60,Maryland
2020,Kentucky,46,2,Kentucky
2020,Kent State,47,124,Kent State
2020,SMU,48,83,SMU
2020,Army,49,80,Army
2020,Washington State,50,71,Washington State
2020,UCLA,51,51,UCLA
2020,Nebraska,52,24,Nebraska
2020,Appalachian State,53,91,Appalachian State
2020,Boston College,54,31,Boston College
2020,Pittsburgh,55,28,Pittsburgh
2020,UCF,56,68,UCF
2020,Michigan State,57,30,Michigan State
2020,Kansas State,58,16,Kansas State
2020,Minnesota,59,55,Minnesota
2020,Penn State,60,37,Penn State
2020,UAB,61,87,UAB
2020,Virginia,62,33,Virginia
2020,Arkansas,63,3,Arkansas
2020,Michigan,64,56,Michigan
2020,Wake Forest,65,41,Wake Forest
2020,Texas Tech,66,23,Texas Tech
2020,California,67,88,California
2020,Western Michigan,68,121,Western Michigan
2020,Toledo,69,123,Toledo
2020,Mississippi State,70,4,Mississippi State
2020,Virginia Tech,71,40,Virginia Tech
2020,Marshall,72,100,Marshall
2020,Purdue,73,79,Purdue
2020,Hawai'i,74,90,Hawai'i
2020,Tennessee,75,9,Tennessee
2020,Illinois,76,38,Illinois
2020,Ohio,77,127,Ohio
2020,Oregon State,78,59,Oregon State
2020,Georgia State,79,94,Georgia State
2020,Central Michigan,80,118,Central Michigan
2020,Rutgers,81,36,Rutgers
2020,San Diego State,82,82,San Diego State
2020,Air Force,83,115,Air Force
2020,Colorado State,84,109,Colorado State
2020,Baylor,85,14,Baylor
2020,Houston,86,65,Houston
2020,Georgia Southern,87,84,Georgia Southern
2020,Louisiana Tech,88,64,Louisiana Tech
2020,Florida State,89,46,Florida State
2020,Georgia Tech,90,39,Georgia Tech
2020,Tulane,91,72,Tulane
2020,UT San Antonio,92,75,UT San Antonio
2020,South Carolina,93,26,South Carolina
2020,Florida Atlantic,94,108,Florida Atlantic
2020,Fresno State,95,125,Fresno State
2020,Rice,96,122,Rice
2020,Louisville,97,47,Louisville
2020,Eastern Michigan,98,111,Eastern Michigan
2020,East Carolina,99,73,East Carolina
2020,Wyoming,100,117,Wyoming
2020,New Mexico,101,99,New Mexico
2020,Troy,102,67,Troy
2020,Navy,103,76,Navy
2020,Charlotte,104,114,Charlotte
2020,Western Kentucky,105,62,Western Kentucky
2020,Arkansas State,106,74,Arkansas State
2020,Utah State,107,104,Utah State
2020,Middle Tennessee,108,102,Middle Tennessee
2020,South Alabama,109,86,South Alabama
2020,Duke,110,44,Duke
2020,Temple,111,85,Temple
2020,UTEP,112,81,UTEP
2020,Akron,113,103,Akron
2020,North Texas,114,107,North Texas
2020,South Florida,115,45,South Florida
2020,Syracuse,116,21,Syracuse
2020,Southern Mississippi,117,119,Southern Mississippi
2020,Texas State,118,57,Texas State
2020,Arizona,119,77,Arizona
2020,UMass,119,113,UMass
2020,Bowling Green,119,116,Bowling Green
2020,Vanderbilt,119,43,Vanderbilt
2020,Florida International,119,126,Florida International
2020,Kansas,119,27,Kansas
2020,Louisiana Monroe,119,96,Louisiana Monroe
2020,UNLV,119,106,UNLV
2020,Northern Illinois,119,105,Northern Illinois
2021,Georgia,1,3,Georgia
2021,Alabama,2,1,Alabama
2021,Michigan,3,5,Michigan
2021,Oklahoma State,4,18,Oklahoma State
2021,Michigan State,5,13,Michigan State
2021,Cincinnati,6,54,Cincinnati
2021,Baylor,7,25,Baylor
2021,Ohio State,8,27,Ohio State
2021,Oklahoma,9,40,Oklahoma
2021,Notre Dame,10,43,Notre Dame
2021,Louisiana,11,101,Louisiana
2021,Ole Miss,12,19,Ole Miss
2021,Clemson,13,16,Clemson
2021,Arkansas,14,2,Arkansas
2021,Wake Forest,15,45,Wake Forest
2021,Iowa,16,23,Iowa
2021,Houston,17,78,Houston
2021,Purdue,18,15,Purdue
2021,Kentucky,19,32,Kentucky
2021,Oregon,20,8,Oregon
2021,Pittsburgh,21,57,Pittsburgh
2021,Wisconsin,22,35,Wisconsin
2021,NC State,23,63,NC State
2021,San Diego State,24,102,San Diego State
2021,BYU,25,70,BYU
2021,UT San Antonio,26,118,UT San Antonio
2021,Utah,27,47,Utah
2021,Minnesota,28,44,Minnesota
2021,Texas A&M,29,52,Texas A&M
2021,Fresno State,30,95,Fresno State
2021,Kansas State,31,39,Kansas State
2021,Utah State,32,107,Utah State
2021,Air Force,33,110,Air Force
2021,Coastal Carolina,34,130,Coastal Carolina
2021,Miami,35,36,Miami
2021,UCLA,36,76,UCLA
2021,Penn State,37,10,Penn State
2021,Iowa State,38,24,Iowa State
2021,Appalachian State,39,81,Appalachian State
2021,Texas Tech,40,30,Texas Tech
2021,Mississippi State,41,29,Mississippi State
2021,UCF,42,75,UCF
2021,South Carolina,43,9,South Carolina
2021,Army,44,86,Army
2021,Maryland,45,21,Maryland
2021,Tennessee,46,6,Tennessee
2021,UAB,47,46,UAB
2021,Auburn,48,4,Auburn
2021,Arizona State,49,61,Arizona State
2021,SMU,50,84,SMU
2021,LSU,51,14,LSU
2021,Virginia,52,49,Virginia
2021,Central Michigan,53,119,Central Michigan
2021,West Virginia,54,26,West Virginia
2021,Boise State,55,82,Boise State
2021,Texas,56,31,Texas
2021,Georgia State,57,88,Georgia State
2021,East Carolina,58,87,East Carolina
2021,Oregon State,59,69,Oregon State
2021,Northern Illinois,60,73,Northern Illinois
2021,Western Kentucky,61,92,Western Kentucky
2021,Western Michigan,62,64,Western Michigan
2021,Washington State,63,68,Washington State
2021,TCU,64,28,TCU
2021,Nevada,65,97,Nevada
2021,Tulsa,66,33,Tulsa
2021,Florida,67,17,Florida
2021,Florida State,68,41,Florida State
2021,North Carolina,69,42,North Carolina
2021,Louisville,70,50,Louisville
2021,Missouri,71,22,Missouri
2021,Liberty,72,106,Liberty
2021,Illinois,73,53,Illinois
2021,Virginia Tech,74,60,Virginia Tech
2021,Boston College,75,72,Boston College
2021,Syracuse,76,59,Syracuse
2021,Rutgers,77,20,Rutgers
2021,Marshall,78,113,Marshall
2021,Miami (OH),79,89,Miami (OH)
2021,Middle Tennessee,80,111,Middle Tennessee
2021,Colorado,81,48,Colorado
2021,Memphis,82,115,Memphis
2021,California,83,90,California
2021,Nebraska,84,11,Nebraska
2021,Eastern Michigan,85,103,Eastern Michigan
2021,Wyoming,86,124,Wyoming
2021,USC,87,56,USC
2021,Kent State,88,85,Kent State
2021,Navy,89,65,Navy
2021,UTEP,90,120,UTEP
2021,Stanford,91,58,Stanford
2021,Georgia Tech,92,12,Georgia Tech
2021,Indiana,93,7,Indiana
2021,Toledo,94,108,Toledo
2021,Ball State,95,105,Ball State
2021,Hawai'i,96,99,Hawai'i
2021,Washington,97,62,Washington
2021,Old Dominion,98,109,Old Dominion
2021,San José State,99,123,San José State
2021,Northwestern,100,37,Northwestern
2021,North Texas,101,126,North Texas
2021,Florida Atlantic,102,112,Florida Atlantic
2021,Troy,103,122,Troy
2021,Kansas,104,34,Kansas
2021,Louisiana Monroe,105,79,Louisiana Monroe
2021,Rice,106,93,Rice
2021,South Alabama,107,116,South Alabama
2021,Charlotte,108,128,Charlotte
2021,Duke,109,77,Duke
2021,Tulane,110,51,Tulane
2021,Bowling Green,111,114,Bowling Green
2021,Texas State,112,117,Texas State
2021,Vanderbilt,113,38,Vanderbilt
2021,South Florida,114,66,South Florida
2021,Colorado State,115,104,Colorado State
2021,Georgia Southern,116,100,Georgia Southern
2021,Temple,117,96,Temple
2021,Buffalo,118,127,Buffalo
2021,New Mexico,119,94,New Mexico
2021,Louisiana Tech,120,98,Louisiana Tech
2021,UNLV,121,91,UNLV
2021,Arizona,122,71,Arizona
2021,Ohio,123,129,Ohio
2021,Southern Mississippi,124,74,Southern Mississippi
2021,Arkansas State,125,121,Arkansas State
2021,New Mexico State,126,55,New Mexico State
2021,Akron,127,67,Akron
2021,Connecticut,128,80,Connecticut
2021,UMass,129,83,UMass
2021,Florida International,130,125,Florida International
2022,Georgia,1,8,Georgia
2022,TCU,2,4,TCU
2022,Michigan,3,28,Michigan
2022,Alabama,4,9,Alabama
2022,Tennessee,5,7,Tennessee
2022,Ohio State,6,15,Ohio State
2022,Penn State,7,20,Penn State
2022,LSU,8,2,LSU
2022,Washington,9,60,Washington
2022,Tulane,10,65,Tulane
2022,USC,11,35,USC
2022,Kansas State,12,11,Kansas State
2022,Oregon,13,23,Oregon
2022,Clemson,14,42,Clemson
2022,Mississippi State,15,5,Mississippi State
2022,Florida State,16,50,Florida State
2022,Oregon State,17,52,Oregon State
2022,Troy,18,92,Troy
2022,Utah,19,41,Utah
2022,Notre Dame,20,33,Notre Dame
2022,Texas,21,24,Texas
2022,Texas Tech,22,27,Texas Tech
2022,South Carolina,23,13,South Carolina
2022,Pittsburgh,24,62,Pittsburgh
2022,Iowa,25,21,Iowa
2022,UT San Antonio,26,77,UT San Antonio
2022,Minnesota,27,61,Minnesota
2022,Ole Miss,28,36,Ole Miss
2022,UCLA,29,64,UCLA
2022,Maryland,30,18,Maryland
2022,Louisville,31,51,Louisville
2022,Purdue,32,17,Purdue
2022,NC State,33,53,NC State
2022,North Carolina,34,57,North Carolina
2022,Wake Forest,35,58,Wake Forest
2022,Illinois,36,46,Illinois
2022,Arkansas,37,34,Arkansas
2022,South Alabama,38,109,South Alabama
2022,Cincinnati,39,82,Cincinnati
2022,Kentucky,40,16,Kentucky
2022,Duke,41,89,Duke
2022,Oklahoma State,42,38,Oklahoma State
2022,Fresno State,43,83,Fresno State
2022,Florida,44,3,Florida
2022,UCF,45,72,UCF
2022,Washington State,46,44,Washington State
2022,Auburn,47,1,Auburn
2022,Kansas,48,31,Kansas
2022,Air Force,49,124,Air Force
2022,Syracuse,50,49,Syracuse
2022,James Madison,51,125,James Madison
2022,BYU,52,73,BYU
2022,Wisconsin,53,43,Wisconsin
2022,Boise State,54,102,Boise State
2022,Oklahoma,55,32,Oklahoma
2022,Houston,56,80,Houston
2022,Baylor,57,37,Baylor
2022,Marshall,58,104,Marshall
2022,Michigan State,59,10,Michigan State
2022,Ohio,60,86,Ohio
2022,Coastal Carolina,61,116,Coastal Carolina
2022,East Carolina,62,88,East Carolina
2022,Missouri,63,12,Missouri
2022,West Virginia,64,39,West Virginia
2022,SMU,65,68,SMU
2022,Georgia Tech,66,14,Georgia Tech
2022,Vanderbilt,67,6,Vanderbilt
2022,Texas A&M,68,25,Texas A&M
2022,Arizona,69,47,Arizona
2022,Western Kentucky,70,107,Western Kentucky
2022,Eastern Michigan,71,131,Eastern Michigan
2022,Memphis,72,78,Memphis
2022,Indiana,73,22,Indiana
2022,Middle Tennessee,74,122,Middle Tennessee
2022,Iowa State,75,40,Iowa State
2022,Liberty,76,112,Liberty
2022,Toledo,77,76,Toledo
2022,Rutgers,78,19,Rutgers
2022,Miami,79,67,Miami
2022,San Diego State,80,81,San Diego State
2022,UAB,81,93,UAB
