,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
348,272790218,Northern Illinois,15,away,1,2,18,0,2,0,3,16,3-13,0-1,259,125,13-28,4.0,146,36,4.1,8-73,3,3,0,15:21,Temple,16,home,3,0,24,0,6,0,10,,,,17,10-19,1-1,352,230,18-33,6.1,150,41,3.7,12-127,2,1,1,20:51,25,0,1,,,,,,
349,272790145,Ole Miss,24,home,2,0,0,0,4,2,6,13,6-15,0-0,232,181,16-32,5.2,65,23,2.8,4-30,3,0,3,15:00,Louisiana Tech,0,away,0,0,27,0,5,0,0,0,0,3,16,4-17,1-3,301,174,17-31,4.9,150,48,3.1,13-117,2,2,0,21:00,,,,,,,,,
350,272800068,New Mexico State,0,away,0,0,10,0,2,0,,7,0-14,2-3,89,149,15-28,3.9,-19,26,-0.7,4-30,3,0,3,17:31,Boise State,58,home,0,3,51,0,8,5,10,20,0,3,27,8-14,0-2,604,371,24-36,10.3,233,43,5.4,8-65,0,0,0,19:09,,,,,,,,,
351,272792633,Tennessee,35,home,0,4,8,0,4,1,5,21,7-14,1-1,411,221,18-23,9.6,190,44,4.3,7-81,0,0,0,21:35,Georgia,14,away,0,0,11,0,3,2,2,,,,14,6-14,0-0,243,181,16-34,5.1,69,25,2.8,6-41,1,0,1,15:15,0,0,1,,,,,,
352,272790099,LSU,28,home,1,3,0,0,1,1,4,25,8-17,5-5,391,144,14-28,5.1,247,52,4.8,7-61,1,0,1,21:16,Florida,24,away,0,1,17,0,1,2,6,10,0,1,19,6-9,0-0,314,166,12-26,6.1,156,32,4.9,2-8,2,1,1,14:39,0,0,1,,,,,,
353,272772579,Kentucky,23,away,1,0,7,0,4,2,11,26,3-11,1-2,384,265,23-40,5.7,157,38,4.1,5-49,5,4,1,18:03,South Carolina,38,home,4,1,0,0,1,2,8,38,0,1,18,6-13,0-0,342,289,17-30,8.5,86,36,2.4,6-44,1,1,0,18:37,,,,,,,,,
354,272790002,Auburn,35,home,0,4,-4,0,2,1,5,19,6-11,0-0,404,172,14-18,9.2,239,39,6.1,11-87,1,0,1,17:28,Vanderbilt,7,away,0,1,31,0,5,0,1,24,0,1,17,3-13,2-4,221,101,12-31,2.8,133,38,3.5,7-45,1,0,1,19:08,26,0,1,,,,,,
355,272790008,Chattanooga,15,away,2,1,6,0,2,1,1,7,1-16,1-2,172,11,4-22,0.5,161,41,3.9,3-20,1,0,1,18:08,Arkansas,34,home,0,3,62,0,9,1,10,0,0,1,20,5-14,0-2,373,131,13-22,5.3,257,53,4.8,3-23,3,2,1,18:32,4,0,1,127,0,8,,,
356,272792440,Fresno State,49,away,2,5,67,1,2,0,7,15,4-11,0-1,475,168,10-16,10.5,307,35,8.8,4-29,2,2,0,15:54,Nevada,41,home,2,1,3,0,4,4,11,,,,30,6-16,2-2,702,511,30-50,9.8,211,39,5.4,7-65,2,2,0,20:34,,,,,,,,,
357,272790062,Hawai'i,52,home,1,2,36,0,3,4,0,23,3-8,0-0,0,458,28-38,12.2,47,19,2.5,7-80,1,0,1,24:32,Utah State,37,away,0,1,19,0,3,1,3,20,0,1,21,6-17,3-3,0,209,21-29,8.5,123,44,2.8,7-65,1,1,0,35:01,,,,124,1,2,268,1,9
358,272792309,Kent State,13,home,3,1,35,0,3,0,7,25,8-16,1-2,463,291,19-33,7.9,203,45,4.5,10-110,3,1,2,19:04,Miami (OH),20,away,1,1,8,0,1,1,8,0,0,2,16,6-14,0-1,411,333,16-22,14.1,101,36,2.8,3-35,3,3,0,16:43,,,,,,,,,
359,272792084,Buffalo,31,home,0,4,0,0,2,0,7,22,7-17,2-3,397,162,11-20,7.3,251,56,4.5,7-34,0,0,0,20:33,Ohio,10,away,0,1,11,0,2,0,4,,,,18,6-15,1-4,276,204,23-41,4.5,90,32,2.8,8-74,2,0,2,15:13,17,0,2,,,,,,
360,272792711,Western Michigan,38,home,2,2,0,0,2,3,8,27,7-15,0-3,491,396,27-40,9.4,116,44,2.6,8-60,2,2,0,19:06,Akron,39,away,2,0,31,0,3,4,7,,,,22,9-16,0-2,501,412,23-41,9.5,112,31,3.6,8-68,3,2,1,16:08,7,0,1,,,,,,
361,272792649,Liberty,34,away,0,2,,,,1,10,15,4-11,0-1,282,96,10-19,5.3,181,31,5.8,3-25,0,0,0,14:07,Toledo,35,home,0,4,,,,1,5,,,,27,12-15,0-0,493,236,19-23,9.8,267,55,4.9,10-88,2,0,2,22:33,39,1,2,150,0,6,,,
362,272792050,Central Michigan,58,away,1,3,33,0,2,5,10,32,6-11,0-0,658,360,30-38,9.5,298,45,6.6,8-86,1,0,1,18:28,Ball State,38,home,0,3,10,0,2,1,8,57,0,1,20,5-17,2-3,369,233,18-38,6.0,141,39,3.6,8-78,1,1,0,17:15,,,,,,,,,
363,272790052,NC State,10,away,0,0,0,0,1,1,4,19,7-16,0-0,268,202,19-32,5.4,96,34,2.8,9-97,4,1,3,17:02,Florida State,27,home,1,1,0,0,1,1,9,67,1,3,19,6-15,0-1,381,271,16-28,9.2,124,35,3.5,11-91,0,0,0,19:01,,,,,,,,,
364,272790103,Bowling Green,24,away,1,1,,,,2,6,26,7-13,2-3,465,424,37-58,6.9,64,23,2.8,12-92,6,0,6,17:00,Boston College,55,home,0,1,,,,4,13,74,2,6,26,5-9,1-1,471,325,25-34,9.6,146,35,4.2,3-33,1,1,0,19:00,,,,,,,,,
365,272790228,Virginia Tech,41,away,2,1,126,1,5,1,11,9,3-14,0-0,210,79,7-14,4.6,145,41,3.5,6-52,0,0,0,16:36,Clemson,23,home,0,0,55,0,4,2,7,,,,20,2-18,3-5,380,396,38-67,5.6,8,23,0.3,7-53,4,2,2,20:04,32,1,2,,,,,,
366,272790150,Duke,36,home,0,1,52,0,5,4,2,16,6-17,1-4,386,319,21-47,6.2,95,31,3.1,2-20,2,0,2,15:43,Wake Forest,41,away,0,3,22,0,4,0,11,35,1,2,18,8-18,0-1,336,224,22-30,7.4,115,42,2.7,10-107,1,0,1,20:04,10,0,1,,,,,,
367,272790153,North Carolina,33,home,0,3,34,0,6,0,15,18,3-15,2-3,401,238,15-23,9.5,183,46,4.0,8-56,1,1,0,20:01,Miami,27,away,1,2,63,0,3,2,3,,,,20,4-13,3-3,411,328,17-33,9.2,109,36,3.0,4-35,4,0,4,16:39,10,0,4,,,,,,
368,272792433,Louisiana Monroe,30,home,1,1,18,0,2,2,12,23,6-16,1-2,430,207,15-23,8.5,235,52,4.5,2-10,0,0,0,21:24,Arkansas State,13,away,0,0,1,0,1,1,7,,,,16,2-13,1-1,376,209,14-35,5.9,170,28,6.1,11-90,3,1,2,15:16,0,0,2,,,,,,
369,272792229,Florida International,16,home,0,1,20,0,3,1,4,15,3-16,2-3,329,257,19-41,6.0,81,34,2.4,7-41,2,0,2,19:42,Troy,34,away,0,2,112,1,5,1,10,0,0,2,25,7-16,0-0,494,202,24-39,5.0,299,39,7.7,5-34,0,0,0,16:58,,,,,,,,,
370,272830221,Pittsburgh,45,home,0,5,,,,1,9,25,4-12,2-3,418,191,20-28,6.8,227,48,4.7,2-10,1,0,1,18:08,Navy,48,away,0,4,0,0,2,2,12,0,0,1,26,8-14,1-2,497,173,9-14,11.9,331,70,4.7,4-25,0,0,0,18:32,,,,,,,,,
371,272860127,Indiana,27,away,1,1,3,0,2,1,9,9,1-8,0-0,193,211,13-19,9.0,22,17,1.3,5-50,3,3,0,11:33,Michigan State,52,home,3,5,8,0,4,1,10,,,,28,8-18,4-4,558,213,20-23,8.3,368,67,5.5,6-60,1,1,0,24:34,,,,,,,,,
372,272862294,Iowa,10,home,1,0,0,0,2,1,4,21,10-17,1-3,323,203,17-25,7.3,141,47,3.0,6-40,1,1,0,21:06,Illinois,6,away,1,0,8,0,1,0,6,,,,15,5-11,0-0,287,152,12-20,7.5,137,35,3.9,4-45,2,1,1,15:34,9,0,1,,,,,,
373,272860213,Penn State,38,home,1,4,41,0,4,1,8,27,4-13,2-2,437,226,16-29,7.4,221,47,4.7,1-10,1,1,0,19:08,Wisconsin,7,away,1,1,1,0,2,0,1,,,,17,6-16,0-2,331,274,17-34,7.2,87,34,2.6,8-61,3,1,2,17:20,3,0,2,,,,,,
374,272860130,Purdue,21,away,3,2,-2,0,2,1,3,13,4-16,3-4,292,262,29-47,5.4,39,25,1.6,6-50,4,2,2,17:27,Michigan,48,home,2,4,21,0,4,2,12,27,0,2,25,6-14,1-1,458,277,22-30,9.0,189,43,4.4,5-35,3,3,0,19:13,,,,,,,,,
375,272860194,Kent State,3,away,0,0,1,0,2,0,3,15,4-14,1-1,223,85,6-15,4.1,161,48,3.4,1-10,2,1,1,18:33,Ohio State,48,home,1,2,101,1,6,2,12,70,1,1,22,5-10,0-0,401,277,20-25,10.5,138,36,3.8,2-20,0,0,0,18:15,,,,,,,,,
376,272860077,Northwestern,49,home,0,3,11,0,1,4,7,28,7-19,3-3,589,470,41-59,8.0,119,28,4.3,2-15,1,1,0,19:23,Minnesota,48,away,1,2,25,0,3,5,6,,,,26,8-16,1-2,580,341,25-38,9.0,239,44,5.4,7-51,2,0,2,17:17,27,0,2,,,,,,
377,272860030,Arizona,13,away,0,1,3,0,4,0,7,13,3-14,0-1,255,238,30-43,5.4,22,16,1.4,8-55,3,3,0,16:14,USC,20,home,3,1,53,0,3,1,8,,,,19,7-17,1-1,276,144,19-31,4.2,146,43,3.4,5-35,2,0,2,20:26,44,0,2,,,,,,
378,272860009,Arizona State,44,home,2,2,0,0,5,2,14,23,5-16,3-3,523,245,20-31,7.3,296,49,6.0,6-58,1,0,1,21:05,Washington,20,away,0,1,35,0,3,1,8,0,0,1,13,4-16,1-2,288,157,10-30,4.7,146,32,4.6,8-62,3,2,1,14:18,35,1,1,,,,,,
379,272860024,TCU,38,away,0,3,0,0,4,2,8,29,5-14,1-3,494,364,23-34,10.1,150,48,3.1,7-71,2,2,0,16:25,Stanford,36,home,2,2,3,0,3,2,10,,,,27,5-16,3-4,364,237,15-30,6.5,170,49,3.5,5-52,0,0,0,19:59,,,,,,,,,
380,272860025,Oregon State,31,away,2,3,0,0,2,0,11,17,4-16,2-2,339,191,18-33,5.6,153,42,3.6,7-61,1,1,0,20:33,California,28,home,1,2,13,0,3,2,4,,,,23,7-15,1-2,478,303,20-37,7.9,184,39,4.7,6-60,3,2,1,16:13,30,0,1,,,,,,
381,272862483,Washington State,7,away,1,0,21,0,2,1,1,17,4-13,0-2,314,311,15-36,7.0,63,30,2.1,6-28,4,2,2,15:00,Oregon,53,home,2,3,9,0,5,3,15,49,0,2,30,12-18,0-0,551,361,26-35,9.7,213,51,4.2,6-49,1,1,0,21:00,,,,,,,,,
382,272860183,Rutgers,38,away,2,3,37,0,3,2,8,23,8-15,0-0,538,310,20-30,10.3,228,45,5.1,12-78,1,0,1,20:13,Syracuse,14,home,0,1,1,0,4,1,2,52,0,1,16,4-14,0-1,270,182,15-32,4.9,112,28,4.0,7-55,3,2,1,16:23,0,0,1,,,,,,
383,272860158,Oklahoma State,45,away,2,5,1,0,2,1,9,26,6-10,0-0,551,234,12-20,11.7,317,51,6.2,7-62,0,0,0,17:46,Nebraska,14,home,0,0,6,0,1,2,2,,,,17,7-16,1-3,335,146,10-18,7.2,206,50,4.1,6-57,4,2,2,18:07,0,0,2,,,,,,
384,272862306,Kansas State,47,home,1,3,13,1,6,1,17,20,4-15,0-0,463,214,15-28,7.6,249,39,6.4,7-62,0,0,0,18:41,Colorado,20,away,0,1,12,0,5,1,8,,,,22,1-12,1-4,411,235,19-41,5.4,188,36,5.2,10-91,4,1,3,17:59,36,0,3,,,,,,
385,272860201,Oklahoma,41,home,1,3,8,0,4,2,5,21,10-14,0-0,384,276,24-34,7.8,118,33,3.6,4-20,2,2,0,18:04,Missouri,31,away,2,3,0,0,2,1,7,,,,24,9-16,1-1,418,385,38-49,7.4,57,30,1.9,5-25,4,1,3,18:11,30,0,3,,,,,,
386,272862305,Baylor,10,away,0,0,8,0,3,0,4,10,2-14,0-2,202,161,22-43,3.6,48,19,2.5,5-35,5,1,4,18:06,Kansas,58,home,1,4,20,0,5,2,16,31,0,4,25,6-18,2-2,447,233,18-37,5.7,236,50,4.7,2-25,0,0,0,20:13,,,,,,,,,
387,272860066,Texas,56,away,1,3,4,0,4,4,8,28,8-12,0-1,514,303,23-31,9.6,216,39,5.5,6-60,0,0,0,17:34,Iowa State,3,home,0,0,,,,0,3,,,,14,7-17,0-1,228,143,19-37,3.6,93,29,3.2,4-38,3,1,2,18:07,39,1,2,,,,,,
388,272862641,Texas A&M,7,away,1,1,14,0,2,0,,20,5-13,0-1,366,133,17-30,4.4,233,43,5.4,5-35,1,0,1,20:26,Texas Tech,35,home,0,2,15,0,2,3,5,9,0,1,25,7-11,0-0,533,435,30-37,11.5,108,29,3.7,4-20,1,1,0,16:14,,,,,,,,,
389,272860254,San Diego State,7,away,1,1,12,0,3,0,1,13,5-15,1-2,211,177,15-32,4.7,62,29,2.1,6-40,2,1,1,16:33,Utah,23,home,1,0,57,0,5,2,11,0,0,1,27,4-12,1-2,514,244,24-32,7.3,282,46,6.1,8-84,2,1,1,20:09,13,0,1,,,,,,
390,272862439,UNLV,14,home,1,0,4,0,1,1,6,14,4-11,0-0,217,121,16-26,4.7,96,25,3.8,5-33,1,0,1,13:23,BYU,24,away,0,2,0,0,1,1,6,12,0,1,26,9-15,1-1,441,220,21-33,6.5,227,45,5.0,7-64,4,1,3,22:11,15,0,3,,,,,,
391,272860036,Air Force,45,away,0,4,,,,1,9,26,11-15,1-1,437,59,3-5,10.4,385,69,5.6,3-32,1,1,0,20:31,Colorado State,21,home,1,1,0,0,1,1,3,,,,24,9-14,1-2,380,156,16-29,5.4,224,43,5.2,5-45,5,0,5,15:19,30,1,4,,,,,,
392,272862751,New Mexico,20,away,1,0,16,0,2,1,8,15,8-18,0-3,344,217,14-23,9.3,129,44,2.9,3-15,0,0,0,19:07,Wyoming,3,home,0,0,0,0,3,0,3,,,,12,4-15,0-3,238,190,21-35,5.4,48,30,1.6,2-7,1,1,0,17:33,,,,,,,,,
393,272860235,Memphis,7,home,2,0,5,0,3,1,1,13,5-17,0-1,248,163,14-36,4.4,91,28,3.3,7-49,1,1,0,16:31,Middle Tennessee,21,away,1,2,4,0,2,1,3,,,,21,8-15,0-1,490,230,16-27,8.5,260,47,5.5,5-50,4,2,2,27:28,0,0,2,,,,,,
394,272860249,Louisiana Monroe,21,away,1,0,29,0,4,3,1,22,8-20,0-1,421,310,21-45,6.5,130,40,3.3,8-56,3,0,3,17:33,North Texas,31,home,0,1,5,0,3,1,7,106,2,3,17,7-17,0-0,373,240,16-30,6.7,171,39,4.4,5-35,2,1,1,18:26,0,0,1,,,,,,
395,272860258,Virginia,17,home,2,1,23,0,5,1,5,16,6-16,0-0,332,192,15-25,7.4,148,44,3.4,4-41,3,1,2,19:27,Connecticut,16,away,1,0,16,0,5,1,10,52,0,2,17,1-13,1-2,254,205,17-33,5.3,78,33,2.4,9-50,2,2,0,17:20,,,,,,,,,
396,272862132,Cincinnati,24,home,0,0,10,0,6,3,6,26,6-15,0-1,460,331,26-46,7.0,136,33,4.1,11-85,4,2,2,16:57,Louisville,28,away,2,1,17,0,2,3,4,1,0,2,20,4-15,1-2,447,372,28-38,9.2,97,38,2.6,11-97,0,0,0,19:00,,,,,,,,,
397,272860058,UCF,12,away,0,1,4,0,3,0,4,12,2-15,1-1,145,120,11-27,3.1,61,40,1.5,7-54,3,2,1,19:24,South Florida,64,home,2,3,80,0,9,5,14,3,0,1,23,4-14,2-2,543,378,20-36,10.1,178,44,4.0,8-65,0,0,0,17:16,,,,,,,,,
398,272862572,SMU,7,away,0,0,6,0,3,1,1,26,5-13,0-0,361,216,19-31,6.2,170,38,4.5,10-92,5,3,2,18:19,Southern Mississippi,28,home,3,3,9,0,3,1,4,0,0,2,25,4-11,1-1,415,206,18-27,7.6,209,40,5.2,5-49,1,0,1,17:57,13,0,1,,,,,,
399,272862638,UTEP,42,home,0,1,13,0,2,3,18,31,8-19,1-1,589,490,40-57,8.0,133,37,3.6,8-94,3,2,1,22:12,East Carolina,45,away,2,2,46,0,1,2,13,0,0,1,24,4-11,0-0,507,310,19-34,8.8,208,32,6.5,5-40,4,0,4,14:28,49,0,3,,,,,,
400,272860005,Tulane,21,away,1,1,0,0,2,2,3,24,5-17,2-3,504,292,19-39,6.8,240,45,5.3,12-89,2,0,2,21:10,UAB,26,home,0,1,60,0,5,1,8,22,0,2,15,3-12,0-0,372,262,17-32,8.2,110,25,4.4,9-60,1,1,0,15:23,,,,,,,,,
401,272860202,Marshall,31,away,1,2,0,0,1,2,7,20,4-13,1-2,444,283,21-37,7.0,184,38,4.8,7-60,0,0,0,18:37,Tulsa,38,home,0,2,0,0,2,3,8,,,,31,8-15,0-1,578,404,24-39,9.9,193,42,4.6,5-50,1,1,0,17:34,,,,,,,,,
402,272860248,Rice,48,away,3,3,9,0,1,3,10,23,8-16,0-0,441,364,24-44,8.1,86,34,2.5,2-9,3,2,1,17:29,Houston,56,home,2,5,7,0,3,3,8,4,0,1,28,7-13,3-4,748,487,26-36,13.2,274,45,6.1,7-31,5,3,2,19:25,7,0,2,,,,,,
403,272860070,Fresno State,37,away,2,4,13,0,2,0,13,25,3-9,0-0,416,186,17-22,8.1,238,47,5.1,3-25,2,2,0,17:07,Idaho,24,home,2,1,0,0,2,2,6,,,,19,7-17,2-2,423,147,9-26,5.5,279,45,6.2,3-34,2,2,0,18:39,,,,,,,,,
404,272862050,Ball State,35,home,0,2,85,0,4,3,5,19,4-11,1-1,363,294,21-31,9.3,75,29,2.6,8-75,3,2,1,15:16,Western Kentucky,12,away,2,0,52,0,3,1,6,16,0,1,0,0-0,0-0,411,200,22-33,5.7,222,54,4.1,0-0,3,0,3,,52,0,3,,,,,,
405,272862006,Akron,20,home,0,0,,,,2,8,15,5-13,0-0,297,145,12-21,6.9,152,37,4.1,7-49,2,0,2,16:32,Temple,24,away,0,0,5,0,3,3,6,0,0,2,23,8-15,0-1,378,260,23-34,7.1,136,39,3.5,2-19,2,0,2,19:50,25,0,2,,,,,,
406,272862348,New Mexico State,21,away,0,1,6,0,3,2,3,19,6-18,0-1,384,333,29-40,8.0,65,36,1.8,9-80,0,0,0,21:37,Louisiana Tech,22,home,0,0,25,0,4,2,10,,,,20,2-14,0-2,367,279,27-47,5.7,98,26,3.8,4-41,0,0,0,15:37,,,,,,,,,
407,272870068,Nevada,67,away,1,6,-1,0,1,3,13,28,11-17,0-1,639,251,11-26,9.3,396,52,7.6,5-25,0,0,0,11:17,Boise State,69,home,0,3,0,0,2,5,19,,,,30,10-17,2-2,627,353,27-36,9.8,274,48,5.7,5-50,2,1,1,11:41,3,0,1,,,,,,
408,272860087,Boston College,27,away,0,2,0,0,3,2,3,21,7-17,0-3,459,291,32-49,5.9,168,34,4.9,15-131,1,0,1,23:43,Notre Dame,14,home,0,0,34,0,3,1,2,25,1,1,14,6-18,1-4,222,206,18-49,4.0,27,21,1.3,7-64,2,0,2,12:57,30,0,2,,,,,,
409,272860238,Vanderbilt,17,home,0,1,35,0,5,1,5,14,5-13,0-0,310,157,9-15,8.7,179,38,4.7,4-16,2,2,0,17:41,Georgia,20,away,2,1,8,0,3,1,8,,,,17,7-16,0-0,368,202,16-31,6.5,167,35,4.8,6-41,0,0,0,18:59,,,,,,,,,
410,272860344,Mississippi State,21,home,0,1,13,0,4,2,3,18,6-16,0-3,338,208,18-33,6.2,135,36,3.8,2-14,0,0,0,17:09,Tennessee,33,away,0,1,64,0,5,2,15,,,,23,5-15,0-0,470,259,22-36,7.2,211,42,5.0,7-51,1,0,1,19:12,0,0,1,,,,,,
411,272860153,North Carolina,15,home,1,1,14,0,5,1,3,22,5-17,1-2,398,303,22-43,6.6,113,36,3.1,8-67,3,0,3,20:44,South Carolina,21,away,0,0,36,0,4,3,3,38,0,3,15,1-12,1-1,282,195,17-26,6.6,110,32,3.4,6-40,2,1,1,15:56,16,0,1,,,,,,
412,272860096,LSU,37,away,0,3,,,,1,13,22,8-19,1-2,403,157,18-37,3.8,261,50,5.2,12-103,1,0,1,20:25,Kentucky,43,home,0,2,1,0,2,3,13,0,0,1,24,9-17,1-1,375,250,21-38,6.6,125,41,3.0,7-62,2,0,2,16:12,0,0,2,,,,,,
413,272860145,Ole Miss,24,home,1,1,15,0,2,2,6,19,4-12,2-3,420,305,22-40,7.1,136,31,4.4,6-47,3,0,3,18:39,Alabama,27,away,0,3,71,0,2,0,9,28,0,3,27,9-16,0-1,378,289,26-40,6.6,113,40,2.8,3-19,2,1,1,18:01,0,0,1,,,,,,
414,272860008,Auburn,9,away,0,0,58,0,8,0,9,21,1-13,2-2,290,109,13-23,4.4,189,53,3.6,6-35,1,1,0,21:53,Arkansas,7,home,1,0,2,0,2,1,1,,,,11,3-13,0-0,193,144,13-27,4.7,67,25,2.7,10-100,1,0,1,14:47,3,0,1,,,,,,
415,272860193,Bowling Green,14,away,1,1,3,0,1,1,2,14,2-11,1-2,232,271,19-32,6.5,25,26,1.0,4-30,3,2,1,14:04,Miami (OH),47,home,2,5,42,0,5,1,9,37,0,1,26,7-14,2-2,499,252,16-24,9.9,262,53,4.9,5-40,1,1,0,22:26,,,,,,,,,
416,272860195,Eastern Michigan,42,away,3,0,1,0,2,5,6,21,7-16,0-4,425,266,23-35,7.1,177,40,4.4,8-60,0,0,0,18:19,Ohio,48,home,0,2,33,0,3,4,12,,,,26,7-12,0-0,510,278,21-32,8.4,241,40,6.0,11-74,4,3,1,17:20,0,0,1,,,,,,
417,272862084,Buffalo,43,home,0,3,0,0,1,3,5,16,4-12,1-2,435,192,9-17,10.9,250,42,6.0,8-76,2,2,0,15:12,Toledo,33,away,2,1,18,0,4,3,9,,,,31,9-21,3-4,526,313,32-52,5.9,219,49,4.5,7-56,2,0,2,20:24,27,0,2,,,,,,
418,272862459,Northern Illinois,13,home,1,0,41,0,4,1,,12,1-13,0-2,333,214,14-26,7.8,130,33,3.9,4-35,2,2,0,15:45,Western Michigan,17,away,2,1,40,0,5,1,5,,,,18,5-16,0-0,396,246,20-29,7.8,170,48,3.5,9-70,2,1,1,20:29,22,0,1,,,,,,
419,272862117,Army,23,away,0,0,28,0,3,3,3,22,5-11,0-1,397,299,24-35,8.1,114,38,3.0,5-40,7,2,5,19:39,Central Michigan,47,home,2,4,,,,2,5,41,1,5,20,7-13,0-0,428,251,30-39,6.4,177,36,4.9,9-93,1,0,1,17:01,2,0,1,,,,,,
420,272840154,Wake Forest,24,home,2,1,19,0,7,2,6,18,6-17,0-0,395,224,19-27,8.0,180,48,3.8,8-70,3,1,2,21:20,Florida State,21,away,1,1,20,0,7,2,3,0,0,2,14,8-19,0-0,330,283,24-48,5.9,47,24,2.0,10-76,4,2,2,15:20,0,0,2,,,,,,
421,272860150,Duke,14,home,1,1,5,0,1,1,2,13,1-15,1-2,194,148,14-28,4.4,72,36,2.0,3-24,3,2,1,18:46,Virginia Tech,43,away,2,2,56,0,4,3,13,24,0,1,21,4-13,0-1,445,361,21-30,11.5,99,38,2.6,7-65,2,1,1,17:20,0,0,1,,,,,,
422,272862390,Georgia Tech,17,away,0,2,25,0,6,0,5,22,9-17,0-2,378,114,11-29,3.9,264,50,5.3,8-80,1,0,1,19:31,Miami,14,home,0,1,1,0,1,1,2,0,0,1,12,4-14,3-3,223,64,8-18,3.1,167,38,4.4,8-78,0,0,0,17:09,,,,,,,,,
423,272850023,Hawai'i,42,away,1,2,17,0,4,4,6,34,12-20,1-4,601,566,44-75,7.3,56,26,2.2,6-40,4,0,4,18:14,San José State,35,home,0,1,109,1,3,2,5,55,1,4,18,6-16,0-0,344,308,27-47,6.4,42,25,1.7,7-65,4,1,3,18:26,28,0,3,,,,,,
424,272862032,Arkansas State,52,home,0,2,34,0,5,5,10,33,8-16,2-2,681,276,17-23,12.0,406,62,6.5,5-40,1,1,0,24:48,Louisiana,21,away,1,1,-4,0,1,1,3,,,,8,3-12,0-1,270,145,7-20,6.8,133,27,4.9,5-45,0,0,0,11:25,,,,,,,,,
425,272932426,Wake Forest,44,away,4,2,,,,2,14,28,10-14,0-0,409,213,22-28,7.6,196,44,4.5,3-28,0,0,0,19:11,Navy,24,home,0,3,37,0,1,0,6,,,,23,9-17,2-4,367,69,4-12,3.3,328,67,4.9,3-28,4,4,0,17:29,,,,,,,,,
426,272930194,Ohio State,24,home,0,1,38,0,3,2,6,22,7-16,1-1,422,206,15-23,8.4,229,47,4.9,7-35,3,2,1,20:44,Michigan State,17,away,2,0,2,0,4,0,5,54,1,1,9,3-13,0-0,185,135,12-24,5.3,59,28,2.1,2-25,1,0,1,15:29,0,0,1,,,,,,
427,272930356,Michigan,27,away,1,0,-1,0,3,3,9,23,6-16,0-0,343,261,21-33,6.9,115,46,2.5,4-35,3,1,2,21:29,Illinois,17,home,1,1,1,0,2,0,5,0,0,2,15,4-12,0-1,253,128,14-26,4.5,137,31,4.4,10-107,2,1,1,19:13,0,0,1,,,,,,
428,272930275,Northern Illinois,3,away,0,0,0,0,1,0,,6,2-12,0-0,99,136,12-25,4.5,-13,18,-0.7,6-40,2,0,2,12:19,Wisconsin,44,home,0,4,116,0,7,1,14,53,0,2,20,10-17,2-3,431,100,12-20,5.0,331,55,6.0,4-35,1,0,1,24:07,18,0,1,,,,,,
429,272932509,Purdue,31,home,1,1,1,0,3,3,7,29,12-21,1-2,436,332,29-49,6.4,121,42,2.9,5-22,1,0,1,21:04,Iowa,6,away,0,0,,,,0,6,0,0,1,14,3-16,1-1,254,206,17-40,4.4,77,29,2.7,7-52,2,1,1,15:36,2,0,1,,,,,,
430,272930135,North Dakota State,27,away,0,1,,,,2,9,27,5-12,1-1,585,183,20-25,7.6,394,49,8.0,3-35,1,1,0,22:16,Minnesota,21,home,1,1,,,,2,3,,,,17,2-10,1-1,307,185,11-23,7.9,125,30,4.2,6-49,1,0,1,14:24,0,0,1,54,0,3,,,
431,272930084,Penn State,36,away,6,2,6,0,2,2,12,25,5-13,0-0,387,208,22-32,6.1,192,47,4.1,6-59,2,1,1,20:34,Indiana,31,home,1,1,1,0,3,3,7,0,0,1,25,7-16,1-2,386,376,30-48,6.6,68,30,2.3,2-30,6,6,0,18:17,,,,,,,,,
432,272922199,Eastern Michigan,14,home,1,2,4,0,1,0,1,21,6-14,1-3,0,279,28-48,5.9,106,28,3.8,9-58,4,1,3,29:22,Northwestern,26,away,1,2,1,0,1,1,0,40,0,3,27,7-13,0-0,0,359,25-42,8.6,153,33,4.6,5-75,2,1,1,29:45,12,0,1,196,0,6,81,0,3
