,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
179,272580238,Ole Miss,17,away,2,0,0,0,1,2,5,13,5-13,1-4,262,240,11-22,9.5,54,32,1.7,2-15,1,0,1,15:10,Vanderbilt,31,home,0,4,11,0,2,0,7,4,0,1,25,7-15,3-4,383,213,18-26,7.7,183,49,3.7,5-49,2,2,0,21:30,,,,,,,,,
180,272580333,Arkansas,38,away,1,2,6,0,4,3,8,22,7-16,0-0,450,149,12-25,6.0,301,53,5.7,7-81,3,2,1,18:35,Alabama,41,home,2,1,79,0,6,4,11,6,0,1,24,7-16,0-0,450,347,24-45,7.3,123,34,3.6,7-63,3,1,2,18:13,14,0,2,,,,,,
181,272580002,Auburn,14,home,1,2,35,0,3,0,2,16,9-16,0-1,323,128,12-22,4.9,216,46,4.7,4-42,6,3,3,18:49,Mississippi State,19,away,3,1,,,,0,7,28,1,3,14,7-16,0-0,213,45,5-18,2.3,172,43,4.0,7-40,1,1,0,17:57,,,,,,,,,
182,272582440,Nicholls,17,away,0,2,4,0,2,0,5,11,2-14,0-1,211,0,0-1,0.0,211,58,3.6,8-49,1,1,0,19:05,Nevada,52,home,1,2,16,0,7,5,10,,,,29,4-9,0-1,581,249,12-26,9.5,333,51,6.5,11-94,3,0,3,17:28,48,0,3,76,0,4,,,
183,272580166,UTEP,24,away,1,1,4,0,1,1,6,13,6-14,0-2,345,281,16-28,9.5,79,29,2.7,9-84,2,1,1,16:30,New Mexico State,29,home,1,1,9,0,2,3,5,28,0,1,25,10-17,1-1,547,450,36-48,9.0,113,32,3.5,3-15,2,1,1,19:48,100,1,1,,,,,,
184,272580259,Virginia Tech,28,home,0,4,13,0,9,0,4,24,6-14,0-1,473,324,20-33,8.8,181,40,4.5,8-60,2,2,0,17:41,Ohio,7,away,2,1,-4,0,3,0,1,,,,5,3-17,0-0,114,99,10-20,3.8,38,36,1.1,9-48,0,0,0,18:59,,,,,,,,,
185,272582309,Delaware State,7,away,4,1,,,,0,1,9,0-14,2-4,191,74,11-21,3.5,117,41,2.9,5-54,1,0,1,21:02,Kent State,38,home,0,1,30,0,6,3,8,0,0,1,21,6-14,1-1,468,288,18-33,8.1,201,36,5.6,7-59,5,4,1,15:03,2,0,1,96,0,6,,,
186,272582459,Northern Illinois,19,home,0,1,-2,0,2,1,7,19,4-10,0-0,344,174,20-28,5.7,184,36,5.1,6-60,1,0,1,16:26,Eastern Michigan,21,away,0,3,19,0,4,0,3,0,0,1,18,7-15,1-1,378,189,16-24,7.9,189,41,4.6,5-40,0,0,0,20:13,,,,,,,,,
187,272580059,Georgia Tech,10,home,2,1,24,0,6,0,4,16,2-14,0-1,267,211,20-39,5.2,63,28,2.3,10-100,0,0,0,16:30,Boston College,24,away,0,2,4,0,4,1,6,,,,26,5-15,2-2,527,447,30-44,9.9,92,33,2.8,8-92,2,2,0,20:10,,,,,,,,,
188,272580228,Furman,10,away,2,1,-4,0,1,0,4,21,8-18,1-4,384,242,28-43,5.6,142,36,3.9,5-30,5,2,3,22:33,Clemson,38,home,2,1,0,0,1,4,8,20,0,3,19,5-9,0-0,377,364,18-22,14.4,60,33,1.8,4-50,2,2,0,14:00,,,,113,0,5,,,
189,272580152,Wofford,17,away,1,0,3,0,2,2,5,19,3-17,1-3,353,142,11-23,6.2,211,57,3.7,15-108,3,3,0,16:23,NC State,38,home,3,4,21,0,6,0,8,,,,19,6-17,1-1,330,113,16-32,3.5,217,45,4.8,11-109,1,1,0,20:17,,,,122,0,6,,,
190,272580154,Army,10,away,3,1,8,0,4,0,4,13,4-17,1-2,256,185,14-34,4.9,91,38,2.4,5-30,3,1,2,19:06,Wake Forest,21,home,1,1,68,1,6,0,3,86,1,2,11,4-13,1-2,213,62,9-12,4.1,164,45,3.6,3-22,3,3,0,17:34,,,,,,,,,
191,272582390,Florida International,9,away,1,0,0,0,1,1,3,11,2-11,0-1,264,108,6-14,7.5,159,37,4.3,10-83,2,0,2,18:12,Miami,23,home,0,1,14,0,3,1,11,45,0,2,18,4-11,0-0,428,228,10-19,11.8,204,40,5.1,12-93,3,1,2,18:28,0,0,2,,,,,,
192,272580153,Virginia,22,away,2,1,-1,0,3,0,16,22,11-20,0-0,350,183,18-27,5.7,197,51,3.9,10-85,0,0,0,23:54,North Carolina,20,home,0,0,8,0,2,3,2,,,,20,6-11,1-1,399,348,25-38,8.9,60,23,2.6,3-28,3,2,1,12:46,25,0,1,,,,,,
193,272580309,McNeese,38,away,1,3,13,0,2,1,8,22,6-13,0-0,427,151,12-21,7.2,276,49,5.6,4-36,3,1,2,20:17,Louisiana,17,home,1,1,22,0,2,1,5,30,0,2,17,6-15,1-2,318,182,11-24,6.8,156,46,3.4,3-20,5,1,4,16:19,67,0,4,83,0,4,,,
194,272580276,New Hampshire,48,away,0,3,,,,3,12,27,11-16,0-0,502,289,23-33,8.8,213,49,4.3,4-29,1,1,0,19:32,Marshall,35,home,1,2,0,0,1,3,5,,,,29,7-14,1-2,562,483,38-58,8.2,87,23,3.8,4-35,1,0,1,17:08,30,0,1,199,0,6,,,
195,272652426,Duke,43,away,0,2,,,,4,3,21,4-11,2-2,506,434,23-36,11.9,78,26,3.0,6-80,2,1,1,15:15,Navy,46,home,1,3,7,0,2,2,12,8,0,1,29,12-19,1-3,540,248,13-21,11.2,304,69,4.4,3-13,1,0,1,21:25,2,0,1,,,,,,
196,272650087,Notre Dame,14,home,1,2,,,,0,2,9,4-15,1-2,203,118,11-20,4.3,117,35,3.3,4-35,2,2,0,16:31,Michigan State,31,away,2,0,28,0,5,4,7,,,,19,6-15,2-2,354,143,11-24,5.6,219,49,4.5,3-20,2,1,1,20:09,0,0,1,,,,,,
197,272650084,Indiana,14,home,1,0,28,0,1,2,2,26,5-15,1-3,397,315,26-52,5.1,134,35,3.8,4-40,4,3,1,17:03,Illinois,27,away,3,1,37,0,5,,9,0,0,1,23,5-16,0-0,386,103,13-28,3.5,288,55,5.2,3-29,3,1,2,19:02,39,0,2,,,,,,
198,272650275,Iowa,13,away,3,0,52,0,5,1,7,13,2-16,0-1,228,187,17-37,4.6,59,26,2.3,3-23,0,0,0,15:31,Wisconsin,17,home,0,1,-2,0,6,1,5,,,,17,7-17,0-0,304,166,12-23,6.0,166,49,3.4,5-40,4,3,1,21:08,0,0,1,,,,,,
199,272650130,Penn State,9,away,1,0,0,0,4,0,9,14,5-15,1-2,270,181,15-31,5.5,101,29,3.5,3-18,3,3,0,15:08,Michigan,14,home,3,2,29,0,3,0,2,,,,25,10-18,0-0,336,176,16-30,5.7,166,56,3.0,1-15,2,1,1,21:32,31,0,1,,,,,,
200,272650194,Northwestern,7,away,1,0,0,0,1,0,1,11,6-17,0-1,120,161,17-33,3.6,0,33,0.0,8-76,4,2,2,19:14,Ohio State,58,home,2,3,49,0,6,4,10,43,0,2,20,5-9,0-2,395,213,14-20,10.3,190,42,4.5,6-50,2,1,1,16:24,0,0,1,,,,,,
201,272650135,Purdue,45,away,3,1,7,0,1,3,9,28,6-13,0-1,504,338,33-48,7.0,166,33,5.0,6-46,1,0,1,20:02,Minnesota,31,home,0,3,1,0,2,1,7,28,0,1,25,7-17,3-5,469,239,23-44,5.4,232,37,6.3,2-15,4,3,1,16:38,43,1,1,,,,,,
202,272650030,Washington State,14,away,0,0,,,,2,2,15,8-18,1-2,247,199,21-43,4.3,64,27,2.4,5-35,1,0,1,16:18,USC,47,home,0,2,26,0,3,4,11,14,0,1,28,8-11,1-1,509,316,31-39,8.0,197,34,5.8,8-61,2,0,2,20:22,30,0,2,,,,,,
203,272650026,Washington,31,away,1,0,40,0,2,4,7,16,4-16,1-1,340,223,17-37,5.8,124,32,3.9,3-30,2,0,2,15:39,UCLA,44,home,0,2,16,0,6,1,14,60,1,2,24,11-20,0-2,537,208,18-33,6.2,333,51,6.5,10-88,2,1,1,22:04,15,0,1,,,,,,
204,272650009,Oregon State,32,away,1,2,5,0,5,2,6,28,5-13,0-0,514,329,28-48,6.8,190,32,5.9,6-60,6,1,5,23:22,Arizona State,44,home,1,1,6,0,4,4,14,120,0,5,19,6-16,0-1,396,390,25-36,10.0,35,36,1.0,6-55,2,1,1,18:24,27,0,1,,,,,,
205,272650024,Oregon,55,away,1,3,73,0,7,4,13,26,6-15,0-1,589,396,28-38,9.8,215,46,4.7,5-47,3,3,0,17:02,Stanford,31,home,3,2,6,0,1,2,7,,,,19,4-16,0-2,402,280,25-44,6.0,140,32,4.4,7-69,2,1,1,19:42,0,0,1,,,,,,
206,272650025,Arizona,27,away,1,2,-4,0,2,1,9,22,5-17,1-3,330,334,42-62,5.0,21,20,1.0,9-78,5,3,2,20:30,California,45,home,3,3,-1,0,1,1,9,25,0,2,22,6-11,0-0,421,235,16-30,7.8,186,38,4.9,13-116,2,1,1,16:10,6,0,1,,,,,,
207,272650097,Louisville,35,home,2,1,33,0,4,4,5,37,4-13,1-3,628,565,45-65,8.5,73,28,2.6,12-105,4,2,2,20:36,Syracuse,38,away,2,0,0,0,1,4,8,61,0,2,16,5-13,0-0,465,438,17-26,16.3,42,35,1.2,11-96,2,2,0,16:31,,,,,,,,,
208,272650221,Connecticut,34,away,3,3,22,0,4,0,10,17,7-17,0-0,289,205,12-25,7.0,115,46,2.5,2-20,1,1,0,18:28,Pittsburgh,14,home,1,1,18,0,4,1,2,,,,19,4-17,2-3,349,291,31-51,5.4,72,23,3.1,8-57,7,3,4,17:23,82,1,4,,,,,,
209,272650277,East Carolina,7,away,0,1,,,,0,1,12,2-10,0-1,160,95,9-18,3.0,106,33,3.2,6-45,1,0,1,15:56,West Virginia,48,home,0,4,93,0,7,2,12,2,0,1,29,7-11,0-1,599,203,22-25,8.1,397,54,7.4,3-35,0,0,0,20:44,,,,,,,,,
210,272650158,Ball State,40,away,2,2,12,0,3,3,10,27,9-15,0-0,610,426,26-43,9.8,188,36,5.2,4-34,3,2,1,16:10,Nebraska,41,home,2,2,17,0,2,3,5,34,1,1,25,8-13,1-1,552,452,29-37,11.8,114,36,3.2,5-50,3,2,1,19:39,0,0,1,,,,,,
211,272650038,Miami (OH),0,away,1,0,10,0,2,0,,6,3-14,0-1,139,95,11-32,3.0,44,17,2.6,5-45,0,0,0,11:39,Colorado,42,home,0,4,93,0,8,2,6,,,,33,12-17,2-3,634,275,19-30,9.2,359,63,5.7,5-39,3,1,2,24:24,13,0,2,,,,,,
212,272650142,Illinois State,17,away,0,1,2,0,1,1,5,22,8-17,0-1,397,229,22-37,6.5,155,41,3.8,5-25,1,0,1,22:17,Missouri,38,home,0,1,81,1,4,3,8,4,0,1,31,8-11,0-0,581,341,24-40,8.5,240,35,6.9,3-35,3,0,3,14:02,33,0,3,91,0,5,,,
213,272652305,Florida International,3,away,2,0,19,0,1,0,3,15,5-17,0-2,255,138,16-36,3.7,122,36,3.4,3-33,5,3,2,19:04,Kansas,55,home,3,4,8,1,5,1,13,100,1,2,26,4-11,0-2,615,391,25-39,10.0,224,36,6.2,6-65,3,2,1,16:36,0,0,1,,,,,,
214,272652649,Toledo,36,home,2,2,-1,0,3,1,6,14,4-12,0-1,297,212,19-27,7.4,98,30,3.3,4-35,1,0,1,14:31,Iowa State,35,away,0,2,7,0,4,3,5,0,0,1,22,10-19,2-3,397,256,24-33,7.6,146,52,2.8,4-45,3,2,1,20:15,0,0,1,,,,,,
215,272650251,Rice,14,away,1,1,15,0,2,1,2,17,4-15,0-1,268,325,23-38,7.3,-11,30,-0.4,7-40,2,0,2,19:26,Texas,58,home,0,4,30,0,4,3,16,11,0,2,25,4-11,1-1,560,342,20-31,10.7,227,40,5.7,3-35,1,1,0,17:08,,,,,,,,,
216,272650197,Oklahoma State,49,home,2,4,9,0,1,3,7,29,12-20,2-4,610,244,17-33,7.4,366,61,6.0,8-71,1,0,1,20:32,Texas Tech,45,away,0,1,13,0,1,5,9,0,0,1,33,5-13,1-3,718,657,46-67,9.6,72,21,3.4,11-110,2,2,0,15:26,,,,,,,,,
217,272632390,Miami,34,home,2,2,13,0,3,2,10,18,6-15,3-3,402,287,21-26,10.6,127,40,3.2,2-20,3,3,0,19:21,Texas A&M,17,away,3,1,11,0,2,1,,,,,12,4-13,1-2,240,154,12-22,6.5,98,33,3.0,6-31,3,2,1,17:26,30,0,1,,,,,,
218,272640202,Tulsa,21,home,0,1,0,0,2,2,3,17,5-16,1-2,398,398,23-37,9.6,44,36,1.2,10-93,2,0,2,17:37,Oklahoma,62,away,0,5,67,0,5,3,8,15,0,2,27,8-13,0-0,553,268,17-23,11.7,285,46,6.2,9-80,1,0,1,18:25,20,0,1,,,,,,
219,272652084,Buffalo,21,home,1,2,26,0,3,1,3,18,4-15,1-3,363,299,29-46,6.0,87,27,3.2,10-81,5,2,3,16:14,Baylor,34,away,2,1,51,0,3,3,10,39,0,3,24,6-17,0-3,401,183,21-45,3.8,229,42,5.5,6-50,2,1,1,19:43,19,0,1,,,,,,
220,272652439,UNLV,27,home,3,2,40,0,3,1,9,19,7-16,0-0,340,156,12-27,5.3,196,46,4.3,5-45,3,1,2,18:53,Utah,0,away,1,0,-2,0,4,0,,0,0,2,17,3-14,1-5,300,197,23-40,4.9,105,32,3.3,4-46,4,3,1,22:43,0,0,1,,,,,,
221,272650252,Air Force,6,away,2,1,0,0,1,0,0,12,3-13,1-2,231,110,10-21,4.7,133,32,4.2,2-17,1,0,1,13:32,BYU,31,home,0,2,14,0,3,2,7,1,0,1,25,8-16,2-2,452,307,23-33,8.9,159,44,3.6,8-65,3,2,1,20:24,0,0,1,,,,,,
222,272650248,Houston,38,home,1,2,46,0,5,2,8,22,3-12,1-2,400,271,22-31,8.0,153,44,3.5,7-47,2,1,1,18:15,Colorado State,27,away,1,0,45,0,4,3,9,1,0,1,13,5-16,1-2,342,243,16-26,8.7,115,39,2.9,7-50,2,1,1,17:54,8,0,1,,,,,,
223,272650195,Ohio,33,home,2,0,30,0,1,1,15,13,3-15,0-1,312,323,15-30,9.2,37,33,1.1,7-57,4,2,2,16:55,Wyoming,34,away,2,3,14,0,4,2,4,1,0,2,28,5-13,1-1,441,202,26-37,4.7,267,47,5.7,7-90,7,2,5,19:05,94,1,5,,,,,,
224,272650021,Portland State,17,away,0,2,3,0,1,0,5,24,5-15,2-3,458,445,42-61,7.3,13,18,0.7,5-45,4,1,3,18:21,San Diego State,52,home,1,2,8,0,2,5,10,7,0,3,26,7-11,0-1,596,474,22-34,13.9,122,33,3.7,8-81,0,0,0,18:19,,,,72,0,9,,,
225,272650167,Sacramento State,0,away,0,0,2,0,1,0,,6,2-11,0-0,104,27,5-15,1.8,77,30,2.6,6-50,3,1,2,15:21,New Mexico,58,home,1,5,45,0,7,2,16,13,0,2,28,6-13,2-2,499,295,26-33,8.4,222,43,5.2,5-35,0,0,0,21:19,,,,179,0,9,,,
226,272632393,Western Kentucky,20,away,0,1,5,0,4,1,8,0,0-0,0-0,346,125,9-15,7.5,234,49,4.8,0-0,4,3,1,,Middle Tennessee,17,home,3,2,13,0,3,0,5,21,0,1,17,2-12,3-4,288,194,14-24,7.0,119,37,3.2,7-48,0,0,0,17:25,,,,,,,,,
227,272650249,Florida Atlantic,30,away,0,2,33,0,2,1,12,17,5-18,3-4,406,333,21-45,7.2,84,28,3.0,7-68,0,0,0,16:42,North Texas,20,home,0,1,0,0,3,1,8,,,,29,7-17,1-1,466,321,38-61,4.9,165,27,6.1,7-55,3,0,3,19:37,0,0,3,,,,,,
228,272650154,Wake Forest,31,home,2,2,30,0,3,1,7,19,6-15,1-3,397,219,22-35,6.3,178,41,4.3,5-42,4,1,3,16:22,Maryland,24,away,1,3,12,0,5,0,6,17,0,3,19,6-17,0-1,315,175,11-20,5.8,200,57,3.5,3-30,3,2,1,20:15,100,1,1,,,,,,
229,272650058,North Carolina,10,away,4,1,11,0,1,0,4,11,4-15,0-1,164,112,11-27,3.1,79,35,2.3,7-41,4,0,4,16:06,South Florida,37,home,0,3,34,0,5,1,13,62,0,4,26,9-19,2-3,428,248,18-33,7.1,194,52,3.7,7-55,4,4,0,20:34,,,,,,,,,
230,272652132,Marshall,14,away,0,0,27,0,3,2,0,19,3-12,0-0,337,276,21-32,8.0,80,35,2.3,13-106,2,1,1,18:21,Cincinnati,40,home,1,2,3,0,5,3,8,0,0,1,22,2-10,0-3,436,231,20-27,8.1,217,39,5.6,9-80,0,0,0,18:07,,,,,,,,,
231,272652116,Memphis,20,away,3,0,6,0,1,3,2,19,6-16,0-1,303,185,16-33,5.2,130,36,3.6,10-76,0,0,0,15:11,UCF,56,home,0,7,76,0,6,1,8,,,,28,9-13,1-1,601,296,17-21,13.7,313,59,5.3,9-69,3,3,0,21:05,,,,,,,,,
232,272652628,TCU,21,home,1,0,96,1,8,1,3,13,6-14,0-0,250,114,11-26,4.2,142,34,4.2,12-110,2,2,0,14:35,SMU,7,away,2,1,37,0,5,0,1,,,,23,4-16,1-4,352,242,19-34,6.0,149,47,3.2,5-30,2,1,1,22:05,58,1,1,,,,,,
233,272652655,Southeastern Louisiana,27,away,2,0,22,0,1,2,9,19,5-18,1-4,341,247,31-48,5.8,63,29,2.2,9-90,2,2,0,20:23,Tulane,35,home,2,5,7,0,3,0,5,,,,22,5-13,0-1,410,110,12-30,3.7,300,43,7.0,4-52,4,2,2,16:17,0,0,2,114,0,6,,,
234,272650070,Northern Illinois,42,away,2,1,40,1,6,2,6,17,4-13,0-0,356,171,10-17,9.9,188,45,4.2,4-40,2,1,1,18:11,Idaho,35,home,1,2,146,1,5,2,5,16,0,1,31,4-14,1-4,586,467,27-54,7.8,163,41,4.0,8-72,5,2,3,18:10,95,1,3,,,,,,
235,272650189,Bowling Green,48,home,4,0,20,0,3,4,12,24,5-13,0-1,447,355,30-47,7.5,96,27,3.6,5-43,3,1,2,15:38,Temple,35,away,1,1,5,0,2,4,3,0,0,2,24,7-19,2-2,401,326,27-41,7.3,102,43,2.4,2-23,4,4,0,20:57,,,,,,,,,
236,272650333,Alabama,23,home,0,2,9,0,3,0,11,18,3-15,0-1,349,188,17-35,5.3,164,35,4.7,4-39,1,1,0,15:43,Georgia,26,away,1,1,39,0,4,2,8,,,,20,9-19,1-1,377,224,19-36,6.2,153,40,3.8,9-71,2,0,2,21:02,33,0,2,,,,,,
237,272650145,Ole Miss,24,home,0,0,0,0,1,2,10,18,2-11,0-1,390,321,19-32,9.7,80,21,3.8,10-70,1,0,1,15:19,Florida,30,away,0,2,0,0,1,2,6,0,0,1,28,8-15,1-1,507,261,20-34,7.7,246,45,5.5,14-127,0,0,0,21:21,,,,,,,,,
238,272652633,Arkansas State,27,away,0,1,5,0,3,1,9,17,6-14,0-0,377,216,18-36,5.5,178,31,5.7,6-46,3,1,2,16:29,Tennessee,48,home,1,2,-17,0,4,4,12,28,0,2,30,5-13,0-0,523,335,28-40,8.4,188,37,5.1,3-25,1,0,1,19:19,54,1,1,,,,,,
239,272650099,LSU,28,home,1,3,9,0,2,1,4,19,4-14,1-1,360,76,8-20,3.5,290,50,5.8,5-39,1,0,1,19:49,South Carolina,16,away,0,1,19,0,2,1,4,0,0,1,16,8-16,0-2,261,270,19-42,5.8,17,27,0.6,2-20,3,1,2,16:39,0,0,2,,,,,,
240,272650008,Arkansas,29,home,3,1,0,0,3,0,9,22,7-18,0-1,495,163,13-28,5.6,338,51,6.6,7-55,3,1,2,21:02,Kentucky,42,away,1,3,19,0,3,2,4,28,0,2,23,5-13,0-0,435,273,21-39,6.8,170,36,4.7,7-60,3,3,0,12:56,,,,,,,,,
241,272650344,Gardner-Webb,15,away,1,1,10,0,1,0,9,20,3-14,0-1,334,191,21-37,5.5,131,35,3.7,7-63,2,1,1,19:13,Mississippi State,31,home,1,2,27,0,2,1,7,60,1,1,18,3-10,1-1,381,166,12-19,8.7,215,39,5.5,9-94,2,1,1,17:08,0,0,1,115,0,6,,,
242,272650002,Auburn,55,home,3,5,20,0,2,2,7,19,5-13,1-2,422,201,14-24,8.0,229,47,4.9,5-40,1,1,0,17:20,New Mexico State,20,away,1,1,0,0,3,2,2,,,,21,8-17,1-2,379,261,30-46,5.6,120,35,3.4,4-24,6,3,3,19:28,8,0,3,,,,,,
243,272650328,San José State,23,away,0,0,10,0,3,3,5,30,7-16,0-1,524,426,35-48,8.9,98,32,3.1,7-55,2,0,2,20:04,Utah State,20,home,0,1,79,0,3,0,8,8,0,2,15,5-13,0-0,253,78,11-21,3.7,175,39,4.5,10-86,2,0,2,15:44,20,0,2,,,,,,
244,272652006,Akron,27,home,2,2,10,0,3,1,9,16,5-18,1-1,245,137,9-23,4.9,133,50,2.7,10-98,3,2,1,19:16,Kent State,20,away,2,2,2,0,6,0,8,21,0,1,15,3-13,0-2,375,167,8-21,7.4,220,49,4.5,6-57,4,2,2,17:13,43,0,2,,,,,,
245,272652711,Central Connecticut,14,away,0,2,2,0,2,0,2,15,9-16,1-1,223,3,3-8,3.4,196,55,3.6,2-21,5,4,1,19:43,Western Michigan,51,home,4,3,44,0,2,3,9,32,1,1,23,6-12,2-2,389,205,24-34,6.0,184,36,5.1,5-46,1,0,1,16:57,0,0,1,127,0,8,,,
246,272652199,Howard,15,away,0,0,-1,0,2,2,1,28,10-18,1-2,434,152,21-35,5.1,257,45,5.7,9-77,4,2,2,19:32,Eastern Michigan,38,home,2,1,,,,4,8,0,0,2,14,2-12,2-2,329,214,14-21,10.2,115,34,3.4,6-53,0,0,0,16:11,,,,96,0,5,,,
247,272652117,North Dakota State,44,away,1,4,39,0,1,1,14,25,5-12,1-1,436,261,25-31,8.4,175,45,3.9,10-68,0,0,0,22:23,Central Michigan,14,home,0,1,6,0,2,1,2,,,,22,2-11,1-5,311,240,28-48,4.6,91,26,3.5,3-29,3,1,2,14:17,50,0,2,97,0,3,,,
248,272650103,Army,17,away,1,1,0,0,2,0,5,7,3-17,1-5,259,232,16-33,6.5,44,29,1.5,8-59,3,2,1,15:17,Boston College,37,home,2,2,8,0,5,3,5,1,0,1,34,8-15,0-0,573,371,36-53,7.0,202,37,5.5,4-30,3,1,2,21:23,29,1,2,,,,,,
249,272650152,NC State,20,home,0,1,18,0,2,1,2,15,4-12,1-1,202,166,19-34,4.3,55,23,2.4,4-26,4,0,4,14:17,Clemson,42,away,0,2,11,0,6,2,16,31,0,3,32,9-18,1-1,608,278,25-39,6.9,340,50,6.8,8-65,0,0,0,22:09,,,,,,,,,
250,272650259,William & Mary,3,away,0,0,8,0,2,0,3,13,3-18,0-1,262,215,19-46,5.6,5,28,0.2,3-25,3,0,3,18:37,Virginia Tech,44,home,0,2,137,1,9,1,14,63,1,3,12,4-16,0-0,287,179,15-27,5.7,133,38,3.5,11-95,0,0,0,18:03,,,,120,0,5,,,
251,272650258,Virginia,28,home,1,2,-3,0,3,1,4,20,6-16,1-1,354,253,20-35,6.7,121,42,2.9,5-40,3,2,1,20:08,Georgia Tech,23,away,2,1,80,0,8,1,11,0,0,1,17,3-15,0-2,351,240,17-40,5.8,121,31,3.9,7-61,2,1,1,20:07,25,1,1,,,,,,
252,272650062,Charleston Southern,10,away,1,0,1,0,1,1,1,15,5-20,0-2,0,220,19-41,5.8,72,40,1.8,9-50,4,1,3,35:05,Hawai'i,66,home,1,2,35,0,3,5,0,96,0,3,22,5-13,2-2,0,363,28-45,8.1,147,26,5.7,5-45,3,1,2,24:55,21,0,2,199,0,10,149,1,3
253,272652638,Texas Southern,12,away,1,0,30,0,4,2,0,16,3-15,1-4,284,189,21-43,4.4,95,27,3.5,10-83,5,1,4,19:25,UTEP,52,home,1,3,117,0,7,3,10,39,0,3,21,4-12,0-1,449,252,15-30,8.1,206,36,5.7,8-88,1,1,0,16:46,,,,136,0,7,,,
254,272650309,Troy,48,away,0,4,0,0,2,2,6,26,9-16,0-0,568,297,30-43,6.9,271,43,6.3,7-63,3,2,1,19:10,Louisiana,31,home,2,3,8,0,2,1,7,7,0,1,22,4-18,2-4,504,159,21-41,3.9,345,46,7.5,7-50,2,0,2,17:30,39,1,2,,,,,,
255,272722426,Air Force,20,away,0,2,33,0,3,0,8,25,8-16,1-2,474,245,18-23,10.3,237,52,4.6,6-65,1,1,0,19:16,Navy,31,home,1,4,0,0,2,0,7,,,,18,6-15,3-3,381,84,4-7,11.3,302,56,5.4,3-25,0,0,0,17:24,,,,,,,,,
256,272720275,Wisconsin,37,home,2,2,10,0,2,2,13,25,7-13,0-0,461,267,17-25,9.9,214,52,4.1,7-49,2,0,2,20:04,Michigan State,34,away,0,2,18,0,3,2,10,21,0,2,22,7-16,0-1,564,361,22-36,9.0,241,37,6.5,6-49,2,2,0,15:35,,,,,,,,,
257,272720356,Penn State,20,away,0,1,13,0,4,1,8,18,5-17,1-2,427,318,21-38,7.8,129,36,3.6,4-20,4,1,3,20:07,Illinois,27,home,1,1,2,0,2,0,9,0,0,3,17,6-15,0-0,336,120,11-27,4.4,216,38,5.7,4-43,2,0,2,16:20,8,0,2,,,,,,
258,272722294,Indiana,38,away,1,2,0,0,2,3,8,17,7-13,1-1,395,322,19-26,12.4,73,35,2.1,4-30,2,1,1,16:46,Iowa,20,home,1,0,16,0,2,3,2,4,0,1,22,5-18,4-5,428,346,24-42,7.3,120,37,3.2,9-73,2,1,1,19:54,7,0,1,,,,,,
259,272720077,Northwestern,16,home,0,1,25,0,5,0,10,22,7-18,0-0,417,316,22-42,6.9,128,34,3.8,2-16,7,4,3,18:16,Michigan,28,away,4,1,0,0,1,3,4,43,0,3,21,7-17,1-2,380,267,23-38,6.8,120,38,3.2,5-40,0,0,0,18:24,,,,,,,,,
260,272720135,Minnesota,7,home,1,0,8,0,2,1,1,15,3-16,1-2,277,241,27-44,5.3,45,29,1.6,6-60,2,0,2,17:35,Ohio State,30,away,0,2,39,0,5,2,6,22,0,2,24,7-16,1-2,459,209,18-29,7.2,250,47,5.3,5-32,1,1,0,19:05,,,,,,,,,
261,272722509,Notre Dame,19,away,0,0,6,0,2,3,1,21,5-16,4-6,426,391,34-52,7.3,49,26,1.9,11-110,3,1,2,16:14,Purdue,33,home,1,1,0,0,1,2,15,6,0,2,27,6-15,0-1,371,274,22-37,6.8,119,42,2.8,9-67,2,0,2,20:26,-2,0,2,,,,,,
262,272720264,Washington,24,home,1,2,27,0,5,0,6,15,4-13,0-1,190,96,13-28,3.2,100,33,3.0,9-64,2,1,1,15:12,USC,27,away,1,2,2,0,3,1,9,5,0,1,20,7-16,0-0,460,246,20-37,6.4,224,39,5.7,16-161,3,1,2,21:02,59,1,2,,,,,,
