,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
85,262520201,Oklahoma,37,home,1,2,2,13,22,5-12,1-1,453,273,21-33,8.2,181,35,5.2,7-38,3,2,1,18:06,Washington,20,away,2,1,15,0,2,1,8,17,6-16,0-2,384,180,14-30,6.0,204,40,5.1,6-50,1,1,0,17:24,75,0,3,11,0,1,,,,,,,,,
86,262520009,Nevada,21,away,1,0,2,3,19,6-13,0-1,305,204,18-31,5.5,135,37,3.6,5-39,4,1,3,18:52,Arizona State,52,home,1,1,52,0,4,5,10,23,4-9,0-1,486,345,19-30,11.2,149,31,4.8,5-29,2,1,1,17:48,0,0,1,58,1,3,,,,23,1,1,,,
87,262520023,San José State,35,home,2,4,1,5,25,7-11,0-1,457,115,15-17,6.8,342,49,7.0,4-40,2,1,1,24:30,Stanford,34,away,1,1,,,,4,4,23,7-14,1-1,418,233,18-28,8.3,185,43,4.3,4-35,3,2,1,18:36,19,0,2,10,0,1,,,,0,0,1,,,
88,262520099,LSU,45,home,1,3,2,9,21,9-12,0-0,461,230,16-23,10.0,231,38,6.1,5-32,3,2,1,18:19,Arizona,3,away,2,0,,,,0,,13,3-15,2-2,152,138,16-36,3.3,35,21,1.7,3-14,4,1,3,18:12,29,0,3,1,0,1,,,,63,1,3,,,
89,262500068,Boise State,42,home,2,5,1,6,19,4-10,1-1,407,127,8-14,7.5,302,42,7.2,7-50,1,1,0,16:19,Oregon State,14,away,1,0,74,1,3,1,2,14,3-12,2-3,263,236,20-29,7.1,58,32,1.8,7-73,3,2,1,20:11,17,0,2,,,,,,,3,0,1,,,
90,262520278,Fresno State,24,home,1,2,1,6,20,9-17,1-2,356,159,16-33,4.5,206,41,5.0,7-45,2,0,2,20:35,Oregon,31,away,0,4,57,0,3,0,7,20,7-15,1-2,379,240,23-36,6.7,139,34,4.1,7-70,1,1,0,15:15,8,0,2,0,0,2,,,,,,,,,
91,262520265,Idaho,10,away,1,1,0,4,17,4-15,1-2,303,221,14-36,6.1,83,32,2.6,7-73,2,1,1,18:37,Washington State,56,home,1,4,10,0,5,4,8,25,5-10,0-0,637,293,18-24,12.2,344,43,8.0,10-108,1,1,0,18:03,9,0,1,0,0,1,,,,,,,,,
92,262512132,Cincinnati,15,home,3,1,1,1,16,4-15,1-3,256,237,25-40,5.5,35,30,1.2,6-38,3,1,2,18:27,Pittsburgh,33,away,1,0,36,0,8,3,7,13,1-11,0-0,357,267,11-21,12.7,90,35,2.6,5-41,3,3,0,17:37,53,0,6,59,1,2,,,,,,,,,
93,262520277,Eastern Washington,3,away,0,0,0,3,12,4-12,0-0,185,109,15-31,3.5,76,21,3.6,6-45,1,0,1,16:53,West Virginia,52,home,0,6,36,0,6,1,10,32,10-13,0-1,591,205,18-23,8.6,394,58,6.8,7-70,0,0,0,19:47,,,,31,0,1,83,0,6,,,,,,
94,262520087,Notre Dame,41,home,2,1,3,11,22,5-14,4-4,397,311,25-36,8.0,110,36,3.1,6-64,0,0,0,20:31,Penn State,17,away,0,1,12,0,2,1,5,25,5-13,2-4,383,246,24-41,5.5,158,33,4.8,4-25,3,2,1,16:09,4,0,2,,,,,,,1,0,1,,,
95,262520158,Nicholls,7,away,1,1,0,1,7,3-13,1-2,187,0,0-3,0.0,187,47,4.0,6-46,3,3,0,16:16,Nebraska,56,home,3,4,117,0,7,4,8,30,7-12,2-3,498,242,21-26,9.1,261,50,5.2,3-20,1,1,0,21:04,,,,,,,86,0,7,,,,,,
96,262520038,Colorado State,14,home,0,1,1,2,16,5-13,1-1,248,274,20-23,10.1,15,34,0.4,4-30,1,1,0,20:32,Colorado,10,away,1,1,37,0,5,0,4,9,4-12,0-0,146,96,9-15,4.7,75,33,2.3,6-50,0,0,0,15:43,8,0,4,,,,,,,,,,,,
97,262522306,Florida Atlantic,0,away,0,0,0,,15,2-15,3-7,200,157,12-25,5.6,59,42,1.4,12-110,1,0,1,21:24,Kansas State,45,home,0,3,-2,0,5,2,9,16,6-13,1-1,346,125,10-24,5.2,221,30,7.4,5-54,1,0,1,15:16,0,0,2,21,0,1,,,,3,0,1,,,
98,262520142,Ole Miss,7,away,1,0,1,1,10,3-14,1-1,162,108,13-29,3.1,72,28,2.6,3-32,3,0,3,19:20,Missouri,34,home,0,3,51,0,9,1,10,26,7-17,1-1,471,255,25-41,6.2,218,42,5.2,3-15,1,1,0,25:29,11,0,1,68,0,3,,,,,,,,,
99,262522305,Louisiana Monroe,19,away,0,1,2,1,18,5-14,0-2,428,382,24-41,9.2,51,23,2.2,5-25,0,0,0,15:46,Kansas,21,home,0,1,19,0,4,2,3,16,6-14,0-1,351,205,17-28,6.8,161,40,4.0,4-40,2,0,2,20:39,12,0,4,,,,,,,0,0,2,,,
100,262520066,UNLV,10,away,0,0,1,4,17,4-14,2-3,292,235,24-35,6.2,74,31,2.4,3-15,1,0,1,19:03,Iowa State,16,home,0,2,32,0,2,0,4,17,5-12,1-1,340,203,14-21,9.7,137,37,3.7,6-55,1,0,1,16:38,2,0,3,0,0,1,,,,32,0,1,,,
101,262522638,UTEP,35,home,0,1,4,5,26,6-14,1-1,495,375,35-52,7.2,120,26,4.6,7-69,2,0,2,18:09,Texas Tech,38,away,0,2,5,0,3,2,12,29,5-12,0-0,479,376,40-53,7.1,103,18,5.7,9-85,1,0,1,18:31,,,,38,0,2,,,,0,0,1,,,
102,262520245,Louisiana,7,away,0,1,0,1,10,6-14,0-0,171,30,2-12,1.4,154,38,4.1,4-35,2,2,0,18:17,Texas A&M,51,home,2,5,48,0,6,2,,26,8-13,2-2,496,277,23-32,8.5,225,40,5.6,2-24,0,0,0,18:23,6,0,1,,,,,,,,,,,,
103,262522032,Arkansas State,7,home,0,0,0,1,15,6-16,0-0,188,112,7-19,4.1,110,39,2.8,9-58,4,3,1,18:40,Oklahoma State,35,away,3,3,66,0,3,2,5,14,8-13,1-1,338,167,11-18,9.3,171,41,4.2,7-74,3,0,3,17:26,20,0,1,22,0,1,,,,56,1,3,,,
104,262520239,Northwestern State,10,away,0,0,1,4,14,5-15,0-0,329,161,14-28,6.5,147,39,3.8,20-139,5,2,3,22:26,Baylor,47,home,2,0,37,0,5,5,11,17,4-12,0-1,350,343,27-46,7.2,20,8,2.5,10-80,1,0,1,14:14,1,0,2,57,1,3,79,0,5,27,0,1,,,
105,262520254,Northern Arizona,7,away,0,0,1,1,14,2-11,1-1,205,101,12-23,5.7,74,26,2.8,4-20,1,0,1,17:09,Utah,45,home,0,3,30,0,4,3,9,25,8-12,1-1,512,299,17-27,11.1,213,38,5.6,9-85,0,0,0,19:31,3,0,1,13,0,1,119,0,6,,,,,,
106,262520252,Tulsa,24,away,0,2,1,6,18,6-14,1-1,303,229,21-35,6.3,82,31,2.6,3-28,1,0,1,18:18,BYU,49,home,0,3,17,0,3,4,7,22,8-13,1-1,467,256,17-24,10.3,220,41,5.4,11-90,0,0,0,17:20,5,0,3,0,0,1,,,,,,,,,
107,262520258,Virginia,13,home,1,0,1,7,11,4-14,0-1,206,190,20-34,5.1,32,22,1.5,4-26,1,0,1,15:53,Wyoming,12,away,0,0,26,0,5,1,6,17,4-16,3-3,313,165,23-32,4.5,168,38,4.4,9-66,2,1,1,20:12,65,0,5,0,0,1,,,,29,0,1,,,
108,262520166,New Mexico State,28,home,0,0,4,4,29,8-17,3-4,532,511,37-57,8.3,60,30,2.0,4-20,5,4,1,20:53,New Mexico,34,away,4,0,17,0,2,4,10,15,4-13,0-0,426,324,12-28,11.3,109,26,4.2,4-40,0,0,0,15:00,0,0,4,37,0,1,,,,,,,,,
109,262522633,Tennessee,31,home,0,1,3,7,24,9-11,1-1,412,333,24-29,11.5,79,32,2.5,5-25,1,0,1,17:33,Air Force,30,away,0,4,,,,0,6,22,9-13,1-1,408,133,7-9,14.1,281,51,5.5,3-25,0,0,0,18:27,8,0,1,12,0,1,,,,,,,,,
110,262520120,Maryland,24,home,2,3,0,6,16,3-8,0-0,274,147,11-16,8.7,135,34,4.0,3-25,1,1,0,15:56,Middle Tennessee,10,away,1,1,0,0,1,0,4,21,9-16,1-4,321,227,22-41,5.3,105,33,3.2,5-33,3,2,1,20:44,5,0,1,,,,,,,15,0,1,,,
111,262520249,SMU,6,away,1,0,1,0,14,6-16,0-1,270,174,20-29,5.5,111,32,3.5,8-77,3,1,2,13:19,North Texas,24,home,1,2,30,1,4,0,6,15,7-13,0-0,313,145,12-17,8.5,168,38,4.4,5-50,1,1,0,23:21,6,0,3,2,0,2,,,,,,,,,
112,262520218,Temple,0,home,0,0,0,,12,3-14,0-3,230,248,14-29,7.4,16,27,0.6,4-45,2,1,1,17:30,Louisville,62,away,1,7,33,0,5,1,14,31,9-13,1-1,671,362,21-35,10.3,312,43,7.3,6-53,1,0,1,18:08,,,,0,0,1,,,,20,0,1,,,
113,262520058,Florida International,20,away,1,0,1,2,15,5-16,0-2,262,252,20-33,7.2,24,31,0.8,8-60,2,1,1,20:04,South Florida,21,home,1,1,129,1,3,1,3,16,4-12,1-2,297,174,15-28,6.2,123,34,3.6,8-92,3,1,2,16:36,82,1,3,0,0,1,,,,14,1,2,,,
114,262520057,Florida,42,home,0,2,4,4,27,11-14,0-0,637,433,25-38,11.4,204,36,5.7,10-71,4,2,2,19:40,UCF,0,away,2,0,1,0,2,0,,11,3-16,1-4,153,147,17-36,3.7,21,24,0.9,6-30,0,0,0,17:00,10,0,6,3,0,2,,,,,,,,,
115,262520235,Chattanooga,14,away,1,0,2,2,12,0-0,0-0,249,111,15-27,4.1,138,28,4.9,6-69,1,0,1,17:54,Memphis,33,home,0,2,42,0,7,2,,22,5-12,1-1,427,334,21-32,10.3,99,32,3.1,4-35,2,1,1,18:43,,,,30,0,1,,,,,,,,,
116,262522572,Southeastern Louisiana,0,away,2,0,0,,15,0-0,0-0,219,92,18-33,3.2,112,34,3.3,8-62,3,1,2,20:40,Southern Mississippi,45,home,1,4,9,0,3,1,9,23,3-9,3-4,448,194,11-16,12.0,256,44,5.8,5-19,2,2,0,15:55,,,,20,0,2,,,,,,,,,
117,262520005,UAB,17,home,2,0,2,5,22,6-14,2-2,323,199,17-23,8.7,124,42,3.0,6-48,3,3,0,19:50,East Carolina,12,away,3,0,,,,1,6,21,4-14,1-2,376,288,20-38,7.4,96,27,3.6,7-76,3,2,1,16:38,0,0,3,,,,,,,29,0,1,,,
118,262520248,Tulane,7,away,1,0,1,1,8,2-13,0-2,224,187,16-29,5.8,55,23,2.4,5-32,2,1,1,17:03,Houston,45,home,1,3,31,0,7,3,9,26,7-14,1-3,621,383,27-45,8.4,244,35,7.0,5-34,2,1,1,19:08,,,,1,0,1,,,,16,0,1,,,
119,262522628,UC Davis,13,away,0,1,0,7,12,0-0,0-0,251,213,15-28,8.0,26,28,0.9,5-39,2,0,2,16:33,TCU,46,home,0,4,28,0,4,2,10,27,7-12,1-1,461,202,18-23,8.3,271,53,5.1,10-82,0,0,0,20:07,,,,27,0,2,77,0,4,,,,,,
120,262522579,South Carolina,0,home,0,0,0,0,15,4-11,0-2,255,226,23-33,6.7,35,22,1.6,4-18,3,3,0,17:48,Georgia,18,away,3,1,6,0,2,0,10,19,4-11,0-0,387,189,10-22,8.6,198,39,5.1,6-46,3,0,3,18:52,20,0,3,,,,,,,-3,0,3,,,
121,262520096,Texas State,7,away,1,0,1,,0,0-0,0-0,210,132,13-27,5.7,55,26,2.1,0-0,2,1,1,,Kentucky,41,home,1,3,148,0,6,3,5,22,7-13,2-2,425,260,18-26,9.5,178,40,4.4,9-90,2,1,1,20:12,0,0,1,0,0,1,22,0,1,0,0,1,,,
122,262520333,Alabama,13,home,1,0,1,7,23,8-15,0-1,341,220,18-29,7.1,134,40,3.3,3-28,3,2,1,22:11,Vanderbilt,10,away,2,0,-3,0,2,1,4,12,4-12,1-1,235,155,16-24,6.5,80,23,3.5,2-30,4,1,3,14:29,-2,0,5,0,0,1,,,,2,0,3,,,
123,262520344,Auburn,34,away,4,2,2,10,20,6-13,1-1,388,283,22-32,8.7,111,36,3.1,4-30,2,2,0,18:14,Mississippi State,0,home,2,0,30,0,3,,0,11,5-15,0-0,161,111,12-25,3.3,79,33,2.4,4-48,5,4,1,17:37,39,0,8,,,,,,,0,0,1,,,
124,262520008,Utah State,0,away,1,0,0,,18,3-14,0-1,249,114,11-28,4.1,135,39,3.5,3-25,0,0,0,21:38,Arkansas,20,home,0,2,58,0,4,1,2,18,5-13,1-1,457,182,11-22,8.1,279,38,7.3,8-90,1,1,0,15:02,-1,0,2,,,,,,,,,,,,
125,262522459,Northern Illinois,23,home,2,2,1,5,22,5-14,0-2,462,264,19-42,6.2,201,26,7.7,3-26,0,0,0,13:09,Ohio,35,away,0,2,12,0,2,3,5,24,11-16,0-0,509,332,25-34,9.8,177,37,4.8,6-65,2,2,0,22:09,10,0,3,,,,,,,,,,,,
126,262520349,Army,17,home,1,2,0,5,18,5-16,1-1,275,114,14-28,3.7,171,47,3.6,6-50,2,0,2,20:55,Kent State,14,away,0,1,11,0,4,1,2,17,2-12,2-3,290,96,9-23,4.0,198,41,4.8,5-45,2,1,1,15:45,0,0,4,17,0,2,,,,0,0,1,,,
127,262520152,NC State,17,home,0,0,2,5,15,3-15,1-2,290,211,16-32,6.5,81,32,2.5,9-82,3,2,1,17:02,Akron,20,away,2,3,9,0,6,0,2,18,4-17,0-1,381,319,13-32,8.3,114,42,2.7,11-91,0,0,0,19:38,32,0,8,0,0,1,,,,,,,,,
128,262522711,Western Michigan,31,home,2,1,2,7,11,4-12,3-3,261,98,11-15,6.5,163,32,5.1,6-40,0,0,0,16:37,Toledo,10,away,0,1,-12,0,3,0,4,17,7-15,1-2,306,261,18-31,7.0,88,32,2.8,8-50,5,2,3,20:03,0,0,1,,,,,,,106,1,3,,,
129,262520189,Bowling Green,48,home,1,4,3,4,29,5-12,0-1,570,221,18-26,8.2,356,58,6.1,8-51,3,2,1,18:11,Buffalo,40,away,2,3,81,1,4,0,10,17,6-17,1-1,243,160,21-32,4.3,105,47,2.2,7-78,1,1,0,17:38,12,0,3,43,0,1,,,,,,,,,
130,262520052,Troy,17,away,3,1,1,5,13,7-15,0-0,295,271,31-48,5.6,24,14,1.7,8-71,3,0,3,16:57,Florida State,24,home,0,1,-18,0,3,2,6,23,6-12,0-0,381,348,30-43,7.8,45,28,1.6,6-51,4,3,1,19:02,0,0,3,0,0,3,,,,0,0,1,,,
131,262520103,Clemson,33,away,1,2,2,9,23,9-18,0-0,479,370,25-40,8.6,136,41,3.3,5-40,1,1,0,19:01,Boston College,34,home,1,2,15,0,6,1,10,22,8-16,0-0,322,213,22-38,5.6,110,37,3.0,7-54,1,1,0,17:23,,,,,,,,,,,,,,,
132,262520154,Duke,13,away,2,0,1,7,24,5-12,0-0,367,317,21-32,9.5,62,39,1.6,10-52,2,2,0,21:13,Wake Forest,14,home,2,1,-2,0,2,1,2,14,5-12,0-0,292,241,22-29,8.1,57,24,2.4,9-90,2,2,0,15:36,0,0,3,,,,,,,,,,,,
133,262520153,North Carolina,10,home,2,0,1,4,16,2-14,0-2,268,181,19-38,4.7,89,31,2.9,1-10,5,1,4,21:09,Virginia Tech,35,away,1,3,23,0,6,1,5,9,2-10,0-0,224,112,11-18,5.9,117,30,3.9,7-55,2,2,0,15:31,30,0,3,141,1,4,,,,,,,,,
134,262522390,Florida A&M,10,away,0,0,1,4,13,0-0,0-0,225,141,11-20,7.2,82,23,3.6,9-64,2,2,0,14:37,Miami,51,home,2,5,21,0,2,2,7,31,6-10,1-2,563,235,20-28,8.0,339,47,7.2,7-65,1,0,1,22:12,,,,,,,86,0,5,11,0,1,,,
135,262520059,Samford,6,away,0,0,0,6,0,0-0,0-0,163,152,20-45,3.4,11,15,0.7,10-60,2,0,2,17:29,Georgia Tech,38,home,0,1,103,0,8,2,8,19,8-16,1-1,315,138,19-32,4.3,177,36,4.9,6-51,1,0,1,19:11,9,0,1,126,2,2,137,0,4,0,0,1,,,
136,262520276,Marshall,54,home,2,4,3,6,26,7-14,2-2,519,215,25-33,6.2,313,38,8.2,12-104,4,4,0,27:49,Hofstra,31,away,4,2,,,,2,5,15,2-15,2-2,264,242,26-50,5.4,-5,18,-0.3,5-52,2,2,0,17:11,85,0,6,,,,,,,,,,71,0,5
137,262590024,Stanford,9,home,1,1,0,3,23,7-12,0-1,344,280,26-41,6.6,74,25,3.0,3-15,3,2,1,14:48,Navy,37,away,2,4,10,0,1,0,13,29,9-14,0-0,446,81,9-12,6.5,368,69,5.3,4-34,1,1,0,22:18,0,0,1,0,0,1,,,,,,,,,
138,262590221,Pittsburgh,23,home,1,1,2,5,21,4-13,2-2,358,282,28-47,5.9,81,20,4.1,3-18,3,1,2,15:02,Michigan State,38,away,1,3,14,0,5,2,8,25,11-15,0-0,533,203,16-25,7.9,335,48,7.0,9-75,2,1,1,21:38,3,0,1,0,0,2,,,,3,0,1,,,
139,262590356,Syracuse,31,away,1,1,2,7,17,9-16,0-0,369,178,9-18,9.3,202,44,4.6,7-61,1,0,1,18:37,Illinois,21,home,0,1,2,0,1,0,3,18,7-15,0-0,398,318,17-33,8.7,110,31,3.5,12-106,2,1,1,18:03,36,0,3,1,0,1,,,,0,0,1,,,
140,262590275,San Diego State,0,away,2,0,0,,7,2-16,1-1,115,125,15-27,3.8,13,26,0.5,3-26,1,1,0,15:12,Wisconsin,14,home,1,1,57,0,8,1,2,14,7-17,0-3,372,93,12-23,3.7,287,45,6.4,4-45,2,2,0,21:09,18,0,6,,,,,,,,,,,,
141,262592294,Iowa State,17,away,0,1,1,5,18,6-13,0-1,323,156,15-31,4.9,171,36,4.8,5-35,0,0,0,19:37,Iowa,27,home,0,0,61,0,3,3,9,22,6-14,0-0,410,278,26-38,7.2,136,30,4.5,5-57,1,0,1,17:03,0,0,2,,,,,,,22,0,1,,,
142,262590087,Notre Dame,21,home,0,0,3,3,14,2-14,1-2,245,260,25-49,4.9,4,17,0.2,11-84,6,3,3,16:04,Michigan,47,away,3,1,64,0,5,3,11,17,4-13,0-0,340,232,13-22,10.0,120,41,2.9,5-70,1,0,1,20:36,4,0,2,66,1,3,,,,51,0,1,,,
143,262590194,Cincinnati,7,away,0,0,1,1,11,3-11,0-0,212,275,20-25,8.6,-4,22,-0.2,5-23,3,0,3,16:21,Ohio State,37,home,0,2,18,0,3,2,13,22,4-12,0-0,444,302,25-35,7.9,166,32,5.2,7-60,0,0,0,20:19,3,0,2,2,0,3,,,,,,,,,
144,262590135,Temple,0,away,0,0,0,0,7,2-15,0-2,157,121,17-30,3.2,61,29,2.1,5-30,4,2,2,19:08,Minnesota,62,home,2,4,81,0,9,4,14,20,2-11,3-4,448,166,9-17,9.8,282,45,6.3,4-30,1,0,1,17:32,0,0,1,28,0,2,,,,10,0,1,,,
145,262592509,Ball State,28,away,1,1,2,8,19,5-14,0-1,352,323,24-37,7.9,61,29,2.1,6-33,2,1,1,19:12,Purdue,38,home,1,2,0,0,2,3,8,23,5-12,0-0,533,416,30-39,10.7,117,28,4.2,8-75,3,1,2,17:28,10,0,4,15,0,1,,,,52,0,2,,,
146,262590084,Southern Illinois,35,away,1,1,4,5,0,7-14,0-0,386,141,10-19,7.5,244,50,4.9,9-74,1,1,0,20:20,Indiana,28,home,1,3,0,0,1,1,4,23,3-12,1-4,314,258,20-40,5.9,76,33,2.3,3-28,2,1,1,16:20,23,0,3,,,,63,0,4,0,0,1,,,
147,262590077,Eastern Michigan,6,away,1,0,0,6,5,2-15,0-0,134,64,9-25,1.9,87,28,3.1,6-50,2,0,2,16:06,Northwestern,14,home,0,2,0,0,1,0,2,15,8-17,0-0,266,115,16-26,4.2,156,44,3.5,3-25,2,1,1,20:34,81,0,8,35,0,2,,,,5,0,1,,,
148,262590030,Nebraska,10,away,0,1,0,4,10,5-14,2-3,211,154,9-17,8.4,68,36,1.9,5-51,1,1,0,17:16,USC,28,home,1,1,4,0,2,3,4,26,9-15,1-2,399,264,25-37,6.9,142,31,4.6,6-44,0,0,0,19:24,27,0,3,,,,,,,,,,,,
149,262590264,Fresno State,20,away,0,2,1,2,17,4-11,1-1,297,144,11-21,6.7,157,37,4.2,2-10,1,0,1,18:18,Washington,21,home,0,1,23,0,3,2,3,16,8-15,1-1,279,153,15-26,5.8,128,35,3.7,3-34,0,0,0,18:22,27,0,1,36,0,1,,,,,,,,,
150,262590038,Colorado,3,home,2,0,0,3,13,5-16,0-0,214,111,8-18,4.8,128,44,2.9,4-38,3,2,1,18:07,Arizona State,21,away,2,1,78,0,5,2,3,24,8-15,0-1,430,256,21-37,6.7,182,37,4.9,11-73,4,2,2,17:53,0,0,2,26,0,1,,,,9,0,2,,,
151,262590025,Portland State,16,away,2,0,2,4,16,2-12,1-1,273,158,15-25,7.0,97,34,2.9,6-26,2,1,1,20:36,California,42,home,1,3,22,0,5,2,6,23,5-10,0-1,502,312,24-37,8.4,193,31,6.2,9-103,3,2,1,16:04,12,0,1,30,1,1,56,0,3,29,0,1,,,
152,262590012,Stephen F. Austin,10,away,1,1,0,4,10,0-0,0-0,196,105,15-25,4.4,86,25,3.4,6-52,1,1,0,16:32,Arizona,28,home,1,3,0,0,2,1,,20,8-13,1-1,407,144,17-25,5.8,263,41,6.4,5-34,2,1,1,19:29,,,,,,,,,,,,,,,
153,262592483,Oklahoma,33,away,2,2,1,15,19,4-14,1-1,381,186,13-24,7.3,207,43,4.8,8-69,1,1,0,21:08,Oregon,34,home,1,2,22,0,3,2,10,26,8-14,1-1,501,350,27-42,8.2,158,32,4.9,6-49,4,2,2,15:26,-3,0,2,,,,,,,0,0,2,,,
154,262590265,Baylor,15,away,1,0,1,1,15,6-16,1-2,246,291,31-49,5.2,-10,14,-0.7,7-55,4,2,2,18:38,Washington State,17,home,2,0,9,0,3,2,5,20,6-14,0-2,336,294,25-38,7.5,51,34,1.5,4-40,3,1,2,18:38,10,0,3,7,0,2,,,,0,0,2,,,
155,262590164,Ohio,7,away,0,0,1,1,8,5-16,0-1,119,146,14-29,4.3,-6,26,-0.2,9-55,5,3,2,18:08,Rutgers,24,home,3,2,-3,0,1,0,6,13,4-11,0-0,300,83,6-16,5.2,217,38,5.7,2-30,3,0,3,18:32,90,0,3,39,0,2,,,,21,0,3,,,
156,262570277,Maryland,24,away,1,1,2,6,24,8-17,3-5,333,211,24-45,4.7,122,33,3.7,3-40,5,3,2,18:58,West Virginia,45,home,3,4,0,0,1,1,9,18,2-8,1-1,383,44,6-9,4.8,340,43,7.9,10-95,1,1,0,17:25,15,0,3,0,0,2,,,,,,,,,
157,262590213,Youngstown State,3,away,1,0,0,3,10,3-13,0-0,184,111,16-27,5.1,47,28,1.7,3-20,3,1,2,19:00,Penn State,37,home,1,4,11,0,5,0,13,26,4-11,0-0,568,179,14-32,5.6,389,39,10.0,4-30,1,1,0,17:26,,,,32,0,2,19,0,1,,,,,,
158,262592306,Marshall,7,away,1,0,0,1,8,3-13,0-1,142,117,16-28,3.3,50,22,2.3,9-72,3,1,2,19:14,Kansas State,23,home,1,1,23,0,2,1,11,19,8-15,0-0,355,256,19-35,7.3,99,27,3.7,14-116,2,1,1,17:26,26,1,4,20,0,2,,,,0,0,1,,,
159,262590167,New Mexico,17,home,1,0,1,5,15,6-14,0-0,201,223,16-31,5.4,33,27,1.2,1-5,4,3,1,16:57,Missouri,27,away,3,2,0,0,1,1,9,21,7-16,1-2,396,199,25-36,5.5,197,40,4.9,2-11,2,1,1,19:09,5,0,1,0,0,1,,,,11,1,1,,,
160,262582649,Toledo,37,home,1,3,1,3,14,5-20,2-3,237,153,15-47,2.9,101,30,3.4,11-113,0,0,0,14:56,Kansas,31,away,0,2,20,0,7,2,3,23,5-16,0-0,391,261,23-41,5.9,148,40,3.7,8-82,5,1,4,20:49,0,0,1,,,,,,,152,1,4,,,
161,262590242,Rice,7,home,2,0,1,1,11,3-12,0-1,168,204,18-29,6.2,-12,20,-0.6,13-91,2,2,0,17:11,Texas,52,away,2,2,58,1,5,2,10,22,3-7,0-0,493,181,10-11,14.8,330,43,7.7,19-148,2,2,0,19:29,0,0,2,,,,,,,,,,,,
162,262592628,TCU,12,home,2,0,0,12,13,4-16,0-0,281,107,13-23,4.4,180,44,4.1,12-105,0,0,0,20:28,Texas Tech,3,away,0,0,24,0,6,0,3,13,3-14,0-3,242,220,23-47,4.3,38,15,2.5,3-37,2,2,0,16:12,2,0,6,,,,,,,,,,,,
163,262590245,Army,24,away,1,3,0,6,24,7-17,2-2,322,148,17-32,4.3,186,39,4.8,5-48,3,0,3,18:30,Texas A&M,28,home,0,3,9,0,1,1,3,18,5-11,1-2,364,104,7-11,9.3,262,44,6.0,7-59,1,1,0,18:10,16,0,1,8,0,3,,,,,,,,,
164,262590197,Florida Atlantic,8,away,0,1,0,,13,4-16,1-2,215,200,16-28,5.9,49,35,1.4,4-25,4,2,2,18:56,Oklahoma State,48,home,2,4,52,0,5,1,12,19,5-12,0-0,432,218,9-19,9.8,246,43,5.7,3-35,0,0,0,17:35,40,0,3,73,0,2,,,,,,,,,
165,262590328,Utah State,0,home,0,0,0,,0,0-3,0-0,0,-3,1-3,2.3,-10,6,-1.7,1-5,1,0,1,05:25,Utah,48,away,0,0,30,0,2,1,3,5,1-2,0-0,0,71,6-8,8.9,13,3,4.3,2-17,0,0,0,04:42,,,,21,0,1,,,,,,,,,
166,262590103,Boston College,30,home,1,2,2,4,23,4-14,1-1,471,366,29-48,7.4,115,26,4.4,2-10,4,2,2,17:05,BYU,23,away,2,1,39,0,4,1,11,27,6-16,0-1,547,443,38-60,7.3,111,30,3.7,10-67,3,1,2,19:35,14,0,4,0,0,2,,,,0,0,2,,,
167,262592440,Nevada,28,home,0,2,2,4,23,8-12,1-1,381,217,19-22,9.5,171,41,4.2,5-35,1,0,1,20:36,Colorado State,10,away,0,0,37,1,3,0,4,10,4-14,1-1,177,144,14-26,4.3,64,24,2.7,7-59,2,0,2,15:15,5,0,1,24,0,1,,,,32,0,2,,,
168,262592751,Boise State,17,away,0,1,0,5,17,2-12,2-2,246,137,12-21,5.5,130,41,3.2,7-55,0,0,0,18:08,Wyoming,10,home,0,1,13,0,1,0,4,15,6-15,2-2,251,196,14-30,5.9,73,29,2.5,8-45,2,0,2,18:32,14,0,3,,,,,,,86,1,2,,,
169,262572393,Tennessee Tech,0,away,0,0,0,,11,0-0,0-0,135,104,13-28,4.5,10,33,0.3,4-27,5,2,3,20:51,Middle Tennessee,44,home,2,3,14,0,4,2,8,14,5-13,0-0,301,135,12-24,5.3,174,29,6.0,7-55,1,0,1,15:49,2,0,2,62,0,3,119,0,5,0,0,1,,,
