,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns
212,252670333,Arkansas,13,away,0,1,42,0,4,0,7,,,,14,3-17,2-3,318,93,11-27,3.0,237,40,5.9,0-0,3,2,1,17:33,Alabama,24,home,2,1,10,0,2,2,6,7,0,1,16,3-14,0-1,301,190,13-27,6.4,128,37,3.5,0-0,0,0,0,19:08,,,,,,
213,252670002,Western Kentucky,14,away,1,2,0,0,3,0,2,,,,14,5-13,0-1,342,200,12-22,8.5,155,34,4.6,0-0,2,0,2,17:07,Auburn,37,home,0,1,23,0,3,3,13,35,0,2,20,3-9,0-0,409,200,13-22,9.1,209,42,5.0,0-0,1,1,0,19:24,,,,,,
214,252670195,Kent State,32,away,0,1,0,0,1,2,6,73,1,1,19,6-16,2-2,460,388,30-51,7.6,72,24,3.0,0-0,6,0,6,16:07,Ohio,35,home,0,4,-1,0,2,1,5,72,0,6,24,8-17,0-0,518,145,13-20,7.3,373,57,6.5,0-0,2,0,2,20:29,,,,,,
215,252672006,Northern Illinois,42,away,0,0,19,0,2,6,6,,,,26,7-16,1-1,536,495,39-52,9.3,50,27,1.9,0-0,3,2,1,18:31,Akron,48,home,2,1,76,0,6,5,10,29,0,1,20,5-15,0-0,525,406,20-39,10.4,119,32,3.7,0-0,0,0,0,17:31,,,,,,
216,252672117,Central Michigan,20,home,0,2,50,0,3,0,8,,,,20,4-17,1-4,384,217,18-31,5.9,202,49,4.1,0-0,0,0,0,17:50,Eastern Michigan,23,away,0,0,0,0,2,2,11,,,,24,6-18,2-2,497,380,36-56,6.8,117,28,4.2,0-0,0,0,0,18:52,,,,,,
217,252670228,Clemson,13,home,0,1,17,0,4,0,7,7,0,2,13,0-11,0-0,251,170,19-28,5.3,102,29,3.5,0-0,0,0,0,14:58,Boston College,16,away,0,2,30,0,6,0,4,,,,25,10-20,0-0,385,222,24-44,5.0,164,46,3.6,0-0,2,0,2,21:42,,,,,,
218,252670152,North Carolina,31,away,2,1,74,1,7,2,7,,,,22,3-12,0-1,321,217,13-23,7.7,144,49,2.9,0-0,2,1,1,21:02,NC State,24,home,1,2,14,0,4,1,6,0,0,1,16,3-13,0-0,270,307,21-35,7.3,13,28,0.5,0-0,2,2,0,15:38,,,,,,
219,252670259,Georgia Tech,7,away,0,0,14,0,3,1,1,,,,6,2-16,1-1,217,154,13-32,4.5,74,25,3.0,0-0,3,1,2,22:11,Virginia Tech,51,home,1,2,36,0,7,1,15,54,2,2,15,2-13,0-2,320,240,13-22,10.1,97,44,2.2,0-0,0,0,0,18:55,,,,,,
220,252670258,Duke,7,away,1,0,9,0,3,1,1,,,,11,5-15,1-1,215,116,9-18,6.0,107,39,2.7,0-0,4,1,3,19:12,Virginia,38,home,1,1,8,0,4,4,8,22,0,3,17,9-15,0-0,324,223,15-25,8.6,110,35,3.1,0-0,1,1,0,17:24,,,,,,
221,252672032,Florida International,24,away,2,1,,,,2,6,,,,28,3-15,3-4,460,392,30-45,8.0,98,40,2.5,0-0,7,2,5,23:30,Arkansas State,66,home,2,6,13,0,2,2,12,238,1,5,22,2-6,1-1,498,214,11-13,14.9,304,35,8.7,0-0,2,2,0,12:12,,,,,,
222,252652226,Florida Atlantic,21,home,1,0,,,,2,3,42,1,3,21,8-16,0-1,349,192,14-31,5.4,181,42,4.3,0-0,4,0,4,18:10,Louisiana Monroe,28,away,0,2,7,0,3,2,4,56,0,4,21,8-13,0-0,386,214,19-31,6.9,172,39,4.4,0-0,4,1,3,18:01,,,,,,
223,252740150,Duke,21,home,1,2,8,0,1,0,7,33,0,1,20,11-20,2-2,331,172,16-27,5.6,179,58,3.1,0-0,1,0,1,23:38,Navy,28,away,0,3,6,0,3,1,4,0,0,1,13,4-9,0-1,413,93,4-9,9.7,326,35,9.3,0-0,2,1,1,12:18,,,,,,
224,252740127,Michigan,34,away,2,1,25,0,2,3,10,14,0,2,21,4-17,3-3,488,260,26-36,7.1,232,43,5.4,0-0,3,2,1,18:12,Michigan State,31,home,2,2,0,0,2,1,7,14,0,1,21,8-14,0-0,455,299,20-31,9.1,173,37,4.7,0-0,4,2,2,17:56,,,,,,
225,252742294,Iowa,35,home,0,3,26,0,2,2,5,0,0,1,25,6-9,0-0,476,175,17-23,7.6,301,39,7.7,0-0,2,1,1,17:24,Illinois,7,away,1,0,,,,1,1,30,0,1,21,9-18,0-2,374,253,32-44,5.3,141,33,4.3,0-0,1,0,1,18:00,,,,,,
226,252740275,Indiana,24,away,0,0,34,0,3,3,6,42,0,2,18,4-18,1-1,369,269,20-41,6.0,125,33,3.8,0-0,5,3,2,17:36,Wisconsin,41,home,3,1,86,1,4,3,11,1,0,2,20,5-14,0-0,377,295,13-24,11.4,103,38,2.7,0-0,2,0,2,18:16,,,,,,
227,252730213,Penn State,44,home,1,5,8,0,4,0,14,0,0,1,35,12-19,1-1,539,175,13-32,5.5,364,59,6.2,0-0,0,0,0,21:06,Minnesota,14,away,0,1,-4,0,1,1,2,,,,13,6-15,2-3,287,179,16-28,6.2,113,32,3.5,0-0,2,1,1,14:33,,,,,,
228,252742509,Notre Dame,49,away,1,4,0,0,1,3,7,0,0,1,32,9-16,0-1,621,468,30-39,12.0,153,50,3.1,0-0,2,0,2,22:02,Purdue,28,home,0,2,18,0,2,2,4,32,0,2,29,5-13,1-3,514,350,33-58,6.0,164,24,6.8,0-0,2,1,1,14:36,,,,,,
229,252740009,Arizona State,28,home,1,1,111,1,3,,4,,,,20,6-14,1-2,415,380,26-45,7.7,68,32,2.1,0-0,5,0,5,15:08,USC,38,away,0,5,13,0,3,0,8,14,0,5,27,5-15,0-2,631,270,23-39,6.6,373,49,7.6,0-0,1,1,0,21:32,,,,,,
230,252740026,Washington,17,away,0,2,4,0,4,0,5,0,0,2,17,3-16,1-2,401,198,14-28,6.7,213,41,5.2,0-0,2,2,0,19:16,UCLA,21,home,2,1,25,0,2,2,3,,,,20,2-11,1-1,352,287,29-44,6.5,65,25,2.6,0-0,2,0,2,17:25,,,,,,
231,252740024,Oregon,44,away,1,3,-1,0,5,3,8,86,0,2,25,9-15,1-2,595,469,30-39,11.9,132,35,3.8,0-0,2,1,1,19:00,Stanford,20,home,1,0,22,1,1,1,8,0,0,1,17,2-10,0-0,220,192,16-29,5.4,64,27,2.4,0-0,3,1,2,17:46,,,,,,
232,252740025,Arizona,0,away,1,0,44,0,4,,,9,0,1,13,5-16,0-1,206,175,19-36,4.7,37,28,1.3,0-0,3,0,3,15:55,California,28,home,0,2,45,0,4,2,4,50,0,3,18,5-13,0-1,331,161,14-21,6.5,194,44,4.4,0-0,2,1,1,20:47,,,,,,
233,252740204,Washington State,33,away,1,3,29,0,3,1,9,0,0,2,30,9-17,0-1,638,550,31-59,9.0,107,38,2.8,0-0,5,1,4,14:35,Oregon State,44,home,1,3,44,0,4,1,14,75,1,4,21,7-19,0-1,410,302,20-45,6.6,114,36,3.2,0-0,3,1,2,11:29,,,,,,
234,252740052,Florida State,38,home,3,2,20,0,5,3,8,0,0,1,18,7-16,1-1,512,418,22-36,11.0,116,36,3.2,0-0,2,1,1,19:23,Syracuse,14,away,1,1,4,0,1,1,2,12,0,1,12,4-15,0-1,234,231,14-25,7.6,45,31,1.5,0-0,4,3,1,17:39,,,,,,
235,252730164,Rutgers,37,home,2,0,71,1,2,3,13,13,0,1,19,6-15,0-0,453,258,14-28,8.9,203,43,4.7,0-0,2,0,2,19:09,Pittsburgh,29,away,0,0,116,0,4,4,3,4,0,2,24,8-19,1-3,360,416,35-59,6.3,-11,25,-0.4,0-0,3,2,1,16:35,,,,,,
236,252740277,Virginia Tech,34,away,2,2,0,0,5,2,10,,,,23,10-15,0-0,391,182,15-17,10.4,214,53,4.0,0-0,0,0,0,22:40,West Virginia,17,home,0,0,2,0,1,2,5,,,,11,5-13,1-1,253,115,11-14,7.4,150,34,4.4,0-0,2,2,0,14:00,,,,,,
237,252740158,Iowa State,20,away,1,1,11,0,1,1,8,,,,21,6-19,1-2,374,360,23-41,7.7,57,38,1.5,0-0,1,0,1,19:07,Nebraska,27,home,0,1,70,0,5,2,9,6,0,1,26,4-14,0-1,467,451,36-55,7.8,36,25,1.4,0-0,1,1,0,17:09,,,,,,
238,252740197,Oklahoma State,0,home,1,0,-1,0,4,0,0,,,,11,2-17,2-3,208,146,14-29,4.0,92,38,2.4,0-0,2,0,2,18:08,Colorado,34,away,0,2,17,0,9,1,10,101,1,2,18,6-16,0-0,381,172,16-28,6.0,213,41,5.2,0-0,1,1,0,18:30,,,,,,
239,252740201,Oklahoma,43,home,2,4,25,0,3,1,11,14,0,1,19,3-13,0-0,371,141,12-22,6.3,232,44,5.3,0-0,0,0,0,18:41,Kansas State,21,away,0,1,2,0,2,2,1,,,,15,4-14,0-1,248,264,14-29,7.8,22,32,0.7,0-0,3,2,1,17:13,,,,,,
240,252740142,Texas,51,away,3,4,129,1,5,2,9,30,0,1,23,4-10,0-2,585,249,15-22,10.7,349,50,7.0,0-0,2,1,1,18:10,Missouri,20,home,1,3,,,,0,2,0,0,1,27,7-18,1-2,330,220,21-39,4.9,139,47,3.0,0-0,4,3,1,18:31,,,,,,
241,252742641,Texas Tech,30,home,1,1,14,0,5,1,12,-3,0,2,24,4-15,0-0,380,369,34-53,6.3,47,26,1.8,0-0,4,3,1,18:23,Kansas,17,away,3,1,75,0,6,1,5,15,0,1,19,5-17,0-1,271,179,21-38,4.1,117,37,3.2,0-0,3,1,2,18:18,,,,,,
242,252740245,Baylor,13,away,0,0,30,0,5,1,7,0,0,1,23,9-19,0-2,347,262,25-45,4.9,125,45,2.8,0-0,2,2,0,21:20,Texas A&M,16,home,2,2,-1,0,1,0,4,,,,15,5-16,2-2,287,132,12-31,4.3,155,34,4.6,0-0,2,0,2,15:20,,,,,,
243,252740153,North Carolina,31,home,6,1,3,0,2,2,7,0,0,1,20,7-16,0-1,352,276,16-31,8.6,85,39,2.2,0-0,2,0,2,18:15,Utah,17,away,0,1,0,0,5,1,5,12,0,2,22,4-13,0-1,378,235,22-34,6.2,167,38,4.4,0-0,7,6,1,18:25,,,,,,
244,252740021,San Diego State,31,home,1,3,1,0,2,,7,29,0,2,26,13-20,0-1,508,248,21-31,7.8,265,55,4.8,0-0,1,1,0,21:14,BYU,10,away,1,1,,,,0,4,,,,15,4-16,1-2,305,280,25-49,5.3,44,19,2.3,0-0,3,1,2,15:27,,,,,,
245,252720036,Air Force,23,away,1,1,18,0,1,1,11,0,0,1,16,3-14,3-3,357,130,9-20,6.5,227,44,5.2,0-0,2,2,0,13:09,Colorado State,41,home,2,3,14,0,3,3,5,,,,23,6-13,2-2,551,338,18-29,11.7,213,42,5.1,0-0,2,1,1,12:21,,,,,,
246,252742751,UNLV,17,away,0,0,23,0,5,2,5,,,,20,5-16,1-2,330,271,26-48,5.0,91,32,2.8,0-0,3,1,2,17:27,Wyoming,42,home,1,2,11,0,3,3,6,10,1,2,25,5-12,0-0,441,374,23-31,11.2,95,34,2.8,0-0,0,0,0,19:13,,,,,,
247,252742628,TCU,49,home,2,5,35,0,3,2,7,71,0,4,13,0-13,1-2,464,192,16-28,6.9,272,34,8.0,0-0,1,1,0,15:35,New Mexico,28,away,1,2,27,0,4,2,4,,,,24,7-20,1-2,420,260,25-44,5.6,175,45,3.9,0-0,6,2,4,21:16,,,,,,
248,252740238,Vanderbilt,15,home,0,0,25,0,4,1,9,,,,23,8-18,0-0,347,250,26-45,5.4,102,33,3.1,0-0,1,0,1,21:27,Middle Tennessee,17,away,0,2,27,0,6,0,5,16,0,1,11,3-13,0-0,209,161,14-22,6.7,62,31,2.0,0-0,0,0,0,15:12,,,,,,
249,252740349,Army,13,home,0,2,6,0,1,0,1,,,,17,3-19,2-6,261,227,19-42,4.5,71,40,1.8,0-0,4,0,4,19:16,Connecticut,47,away,0,2,62,0,6,2,11,173,2,4,19,3-15,1-1,347,182,18-27,6.7,167,44,3.8,0-0,0,0,0,17:26,,,,,,
250,252740120,Virginia,33,away,0,2,,,,0,15,30,1,2,19,7-17,0-2,406,297,17-35,7.7,136,35,3.9,0-0,0,0,0,17:18,Maryland,45,home,0,4,,,,2,9,,,,33,7-11,1-1,570,329,25-33,9.7,250,46,5.4,0-0,2,0,2,19:22,,,,,,
251,252740097,Florida Atlantic,10,away,0,0,,,,1,4,21,0,1,15,3-14,0-0,202,242,15-25,7.5,15,42,0.4,0-0,2,1,1,22:32,Louisville,61,home,1,7,80,0,7,1,13,20,0,1,25,3-9,0-2,608,282,15-24,11.8,326,41,8.0,0-0,1,0,1,14:07,,,,,,
252,252742390,Miami,27,home,1,3,38,0,3,0,9,92,0,4,20,4-13,0-1,351,191,13-26,6.7,178,46,3.9,0-0,5,4,1,19:30,South Florida,7,away,4,0,12,0,3,1,,0,0,1,15,6-18,1-1,174,98,11-31,2.2,105,40,2.6,0-0,5,1,4,17:03,,,,,,
253,252710193,Miami (OH),44,home,0,2,0,0,1,3,14,6,0,5,28,5-15,1-1,539,365,23-37,9.9,174,40,4.3,0-0,1,0,1,10:19,Cincinnati,16,away,0,1,11,0,2,1,4,0,0,1,21,5-15,1-1,314,261,27-46,5.4,66,27,2.4,0-0,5,0,5,26:21,,,,,,
254,252740309,Louisiana,21,home,2,3,51,0,3,0,3,5,0,1,20,5-13,0-0,309,133,15-29,4.4,181,40,4.5,0-0,2,0,2,16:51,UCF,24,away,0,0,45,0,3,3,3,22,0,2,23,7-16,0-0,361,286,15-25,9.3,129,48,2.7,0-0,3,2,1,19:50,,,,,,
255,252740235,UTEP,20,away,0,1,,,,1,6,,,,30,3-14,0-1,505,454,23-53,8.1,74,25,3.0,0-0,7,4,3,14:36,Memphis,27,home,4,2,4,0,2,1,9,29,0,3,17,4-16,0-0,374,137,13-21,5.8,252,51,4.9,0-0,0,0,0,22:04,,,,,,
256,252740151,East Carolina,7,home,1,1,8,0,1,0,1,,,,20,6-11,0-1,363,211,20-28,7.2,161,34,4.7,0-0,5,4,1,16:11,Southern Mississippi,33,away,4,1,0,0,2,2,15,31,0,1,26,9-17,0-2,493,345,23-35,9.3,169,42,4.0,0-0,1,1,0,20:29,,,,,,
257,252740005,Rice,26,away,0,2,40,0,1,1,8,,,,26,4-8,0-0,365,100,9-18,5.4,267,51,5.2,0-0,4,1,3,19:27,UAB,45,home,1,3,22,0,1,3,9,15,0,3,24,7-12,1-2,506,379,27-36,10.3,134,31,4.3,0-0,0,0,0,16:52,,,,,,
258,252740202,Houston,30,away,3,3,57,0,6,1,6,20,0,1,22,4-15,1-1,476,290,19-31,8.9,200,45,4.4,0-0,2,1,1,18:23,Tulsa,23,home,1,0,94,1,6,2,5,0,0,1,17,10-21,0-0,360,304,26-49,5.8,77,26,3.0,0-0,4,3,1,17:35,,,,,,
259,252740276,Marshall,16,home,0,2,6,0,7,0,4,,,,27,5-18,1-1,413,320,34-60,5.2,99,33,3.0,0-0,1,0,1,20:13,SMU,13,away,0,0,31,0,3,1,7,39,0,1,7,5-18,0-0,191,159,10-25,6.0,40,34,1.2,0-0,0,0,0,15:59,,,,,,
260,252742655,Southeastern Louisiana,21,away,0,0,53,0,5,3,3,9,0,2,16,0-0,0-0,309,243,38-54,5.0,41,27,1.5,5-24,2,1,1,21:50,Tulane,28,home,1,1,34,0,5,2,2,4,0,1,15,7-19,1-3,352,332,24-50,6.5,28,21,1.3,0-0,2,0,2,14:29,51,0,4,,,
261,252740070,Utah State,13,away,2,1,24,0,2,1,1,25,0,1,19,6-14,0-1,293,168,14-27,5.8,136,34,4.0,0-0,3,0,3,16:23,Idaho,27,home,0,1,8,0,1,1,9,101,1,3,21,10-15,0-1,339,259,20-25,9.5,101,41,2.5,0-0,3,2,1,20:14,,,,,,
262,252742348,New Mexico State,14,away,0,1,0,0,1,1,2,,,,19,3-12,2-3,353,290,25-43,6.1,92,25,3.7,0-0,7,3,4,14:33,Louisiana Tech,34,home,3,2,11,0,4,2,10,29,0,2,22,6-17,1-1,426,249,22-39,6.4,177,42,4.2,0-0,0,0,0,22:31,,,,,,
263,252740062,Hawai'i,41,home,4,1,2,0,2,4,9,0,0,1,25,4-14,1-1,556,449,30-55,8.0,114,22,5.2,0-0,2,0,2,17:56,Boise State,44,away,0,0,114,1,4,3,6,43,1,2,23,6-17,3-3,430,224,18-33,6.3,223,48,4.6,0-0,5,4,1,18:43,,,,,,
264,252740333,Alabama,31,home,0,1,-2,0,3,3,7,35,0,2,17,4-12,0-1,407,300,15-18,15.9,121,37,3.3,0-0,2,2,0,19:07,Florida,3,away,2,0,28,0,3,0,3,,,,15,4-16,2-5,326,207,16-37,5.1,139,31,4.5,0-0,2,0,2,17:34,,,,,,
265,252742633,Ole Miss,10,away,0,1,8,0,2,0,4,,,,15,5-13,1-2,250,223,18-38,5.3,50,25,2.0,0-0,3,1,2,14:33,Tennessee,27,home,1,2,21,0,4,0,9,19,1,2,23,9-18,1-3,378,213,18-35,5.9,172,48,3.6,0-0,0,0,0,21:46,,,,,,
266,252740002,Auburn,48,home,1,5,74,0,7,1,12,,,,21,5-14,1-2,388,270,21-34,7.8,123,39,3.2,0-0,0,0,0,19:09,South Carolina,7,away,0,0,1,0,3,1,1,,,,7,2-12,0-2,199,142,16-24,5.4,70,28,2.5,0-0,1,1,0,17:30,,,,,,
267,252740344,LSU,37,away,0,3,78,0,5,2,7,0,0,1,23,4-9,0-0,402,242,23-28,8.2,172,37,4.6,0-0,1,1,0,19:46,Mississippi State,7,home,1,0,0,0,1,1,1,,,,12,1-11,1-2,229,203,11-26,6.7,56,28,2.0,0-0,1,0,1,16:00,,,,,,
268,252740023,San José State,23,home,2,0,-1,0,1,2,11,,,,16,2-15,1-2,377,331,20-40,8.2,49,25,2.0,0-0,2,0,2,14:54,Nevada,30,away,0,1,40,0,6,2,6,56,1,2,26,11-17,0-0,374,254,20-35,6.5,148,44,3.4,0-0,2,2,0,18:27,,,,,,
269,252742199,Eastern Michigan,27,home,0,1,5,0,2,2,9,11,0,2,21,10-20,0-1,340,231,23-40,5.4,122,41,3.0,0-0,1,0,1,21:34,Kent State,20,away,0,2,16,0,3,1,2,-2,0,1,22,7-15,0-1,319,270,29-46,5.3,76,30,2.5,0-0,2,0,2,15:22,,,,,,
270,252742006,Central Michigan,31,away,2,2,24,0,4,2,7,38,0,3,16,5-17,0-0,461,224,18-33,6.8,237,39,6.1,0-0,1,0,1,17:06,Akron,17,home,0,0,6,0,5,2,5,0,0,1,22,7-20,1-1,360,281,30-57,4.7,90,24,3.8,0-0,5,2,3,19:08,,,,,,
271,252700278,Fresno State,44,home,2,2,38,1,3,2,8,6,0,1,13,3-9,0-0,248,69,9-17,4.1,179,33,5.4,0-0,1,1,0,13:46,Toledo,14,away,1,1,0,0,4,1,2,,,,20,6-16,2-3,304,194,16-24,6.8,141,49,2.9,0-0,3,2,1,22:37,,,,,,
272,252742711,Buffalo,21,away,0,1,34,0,3,2,3,,,,20,5-18,2-3,360,329,30-38,7.6,72,41,1.8,0-0,1,1,0,22:30,Western Michigan,31,home,1,0,61,0,4,4,7,,,,16,2-11,0-0,335,192,14-24,7.7,151,31,4.9,0-0,0,0,0,14:09,,,,,,
273,252740103,Boston College,38,home,0,4,-6,0,3,1,8,,,,29,8-12,0-0,471,248,24-33,7.5,223,38,5.9,0-0,2,2,0,19:29,Ball State,0,away,2,0,,,,0,0,,,,11,2-14,1-1,159,125,18-24,4.7,46,32,1.4,0-0,0,0,0,17:11,,,,,,
274,252740154,Wake Forest,31,home,0,1,13,0,2,3,7,26,0,2,17,8-16,1-1,355,236,20-25,8.9,133,41,3.2,0-0,2,1,1,18:33,Clemson,27,away,1,3,10,0,2,0,9,3,0,1,28,7-13,0-1,454,319,28-42,7.2,150,38,3.9,0-0,2,0,2,18:21,,,,,,
275,252742433,Louisiana Monroe,31,home,1,2,0,0,1,2,7,0,0,1,22,4-12,1-2,409,261,16-32,8.2,148,34,4.4,0-0,0,0,0,15:42,Arkansas State,27,away,0,2,20,0,2,1,9,,,,29,11-18,0-1,450,286,22-32,8.6,175,51,3.4,0-0,2,1,1,20:58,,,,,,
276,252740050,Florida International,23,home,0,0,14,0,4,2,11,12,0,2,19,2-13,1-2,470,226,15-23,9.8,244,44,5.5,0-0,0,0,0,21:30,Florida A&M,6,away,0,0,,,,1,0,,,,6,0-0,0-0,154,106,10-18,7.0,28,26,1.1,4-20,2,0,2,15:31,,,,0,0,1
277,252812426,Air Force,24,away,1,1,13,0,4,2,6,34,0,1,15,3-11,0-0,306,124,6-9,12.3,195,49,4.0,0-0,1,0,1,15:12,Navy,27,home,0,2,7,0,1,1,9,0,0,1,16,5-14,3-3,388,177,8-12,14.3,217,52,4.2,0-0,2,1,1,11:24,,,,,,
278,252810084,Indiana,36,home,1,1,40,0,4,4,4,37,0,2,23,8-18,1-1,403,215,22-35,5.7,205,47,4.4,0-0,4,3,1,19:15,Illinois,13,away,3,0,,,,1,7,0,0,1,19,5-16,0-1,343,240,22-39,5.9,113,35,3.2,0-0,3,1,2,17:25,,,,,,
279,252810077,Northwestern,51,home,0,4,5,0,1,3,9,23,0,2,28,8-12,0-0,674,361,26-36,10.0,313,45,7.0,0-0,2,2,0,18:05,Wisconsin,48,away,2,2,19,0,2,4,12,,,,27,9-15,1-1,515,337,24-32,10.2,189,41,4.6,0-0,2,0,2,18:37,,,,,,
280,252812509,Purdue,17,home,0,1,0,0,2,1,5,,,,25,3-12,1-2,445,357,31-50,7.1,92,24,3.8,0-0,1,0,1,21:20,Iowa,34,away,0,0,19,0,3,3,14,0,0,1,28,6-15,0-0,535,363,19-33,10.8,178,50,3.6,0-0,0,0,0,15:19,,,,,,
281,252810130,Minnesota,23,away,0,1,14,0,6,1,11,,,,23,8-17,0-1,403,139,11-23,6.0,264,57,4.6,0-0,1,1,0,20:10,Michigan,20,home,1,1,0,0,1,0,8,,,,19,3-14,0-1,249,174,14-29,5.3,94,34,2.8,0-0,0,0,0,16:30,,,,,,
282,252810213,Penn State,17,home,2,2,3,0,2,0,5,36,0,1,11,2-13,1-1,195,78,11-20,3.9,117,37,3.2,0-0,0,0,0,17:29,Ohio State,10,away,0,1,5,0,2,0,4,,,,16,6-15,0-0,230,173,13-25,5.6,91,40,2.3,0-0,3,2,1,19:23,,,,,,
283,252810030,Arizona,21,away,1,0,13,0,1,,,34,0,1,12,1-9,1-2,245,183,16-25,7.2,64,23,2.8,0-0,1,0,1,14:20,USC,42,home,0,4,0,0,2,2,6,0,0,1,39,10-14,1-2,724,391,29-44,8.8,337,52,6.5,0-0,2,1,1,22:20,,,,,,
284,252810026,California,40,away,1,2,11,0,3,2,16,,,,26,4-14,1-1,545,216,18-35,6.1,330,41,8.0,0-0,1,0,1,21:21,UCLA,47,home,0,4,162,1,3,2,5,16,0,1,17,4-15,1-2,395,230,17-33,6.8,170,31,5.5,0-0,1,1,0,15:26,,,,,,
285,252810009,Oregon,31,away,0,1,88,0,6,2,11,60,0,2,23,6-18,2-3,512,278,20-40,6.9,234,47,5.0,0-0,3,1,2,18:52,Arizona State,17,home,1,0,15,0,1,,5,22,0,2,21,5-18,1-3,330,295,31-56,4.9,53,25,2.1,0-0,2,0,2,17:50,,,,,,
286,252810265,Washington State,21,home,0,2,2,0,3,1,3,,,,19,3-11,1-2,407,165,13-26,6.2,246,37,6.6,0-0,2,0,2,14:14,Stanford,24,away,0,0,30,0,4,3,6,0,0,2,27,9-16,0-0,475,266,19-29,8.9,218,47,4.6,0-0,0,0,0,22:26,,,,,,
287,252800041,Connecticut,26,home,1,3,72,0,7,0,8,0,0,2,18,3-15,0-0,342,45,6-15,3.0,297,58,5.1,0-0,0,0,0,21:27,Syracuse,7,away,0,0,41,0,3,1,1,,,,13,3-15,0-2,273,139,10-31,4.0,148,34,4.4,0-0,3,1,2,15:13,,,,,,
288,252810221,Cincinnati,20,away,3,1,32,0,4,2,2,,,,18,5-17,0-1,312,223,13-32,6.2,113,41,2.8,0-0,2,1,1,18:52,Pittsburgh,38,home,1,2,96,1,7,1,12,0,0,1,16,5-17,0-0,321,182,14-32,5.5,146,41,3.6,0-0,3,3,0,17:50,,,,,,
289,252810164,West Virginia,27,away,1,1,30,1,2,1,9,11,0,3,15,5-12,0-0,314,90,9-11,7.1,236,43,5.5,0-0,0,0,0,15:57,Rutgers,14,home,0,2,15,0,2,0,2,,,,17,7-17,1-3,295,183,18-31,5.5,124,40,3.1,0-0,4,1,3,20:06,,,,,,
290,252810158,Texas Tech,34,away,4,0,,,,4,10,20,0,2,23,1-10,3-3,412,406,34-45,8.2,44,23,1.9,0-0,2,1,1,19:01,Nebraska,31,home,1,2,43,0,2,2,7,14,0,1,22,2-8,0-1,364,240,21-35,6.5,135,35,3.9,0-0,6,4,2,17:41,,,,,,
291,252810038,Texas A&M,20,away,0,1,52,0,3,1,8,,,,16,4-14,1-1,336,270,19-36,7.2,78,28,2.8,0-0,1,1,0,17:30,Colorado,41,home,1,2,15,0,3,3,11,,,,25,7-15,0-0,559,401,29-38,10.6,158,37,4.3,0-0,0,0,0,19:12,,,,,,
292,252812306,Kansas,3,away,0,0,87,0,8,0,3,28,0,1,8,3-14,0-3,236,130,8-22,5.8,109,33,3.3,0-0,3,3,0,13:27,Kansas State,12,home,3,0,4,0,1,0,4,,,,13,5-17,0-0,182,160,15-24,6.1,35,45,0.8,0-0,1,0,1,23:13,,,,,,
293,252810197,Oklahoma State,31,home,1,2,11,0,2,1,11,,,,24,2-10,1-1,351,253,15-27,8.1,132,44,3.0,0-0,4,3,1,16:22,Missouri,38,away,3,3,76,0,2,2,8,0,0,1,27,6-13,0-2,549,223,22-29,7.7,326,49,6.7,0-0,1,1,0,20:16,,,,,,
294,252810066,Baylor,23,away,2,1,60,0,3,1,11,0,0,1,15,8-15,0-0,276,163,18-26,6.2,116,34,3.4,0-0,1,1,0,17:32,Iowa State,13,home,1,1,8,0,2,0,7,,,,19,5-12,1-2,320,235,19-31,6.8,110,38,2.9,0-0,3,2,1,19:09,,,,,,
295,252810251,Oklahoma,12,away,1,0,5,0,4,1,6,,,,12,6-18,1-1,171,115,12-33,2.8,77,33,2.3,0-0,3,2,1,18:05,Texas,45,home,2,1,6,0,5,3,9,0,0,1,20,6-15,2-2,444,255,14-27,8.9,203,40,5.1,0-0,1,1,0,18:19,,,,,,
296,252810036,Colorado State,21,home,0,1,18,0,2,2,3,8,0,2,18,4-11,1-1,377,226,18-26,8.7,151,30,5.0,0-0,1,0,1,16:37,Utah,17,away,0,1,10,0,3,1,5,,,,18,8-17,1-3,425,268,15-27,9.4,170,45,3.8,0-0,2,0,2,20:03,,,,,,
