,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns
712,313302567,Rice,24,away,3,0,2,42,0,3,6,38,0,2,10,4-18,1-4,250,180,23-40,4.1,87,28,3.1,3-20,1,0,1,16:18,SMU,27,home,0,3,8,0,5,1,40,0,2,3,22,0,1,14,2-12,0-0,368,184,16-25,7.2,189,35,5.4,5-48,5,3,2,24:37,17,0,5
713,313300062,Hawai'i,35,home,0,3,2,91,0,4,5,0,0,2,27,5-11,2-2,482,363,30-48,7.5,124,24,5.2,4-20,2,0,2,18:30,Tulane,23,away,0,3,0,0,1,0,128,0,6,3,51,0,2,16,5-15,2-2,287,102,12-29,3.5,185,41,4.5,5-41,2,0,2,17:46,-1,0,1
714,313300098,Troy,18,away,1,1,2,92,0,5,,,,,15,3-9,0-1,330,313,18-33,9.2,27,17,1.6,10-103,3,1,2,16:35,Western Kentucky,41,home,1,6,6,0,3,0,143,0,4,5,0,0,2,23,8-15,2-2,494,175,11-18,8.7,338,64,5.3,5-45,1,1,0,26:18,1,0,1
715,313302305,Kansas,10,home,0,0,0,28,0,4,4,119,1,3,10,3-16,2-4,137,93,10-21,3.4,65,38,1.7,6-49,3,1,2,17:09,Missouri,24,away,1,1,11,0,4,2,31,0,3,6,0,0,2,18,4-14,0-0,351,196,13-21,8.6,171,48,3.6,2-25,3,0,3,19:12,6,0,3
716,313280245,Texas,27,away,1,1,1,135,0,6,9,58,1,3,12,4-17,0-0,237,161,17-29,5.2,86,37,2.3,10-70,2,1,1,18:52,Texas A&M,25,home,1,0,35,0,11,2,83,0,4,13,20,0,1,22,5-17,0-0,328,228,20-49,4.6,104,33,3.2,10-117,4,1,3,21:29,95,0,5
717,313300275,Penn State,7,away,1,0,1,128,0,6,1,,,,12,4-13,0-2,233,119,11-25,4.8,114,27,4.2,7-78,4,3,1,13:25,Wisconsin,45,home,3,4,24,0,3,2,48,0,2,9,0,0,1,27,9-16,0-0,450,198,19-29,6.4,264,49,5.4,4-35,1,1,0,23:31,34,0,4
718,313300084,Indiana,25,home,0,3,0,150,0,7,5,,,,20,6-14,1-2,354,158,17-26,5.7,207,34,6.1,2-30,1,0,1,15:17,Purdue,33,away,0,2,1,0,5,1,99,0,2,15,0,0,1,27,11-20,0-0,508,222,19-31,7.0,292,55,5.3,9-90,0,0,0,21:11,0,0,1
719,313300130,Michigan,40,home,0,2,3,77,0,4,8,1,0,1,23,5-11,1-2,444,170,14-17,9.8,277,50,5.5,3-29,1,1,0,21:05,Ohio State,34,away,1,2,0,0,2,2,76,0,3,10,,,,18,5-12,1-2,372,250,14-26,9.0,137,31,4.4,5-47,1,0,1,15:30,0,0,1
720,313300135,Minnesota,27,home,1,2,1,50,0,2,9,,,,19,8-16,0-0,333,92,7-15,5.7,248,53,4.7,2-30,0,0,0,20:42,Illinois,7,away,0,1,0,0,4,0,80,0,4,1,,,,11,2-15,2-3,160,112,15-27,2.9,82,32,2.6,5-50,1,1,0,15:57,23,0,4
721,313300077,Northwestern,17,home,0,0,2,88,0,5,5,0,0,1,20,7-17,4-5,370,284,24-34,7.4,117,41,2.9,6-70,1,1,0,18:50,Michigan State,31,away,1,1,57,1,1,2,79,0,4,7,,,,21,8-13,0-0,380,214,14-20,10.7,166,36,4.6,8-66,1,0,1,17:50,,,
722,313290158,Iowa,7,away,0,1,0,82,0,4,1,,,,18,2-12,1-2,270,193,16-35,5.2,88,24,3.7,5-50,2,1,1,13:15,Nebraska,20,home,1,1,1,0,6,1,,,,8,0,0,1,25,10-21,1-1,385,163,12-22,7.4,222,61,3.6,9-74,0,0,0,23:07,18,0,5
723,313302348,New Mexico State,0,away,1,0,0,77,0,7,0,33,0,2,15,4-15,0-2,279,147,15-25,4.7,161,45,3.6,5-40,5,2,3,21:37,Louisiana Tech,44,home,2,3,79,1,2,1,,,,8,71,1,3,25,5-13,0-1,419,217,19-36,6.0,202,43,4.7,3-25,3,1,2,16:09,0,0,3
724,313300024,Stanford,28,home,1,0,4,24,0,1,4,42,0,2,23,8-15,0-0,429,233,20-31,7.5,196,42,4.7,11-113,2,1,1,19:48,Notre Dame,14,away,1,1,0,0,4,1,89,0,5,2,34,0,1,21,5-15,0-0,309,296,17-37,6.8,57,31,1.8,9-58,3,1,2,16:24,7,0,5
725,313300059,Georgia Tech,17,home,0,2,0,29,0,1,5,0,0,1,20,7-16,1-2,355,123,6-17,6.6,243,53,4.6,5-36,2,0,2,18:32,Georgia,31,away,0,0,4,0,2,4,84,0,3,7,0,0,2,18,4-10,0-0,380,265,19-29,8.7,128,28,4.6,6-45,1,0,1,17:39,,,
726,313300057,Florida State,21,away,0,2,0,34,0,1,3,130,1,4,8,2-15,1-2,95,97,6-13,5.0,30,46,0.7,9-85,1,1,0,19:37,Florida,7,home,1,0,20,0,3,1,16,0,1,1,,,,11,2-15,1-2,184,146,14-29,4.5,54,33,1.6,4-25,4,0,4,17:03,45,0,8
727,313300096,Kentucky,10,home,1,1,0,19,0,1,4,26,0,2,10,4-16,0-1,217,15,4-6,2.5,202,56,3.6,11-85,0,0,0,21:50,Tennessee,7,away,0,0,0,0,4,1,36,0,2,1,,,,15,4-15,0-2,276,230,15-38,5.7,61,24,2.5,5-32,3,1,2,14:37,1,0,5
728,313302579,Clemson,13,away,0,0,1,149,0,5,7,,,,12,6-17,1-2,153,117,11-30,2.8,70,30,2.3,5-25,1,0,1,14:03,South Carolina,34,home,0,1,0,0,5,3,22,0,2,10,26,0,1,19,8-18,2-2,420,226,14-20,10.5,210,53,4.0,3-41,0,0,0,22:37,29,0,2
729,313300154,Wake Forest,7,home,0,0,1,139,0,7,1,,,,17,6-16,0-3,329,192,19-38,4.8,146,32,4.6,4-37,1,1,0,16:35,Vanderbilt,41,away,1,3,1,0,3,2,57,0,2,11,,,,24,6-13,0-0,481,184,8-16,11.5,297,55,5.4,1-5,0,0,0,19:06,1,0,2
730,313300002,Auburn,14,home,1,0,0,183,1,6,2,,,,9,3-15,2-4,140,79,11-20,3.1,78,35,2.2,4-40,2,1,1,17:31,Alabama,42,away,1,1,21,0,3,3,,,,10,35,1,1,19,7-13,1-1,397,194,18-23,8.0,213,35,6.1,3-20,1,1,0,19:38,0,0,3
731,313300344,Mississippi State,31,home,2,2,2,31,0,2,7,,,,17,4-13,1-1,317,70,8-13,5.4,247,48,5.1,8-80,1,0,1,18:09,Ole Miss,3,away,0,0,-6,0,5,0,166,0,6,3,1,0,1,10,5-18,2-4,202,127,12-22,5.0,92,42,2.2,4-45,2,2,0,18:04,28,0,4
732,313290099,LSU,41,home,2,3,1,38,0,2,11,0,0,1,26,9-14,0-0,494,219,18-29,7.2,286,46,6.2,6-34,2,1,1,22:16,Arkansas,17,away,1,0,0,0,1,1,29,0,3,5,0,0,1,11,6-13,0-0,254,247,14-22,9.4,47,28,1.7,5-36,3,2,1,13:54,115,1,3
733,313300328,Utah State,21,home,1,1,2,72,0,4,3,,,,17,5-12,1-1,373,176,8-15,11.6,199,43,4.6,2-20,1,0,1,15:02,Nevada,17,away,0,1,24,0,3,1,82,0,4,5,9,0,1,25,6-14,0-1,500,325,27-35,9.0,185,39,4.7,9-64,1,1,0,20:56,0,0,1
734,313260195,Ohio,21,home,0,0,3,18,0,2,3,,,,21,6-12,0-0,435,211,18-26,7.8,232,43,5.4,4-40,1,0,1,18:34,Miami (OH),14,away,0,1,1,0,3,1,52,0,3,2,0,0,1,28,9-17,0-1,433,421,35-53,7.0,61,28,2.2,6-41,0,0,0,18:21,20,0,4
735,313292711,Western Michigan,68,home,4,2,7,78,0,5,12,-2,0,1,28,1-7,1-3,577,337,25-33,10.2,240,35,6.9,8-86,3,3,0,16:23,Akron,19,away,3,1,,,,0,74,0,6,5,,,,17,5-18,0-1,208,47,5-25,1.4,173,48,3.6,5-34,5,4,1,20:17,23,0,3
736,313292084,Bowling Green,42,away,0,2,4,50,0,4,6,33,0,1,17,5-15,1-2,355,236,14-31,7.6,119,35,3.4,3-35,2,0,2,16:21,Buffalo,28,home,0,2,0,0,1,0,105,0,6,8,53,1,2,21,9-21,1-2,345,170,16-39,4.0,188,49,3.8,10-90,1,0,1,20:02,0,0,3
737,313292390,Miami,17,home,1,1,1,98,0,5,5,,,,14,3-11,0-0,367,245,23-40,6.1,122,16,7.6,6-46,4,0,4,13:36,Boston College,24,away,0,0,22,0,6,2,38,0,2,6,52,1,4,20,4-12,0-1,349,203,13-17,11.5,153,50,3.1,4-23,1,1,0,23:04,18,0,3
738,313300258,Virginia,0,home,0,0,0,118,0,5,0,,,,14,3-11,0-1,241,242,16-30,7.0,30,26,1.2,6-54,4,2,2,15:03,Virginia Tech,38,away,2,3,33,0,4,2,21,0,1,8,22,0,2,21,6-13,1-1,410,230,16-25,9.1,183,45,4.1,5-60,0,0,0,21:37,9,0,4
739,313300153,Duke,21,away,0,0,3,142,0,8,3,0,0,1,15,7-14,0-1,331,299,26-41,7.0,46,21,2.2,9-79,4,2,2,14:06,North Carolina,37,home,2,1,3,0,4,3,84,0,3,13,0,0,2,25,7-15,0-0,508,333,22-35,9.2,187,40,4.7,9-75,1,0,1,22:16,41,0,4
740,313300239,Texas Tech,42,away,4,2,4,256,0,10,6,,,,25,5-11,0-0,444,403,42-56,7.1,46,17,2.7,9-85,4,2,2,14:32,Baylor,66,home,2,5,7,0,3,3,124,0,6,12,116,1,2,38,10-17,1-1,617,281,16-23,11.2,360,79,4.6,11-110,4,4,0,22:08,7,0,1
741,313300201,Iowa State,6,away,1,0,1,118,0,6,,26,0,3,13,5-14,0-2,245,127,13-28,4.5,120,36,3.3,7-34,4,3,1,15:49,Oklahoma,26,home,3,2,5,0,3,0,40,0,2,14,22,0,1,25,5-19,2-4,509,256,22-45,5.7,253,45,5.6,4-45,4,1,3,20:15,0,0,1
742,313300278,Fresno State,24,home,1,2,1,103,0,5,6,12,0,1,25,2-11,1-1,449,276,19-28,9.9,173,39,4.4,8-94,3,2,1,19:32,San José State,27,away,2,1,0,0,3,2,62,0,3,9,5,0,1,21,7-16,0-0,424,363,27-42,8.6,61,24,2.5,3-20,2,1,1,16:27,,,
743,313302483,Oregon State,21,away,2,0,3,199,0,8,3,,,,15,3-13,0-1,315,340,27-44,6.8,16,21,0.8,8-60,3,1,2,16:13,Oregon,49,home,1,3,5,0,2,4,76,0,3,7,6,0,2,38,7-14,0-4,670,314,27-40,7.6,365,62,5.9,6-60,2,2,0,20:01,16,0,3
744,313300264,Washington State,21,away,0,0,3,148,0,7,3,,,,21,6-15,0-0,382,385,29-42,8.2,38,29,1.3,7-42,2,1,1,19:39,Washington,38,home,1,1,55,1,8,3,80,0,4,8,23,0,1,21,3-12,0-0,434,293,21-30,9.7,143,29,4.9,7-90,0,0,0,16:20,0,0,3
745,313290009,Arizona State,38,home,1,2,3,189,0,8,8,,,,22,6-12,2-2,477,275,21-37,7.1,213,32,6.7,11-121,4,2,2,15:59,California,47,away,2,4,0,0,1,1,105,0,6,17,14,0,2,25,5-11,0-0,484,237,19-26,9.1,247,40,6.2,5-60,1,1,0,20:01,,,
746,313300030,UCLA,0,away,0,0,0,139,0,6,,,,,21,3-12,0-3,385,285,21-33,7.9,124,36,3.4,7-75,1,0,1,18:53,USC,50,home,0,1,49,0,3,6,23,0,1,6,25,0,1,25,5-8,1-1,572,429,35-42,10.1,149,19,7.8,5-52,0,0,0,17:14,0,0,1
747,313290254,Colorado,17,away,1,1,1,35,0,2,5,,,,20,5-14,1-2,373,274,22-36,7.3,109,30,3.6,10-65,4,3,1,20:26,Utah,14,home,3,1,42,0,4,1,39,0,3,2,14,0,1,15,6-13,0-0,274,207,18-25,7.4,89,33,2.7,4-50,1,1,0,16:14,0,0,1
748,313300012,Louisiana,37,away,0,3,1,164,0,7,7,60,1,2,19,3-12,2-2,408,341,25-37,8.9,80,25,3.2,10-106,1,1,0,14:36,Arizona,45,home,1,3,,,,3,186,0,7,9,,,,25,7-16,3-3,494,377,37-48,7.8,121,32,3.8,3-20,2,0,2,20:24,,,
749,313370127,Wisconsin,42,away,1,3,3,141,0,5,4,0,0,1,16,6-14,1-1,345,234,18-25,8.8,126,37,3.4,5-30,0,0,0,18:16,Michigan State,39,home,0,2,12,0,5,3,128,0,5,7,,,,23,7-13,1-1,471,281,22-30,9.4,190,34,5.6,7-50,2,1,1,18:18,11,0,2
750,313370197,Oklahoma,10,away,1,1,0,62,0,3,4,,,,24,4-15,1-1,358,294,27-50,5.0,108,33,3.3,5-54,5,3,2,19:07,Oklahoma State,44,home,3,4,0,0,6,0,2,0,1,14,0,0,2,22,4-13,0-0,495,217,24-36,6.0,278,33,8.4,5-40,1,1,0,17:33,0,0,3
751,313370021,San Diego State,35,home,0,5,0,94,0,5,5,0,0,1,23,5-15,2-3,496,296,21-40,7.0,215,38,5.7,3-26,0,0,0,18:12,Fresno State,28,away,0,1,13,0,2,2,175,0,6,4,,,,13,8-18,0-0,384,364,19-35,9.6,48,28,1.7,10-75,1,0,1,18:28,7,0,4
752,313370228,Virginia Tech,10,away,0,0,1,135,0,6,4,,,,19,7-16,1-3,330,296,22-44,6.2,56,29,1.9,9-91,3,1,2,17:49,Clemson,38,home,1,2,3,0,2,3,39,0,2,8,105,0,2,25,6-14,0-1,457,246,20-30,8.0,217,45,4.8,5-35,0,0,0,18:04,0,0,2
753,313370062,BYU,41,away,1,1,3,60,0,2,11,,,,28,8-16,0-0,530,381,25-38,9.6,167,38,4.4,5-55,0,0,0,21:17,Hawai'i,20,home,0,1,10,0,1,2,117,0,5,2,,,,16,5-15,2-2,299,301,25-47,6.0,17,16,1.1,8-65,1,1,0,15:26,0,0,5
754,313370068,New Mexico,0,away,0,0,0,78,0,5,,1,0,1,8,3-15,2-5,197,155,16-28,5.2,52,28,1.9,5-43,0,0,0,17:09,Boise State,45,home,0,3,44,0,5,3,2,0,1,9,,,,31,7-14,2-4,543,402,37-45,8.8,149,37,4.0,4-24,1,0,1,19:31,0,0,1
755,313372440,Idaho,3,away,0,0,0,220,0,10,3,,,,13,6-16,0-1,306,179,13-36,4.9,128,27,4.7,9-78,3,0,3,14:20,Nevada,56,home,0,1,-2,0,4,6,21,0,1,8,74,1,3,35,9-14,1-1,587,376,29-37,9.8,226,45,5.0,6-45,0,0,0,21:42,21,0,2
756,313370249,Middle Tennessee,7,away,1,0,1,194,0,9,1,,,,13,5-18,0-2,231,94,10-28,3.3,140,38,3.7,5-44,3,3,0,22:13,North Texas,59,home,3,7,54,1,8,0,44,0,2,11,,,,20,9-18,3-4,487,23,2-7,3.3,464,69,6.7,3-25,1,1,0,22:36,-1,0,1
757,313370099,Georgia,10,away,0,0,1,91,0,5,4,,,,19,7-21,1-2,296,250,20-51,4.3,78,34,2.3,9-87,3,1,2,22:36,LSU,42,home,1,3,127,1,6,1,30,0,2,6,45,1,2,13,1-9,0-0,237,53,5-13,2.3,207,35,5.9,8-54,0,0,0,14:04,0,0,6
758,313370166,New Mexico State,21,home,1,2,1,68,0,3,3,0,0,1,17,4-14,0-0,397,263,17-40,6.3,145,24,6.0,3-20,3,1,2,13:05,Utah State,24,away,1,0,10,0,4,3,86,0,4,6,0,0,2,28,8-17,1-3,515,124,12-17,7.2,392,73,5.4,4-40,2,1,1,22:53,,,
759,313370239,Texas,24,away,0,0,3,128,0,6,6,0,0,1,22,14-22,0-1,557,368,24-40,8.9,201,45,4.5,12-105,6,2,4,23:10,Baylor,48,home,2,4,,,,2,118,0,5,12,90,0,4,24,3-8,0-0,511,324,15-22,14.5,191,38,5.0,6-45,1,0,1,13:30,,,
760,313372628,UNLV,9,away,1,0,0,195,0,9,9,,,,6,0-15,2-2,164,56,4-12,4.0,116,42,2.8,6-64,1,0,1,18:00,TCU,56,home,0,6,66,0,5,0,138,1,4,8,16,1,1,19,8-12,0-0,385,199,16-23,8.7,186,39,4.8,0-0,1,1,0,25:06,4,0,2
761,313370036,Wyoming,22,away,0,1,2,78,0,5,2,8,0,3,18,6-14,0-0,416,191,11-23,8.3,225,41,5.5,8-98,3,1,2,15:56,Colorado State,19,home,1,2,26,0,3,0,110,0,4,7,2,0,2,25,6-15,1-2,406,164,15-26,5.5,263,51,5.2,9-71,3,0,3,20:35,8,0,2
762,313372306,Kansas State,30,home,1,2,1,97,0,5,12,0,0,1,20,4-12,0-0,359,169,7-15,10.5,201,45,4.5,2-20,0,0,0,17:40,Iowa State,23,away,0,2,0,0,2,1,174,0,7,5,,,,24,9-17,2-4,368,163,15-27,5.7,215,51,4.2,4-30,2,1,1,19:00,16,0,3
763,313372132,Connecticut,27,away,1,0,2,97,0,5,13,9,0,2,15,3-16,1-1,270,297,20-40,6.3,18,34,0.5,8-65,3,2,1,18:53,Cincinnati,35,home,2,0,21,0,6,3,169,0,6,5,15,1,1,18,6-16,0-1,319,224,15-35,6.2,102,40,2.5,9-92,3,1,2,17:15,-2,0,4
764,313370248,Southern Mississippi,49,away,0,1,4,37,0,3,7,26,1,2,21,8-18,0-1,486,279,17-34,8.2,207,39,5.3,12-85,3,1,2,16:47,Houston,28,home,1,2,0,0,2,2,97,0,5,4,25,0,2,27,6-20,3-6,428,409,41-67,5.6,55,31,1.8,5-45,2,0,2,19:53,51,1,3
765,313370221,Syracuse,20,away,0,1,1,70,0,4,8,32,0,1,20,6-13,1-1,345,235,23-32,7.0,120,35,3.4,10-95,6,4,2,19:27,Pittsburgh,33,home,4,1,3,0,2,1,95,0,5,15,0,0,2,20,4-14,0-0,333,282,25-35,7.4,74,35,2.1,2-20,1,0,1,17:13,0,0,2
766,313362483,UCLA,31,away,1,1,2,124,0,7,7,35,1,1,20,7-15,1-3,337,194,14-28,6.3,160,43,3.7,3-20,4,3,1,19:27,Oregon,49,home,3,4,6,0,2,3,94,0,3,7,0,0,1,21,6-17,4-7,571,219,20-36,6.1,352,50,7.0,10-120,2,1,1,17:13,20,0,1
767,313362459,Ohio,20,away,3,1,1,90,0,4,8,8,0,1,21,7-18,1-1,372,258,19-32,7.6,130,39,3.3,5-45,3,0,3,20:22,Northern Illinois,23,home,0,0,0,0,2,3,61,0,4,5,11,0,3,19,6-13,0-0,405,260,16-26,9.6,155,36,4.3,4-30,4,3,1,15:50,-2,0,5
768,313350058,West Virginia,30,away,1,1,0,165,1,5,12,52,1,1,17,2-14,3-3,364,246,23-36,6.6,127,30,4.2,8-79,3,1,2,17:39,South Florida,27,home,1,1,11,0,1,1,133,0,5,9,24,1,2,24,10-19,0-0,397,235,21-44,5.1,171,39,4.4,9-65,2,1,1,19:27,16,0,3
769,313442426,Army,21,away,2,2,1,106,0,6,3,,,,19,6-11,0-1,375,82,4-6,12.8,298,50,6.0,5-45,3,3,0,15:02,Navy,27,home,3,3,3,0,3,0,125,0,4,9,,,,21,6-14,2-2,309,32,1-3,4.3,296,66,4.5,2-10,2,2,0,21:38,0,0,2
