,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns
548,313090201,Oklahoma,41,home,1,3,2,,,,11,38,0,3,20,9-21,0-0,404,265,18-39,6.5,149,47,3.2,3-25,1,1,0,19:41,Texas A&M,25,away,1,1,43,0,2,2,47,0,3,5,,,,28,6-19,0-1,527,379,32-64,5.9,148,29,5.1,7-55,4,1,3,16:45,9,0,3
549,313090275,Purdue,17,away,1,1,1,246,0,7,5,,,,14,2-11,0-2,284,164,15-29,5.7,120,29,4.1,8-65,2,0,2,13:38,Wisconsin,62,home,0,6,25,0,4,2,88,0,4,14,12,0,2,30,4-9,0-0,605,253,18-24,10.0,364,54,6.7,4-17,1,1,0,22:29,0,0,3
550,313090194,Indiana,20,away,1,1,1,92,0,5,8,0,0,1,19,10-17,0-1,333,196,11-21,8.3,159,49,3.2,6-62,1,0,1,18:25,Ohio State,34,home,0,4,,,,0,86,0,4,10,14,0,1,17,3-9,0-0,401,96,5-11,5.0,346,46,7.5,3-25,2,1,1,17:29,0,0,1
551,313090127,Minnesota,24,away,1,0,3,69,0,4,6,,,,22,6-14,0-1,415,303,19-34,8.7,120,40,3.0,8-73,2,0,2,20:44,Michigan State,31,home,0,2,11,0,3,2,117,0,5,7,0,0,2,19,4-13,1-2,402,309,23-34,8.7,106,28,3.8,5-40,1,1,0,15:10,0,0,3
552,313092294,Iowa,24,home,1,2,1,56,0,3,6,5,0,1,14,4-12,1-2,302,181,14-21,8.1,131,35,3.7,5-29,0,0,0,18:34,Michigan,16,away,0,0,17,0,3,2,90,0,5,4,,,,22,7-16,1-2,323,224,18-38,5.2,127,37,3.4,3-20,2,1,1,18:06,28,0,5
553,313090158,Northwestern,28,away,2,3,1,83,0,3,4,,,,25,7-12,2-2,468,268,16-24,10.9,207,54,3.8,2-20,3,1,2,20:23,Nebraska,25,home,1,1,0,0,2,2,115,0,5,5,48,0,2,21,10-17,1-2,411,299,28-37,7.8,122,35,3.5,6-41,2,2,0,15:31,,,
554,313090278,Fresno State,21,home,0,0,3,147,0,8,3,,,,25,7-14,0-1,405,302,39-49,5.9,115,31,3.7,4-30,3,1,2,22:28,Louisiana Tech,41,away,1,1,2,0,5,4,59,0,4,11,-2,0,2,19,6-15,0-1,550,410,20-34,11.8,148,28,5.3,4-36,0,0,0,13:09,0,0,2
555,313090154,Wake Forest,17,home,0,1,1,136,0,5,5,54,0,2,21,3-10,0-0,297,208,17-24,7.8,110,37,3.0,6-55,1,1,0,18:06,Notre Dame,24,away,1,1,0,0,1,2,115,0,4,6,,,,20,6-12,0-0,341,166,14-24,6.9,175,38,4.6,3-37,2,0,2,17:34,-2,0,1
556,313090061,New Mexico State,16,away,1,1,1,154,0,7,4,,,,19,7-16,0-1,402,276,20-36,7.7,126,31,4.1,8-52,3,2,1,17:42,Georgia,63,home,2,3,19,0,5,6,107,0,4,9,51,0,1,29,8-12,1-1,627,372,26-33,11.2,258,37,7.0,1-5,1,1,0,17:57,0,0,3
557,313090057,Vanderbilt,21,away,1,1,2,77,0,5,3,,,,18,5-13,2-2,377,318,19-28,10.6,80,33,2.4,12-106,0,0,0,17:07,Florida,26,home,0,3,0,0,1,0,54,0,3,8,,,,26,6-13,0-0,410,222,17-25,8.5,197,46,4.3,3-17,1,1,0,19:27,2,0,2
558,313090008,Arkansas,44,home,3,2,2,178,1,4,14,9,0,1,20,5-15,1-3,435,303,20-38,7.9,136,35,3.9,9-60,1,0,1,18:40,South Carolina,28,away,0,3,,,,0,168,0,6,4,48,1,1,17,8-12,0-0,207,163,16-25,5.1,79,33,2.4,9-45,4,3,1,17:54,0,0,3
559,313090096,Ole Miss,13,away,0,0,1,42,0,3,7,,,,19,7-17,0-2,402,212,14-30,6.6,205,42,4.9,11-93,1,0,1,19:21,Kentucky,30,home,0,2,3,0,3,2,59,0,3,6,22,0,1,20,5-13,0-0,398,286,19-36,7.9,115,31,3.7,5-42,0,0,0,17:23,4,0,1
560,313090333,LSU,9,away,0,0,0,49,0,3,9,33,0,2,15,3-11,0-0,239,94,9-17,5.4,148,41,3.6,7-56,2,0,2,18:34,Alabama,6,home,0,0,0,0,2,0,49,0,2,6,14,0,2,17,5-13,0-0,295,205,16-29,6.9,96,31,3.1,6-33,2,0,2,18:06,0,0,1
561,313090344,UT Martin,17,away,0,1,1,72,0,6,5,0,0,1,21,9-18,0-1,454,185,20-32,5.8,269,49,5.5,10-66,0,0,0,21:02,Mississippi State,55,home,0,4,64,1,5,3,26,0,3,7,,,,25,10-14,0-0,570,282,17-29,9.7,288,40,7.2,8-60,1,0,1,15:23,,,
562,313090062,Hawai'i,31,home,1,2,2,156,0,6,7,0,0,1,28,4-12,0-3,407,238,27-44,5.2,180,32,5.6,10-72,1,1,0,22:00,Utah State,35,away,1,2,0,0,1,3,93,0,6,5,,,,15,4-11,2-2,433,247,14-25,9.6,194,31,6.3,10-113,2,1,1,14:12,57,0,4
563,313070193,Akron,3,away,0,0,0,95,0,6,3,,,,12,5-17,2-3,201,97,7-32,2.8,111,35,3.2,3-23,2,1,1,15:58,Miami (OH),35,home,1,3,0,0,3,2,26,0,2,5,10,0,1,17,7-16,1-2,383,221,12-20,10.8,168,48,3.5,6-52,0,0,0,20:42,-1,0,1
564,313082309,Central Michigan,21,away,0,0,3,106,0,5,3,,,,23,7-14,0-0,402,339,26-42,7.5,86,27,3.2,1-5,2,0,2,19:12,Kent State,24,home,0,0,7,0,4,3,107,0,3,6,0,0,2,18,7-15,0-0,422,281,17-31,9.1,141,29,4.9,7-75,0,0,0,17:24,6,0,4
565,313052649,Northern Illinois,63,away,0,1,6,261,2,9,9,,,,27,4-10,1-1,532,265,17-26,10.2,267,36,7.4,5-46,1,1,0,15:25,Toledo,60,home,1,3,0,0,4,5,207,0,10,12,,,,33,8-13,0-1,589,324,21-35,9.3,265,54,4.9,9-89,0,0,0,20:19,0,0,2
566,313092199,Eastern Michigan,31,home,0,0,4,155,0,8,7,0,0,1,29,13-19,0-1,501,196,12-19,10.3,305,63,4.8,12-108,0,0,0,24:11,Ball State,33,away,0,1,0,0,2,2,173,0,6,15,,,,21,2-9,1-1,375,284,20-36,7.9,91,22,4.1,3-30,1,0,1,11:43,9,0,3
567,313070103,Boston College,7,home,1,0,1,80,0,4,1,,,,10,5-15,2-2,207,116,12-20,5.7,94,39,2.4,5-40,4,2,2,19:30,Florida State,38,away,2,4,0,0,5,1,20,0,1,8,13,0,2,18,4-10,0-1,307,193,12-16,11.3,127,41,3.1,3-15,1,1,0,17:10,10,0,1
568,313090152,North Carolina,0,away,0,0,0,82,0,4,,0,0,1,13,4-14,0-1,165,217,16-30,5.4,3,28,0.1,7-51,3,0,3,15:40,NC State,13,home,0,0,-4,0,4,1,21,0,1,7,35,0,3,16,8-21,1-1,290,175,16-33,5.0,126,41,3.1,3-23,1,0,1,20:29,3,0,5
569,313092390,Duke,14,away,0,1,1,154,0,8,2,,,,18,6-14,2-4,342,194,22-32,6.1,148,33,4.5,6-30,2,1,1,18:37,Miami,49,home,1,4,3,0,2,3,33,0,2,7,0,0,1,24,6-9,1-1,467,202,14-21,9.6,265,39,6.8,5-36,0,0,0,18:03,0,0,1
570,313090197,Kansas State,45,away,2,4,1,203,0,8,9,60,1,2,27,9-18,2-2,507,243,22-39,5.9,276,51,5.4,5-40,2,1,1,24:49,Oklahoma State,52,home,1,2,2,0,4,4,129,0,8,14,47,0,1,26,4-9,0-0,575,502,36-46,10.9,73,17,4.3,3-35,4,2,2,17:38,6,0,1
571,313090251,Texas Tech,20,away,0,0,2,131,0,7,8,,,,28,12-19,0-1,411,409,40-55,6.9,30,27,1.1,8-75,0,0,0,18:25,Texas,52,home,0,6,32,0,2,1,63,0,3,10,,,,28,7-9,1-1,595,160,5-9,17.3,439,54,8.1,6-55,0,0,0,17:15,,,
572,313090066,Kansas,10,away,2,1,0,41,0,2,4,29,0,1,17,4-14,1-1,301,134,13-22,5.8,174,39,4.5,4-30,1,1,0,17:45,Iowa State,13,home,1,1,0,0,2,0,54,0,2,7,,,,25,7-15,2-2,426,183,16-30,5.8,251,49,5.1,3-35,3,2,1,18:27,12,0,1
573,313090242,Rice,41,home,0,2,3,79,0,4,11,0,0,2,30,13-20,0-1,671,449,33-46,9.8,222,47,4.7,5-30,0,0,0,23:03,UTEP,37,away,0,2,5,0,2,3,212,0,7,7,,,,14,4-10,1-1,392,304,16-29,10.1,98,21,4.7,4-25,2,0,2,13:37,7,0,2
574,313090264,Washington,17,home,1,0,2,116,0,7,5,,,,19,8-16,0-2,278,226,25-36,5.4,82,36,2.3,3-20,3,1,2,21:03,Oregon,34,away,1,3,0,0,1,1,123,0,4,10,65,0,2,20,5-12,0-0,381,169,13-25,6.8,212,39,5.4,9-78,1,1,0,14:01,0,0,2
575,313090204,Oregon State,13,home,0,1,1,110,0,5,1,0,0,1,13,2-9,0-1,285,279,18-30,8.4,33,17,1.9,5-55,1,1,0,11:51,Stanford,38,away,1,2,0,0,2,3,70,0,3,8,,,,31,10-15,0-0,507,207,21-31,6.7,300,48,6.3,6-55,1,0,1,22:42,0,0,2
576,313090025,Washington State,7,away,1,1,0,105,0,6,1,,,,14,4-16,0-4,224,183,15-37,4.2,69,35,2.0,7-61,0,0,0,16:08,California,30,home,0,3,34,0,4,1,40,0,2,6,,,,22,3-11,1-3,415,132,11-20,6.2,292,49,6.0,6-54,1,1,0,20:29,,,
577,313080038,Colorado,17,home,0,0,2,110,0,5,5,26,0,1,19,5-14,0-0,384,253,17-37,6.8,134,25,5.4,7-68,0,0,0,16:10,USC,42,away,0,0,3,0,5,6,49,0,4,6,,,,31,6-11,2-2,561,325,25-39,8.2,243,33,7.4,5-43,1,0,1,19:39,3,0,2
578,313090026,Arizona State,28,away,2,2,2,164,0,6,4,,,,29,7-14,0-0,465,273,22-39,6.8,201,38,5.3,5-50,0,0,0,16:07,UCLA,29,home,0,3,0,0,4,1,146,0,4,5,,,,19,5-12,1-1,416,222,11-17,11.5,220,48,4.6,8-75,2,2,0,19:40,0,0,2
579,313090012,Arizona,21,home,0,1,2,82,0,7,3,,,,28,8-14,0-2,457,347,25-43,7.6,131,32,4.1,11-96,3,1,2,17:39,Utah,34,away,1,2,21,0,3,2,83,0,3,10,57,0,2,20,5-13,0-0,332,205,12-21,9.5,133,40,3.3,5-54,0,0,0,18:26,,,
580,313090309,Louisiana Monroe,35,away,0,4,1,125,0,5,5,19,0,1,26,6-15,1-1,456,266,33-43,6.0,198,39,5.1,7-53,0,0,0,22:29,Louisiana,36,home,0,1,22,0,6,4,81,0,6,6,,,,19,9-18,0-0,410,371,31-51,7.0,54,17,3.2,5-25,1,0,1,14:11,0,0,5
581,313092226,Florida Atlantic,21,home,0,2,1,86,0,6,3,22,0,1,15,4-11,1-2,281,188,16-25,5.9,134,29,4.6,10-74,4,2,2,15:53,Arkansas State,39,away,2,4,0,0,3,1,105,0,3,7,0,0,2,28,9-18,4-5,429,267,26-39,6.6,172,49,3.5,4-35,1,0,1,20:47,0,0,1
582,313162567,SMU,17,home,1,1,1,58,0,3,5,-7,0,1,19,4-12,1-2,386,251,26-36,6.9,137,29,4.7,6-60,2,0,2,16:33,Navy,24,away,0,3,10,0,4,0,26,0,1,6,28,0,2,22,8-13,0-0,335,0,0-2,0.0,335,64,5.2,1-10,2,1,1,27:09,-1,0,2
583,313150183,South Florida,37,away,0,4,0,17,0,1,13,,,,27,6-13,1-1,490,254,23-35,7.3,236,43,5.5,10-84,1,1,0,18:56,Syracuse,17,home,1,0,,,,2,89,0,5,5,,,,21,9-19,1-3,405,312,23-46,6.5,108,33,3.3,6-71,0,0,0,17:44,24,0,4
584,313160097,Louisville,14,home,2,1,1,47,0,4,2,,,,15,3-11,1-1,280,179,18-26,6.3,115,29,4.0,5-56,2,1,1,22:38,Pittsburgh,21,away,1,2,0,0,3,1,,,,3,-2,0,1,21,7-14,0-0,396,219,16-23,8.5,200,45,4.4,0-0,2,2,0,20:01,0,0,3
585,313160349,Army,12,home,0,1,0,101,0,4,6,19,0,2,12,6-18,1-4,305,82,6-15,5.1,228,54,4.2,6-59,0,0,0,21:35,Rutgers,27,away,0,1,43,1,2,2,92,0,4,3,,,,18,5-10,0-0,314,208,17-27,7.3,118,26,4.5,4-25,2,0,2,14:55,14,0,2
586,313162132,Cincinnati,21,home,1,3,0,70,0,4,3,,,,16,4-15,0-1,404,241,17-32,6.7,190,33,5.8,5-45,2,1,1,14:22,West Virginia,24,away,1,1,50,0,4,1,84,0,4,6,16,0,1,19,5-16,0-0,404,402,29-43,8.7,32,32,1.0,14-95,1,1,0,21:39,6,0,1
587,313160036,San Diego State,18,away,1,1,1,56,0,3,4,1,0,1,22,9-19,2-4,327,154,19-35,4.4,173,52,3.3,4-47,1,0,1,24:15,Colorado State,15,home,0,2,12,0,1,0,33,0,1,1,-1,0,1,12,4-12,1-3,287,54,9-22,2.4,235,30,7.8,7-55,2,1,1,11:55,16,0,1
588,313162005,Air Force,17,home,2,2,0,90,0,4,5,,,,16,6-16,1-3,311,-1,2-5,-0.2,312,63,5.0,6-54,4,3,1,18:44,Wyoming,25,away,3,2,,,,1,22,0,2,1,5,0,1,22,7-14,1-1,351,139,17-30,4.6,212,43,4.9,6-74,2,2,0,17:30,1,0,3
589,313160167,UNLV,14,away,1,2,0,59,0,4,2,,,,16,5-12,0-1,329,61,8-14,4.4,268,46,5.8,9-73,1,1,0,17:21,New Mexico,21,home,1,2,2,0,2,1,23,0,1,3,,,,19,4-12,0-1,415,284,15-24,11.4,141,41,3.4,4-20,1,1,0,18:40,0,0,1
590,313162433,Louisiana Monroe,42,home,2,4,2,79,0,2,6,0,0,1,24,7-14,1-1,453,193,15-19,10.2,260,54,4.8,3-30,1,1,0,21:27,Middle Tennessee,14,away,1,0,47,0,5,2,89,0,6,2,,,,25,10-19,1-5,423,302,32-52,5.6,132,38,3.5,2-25,3,2,1,15:13,2,0,1
591,313162653,Troy,33,home,0,1,4,113,0,6,3,0,0,1,21,7-13,1-1,383,289,27-39,6.8,116,33,3.5,2-25,3,2,1,14:10,North Texas,38,away,2,3,,,,2,87,0,6,8,0,0,1,23,9-17,0-2,503,331,31-38,8.7,172,36,4.8,2-20,1,0,1,22:30,14,0,4
592,313160087,Notre Dame,45,home,0,3,2,57,0,5,9,57,1,1,30,10-16,1-1,508,318,30-38,7.8,212,46,4.6,3-35,0,0,0,20:46,Maryland,21,away,0,2,14,0,1,1,133,0,7,3,,,,20,3-12,2-2,364,219,20-31,7.1,145,35,4.1,5-36,1,0,1,15:34,0,0,5
593,313162572,Southern Mississippi,30,home,2,0,2,70,0,4,16,3,0,1,22,3-14,2-2,519,394,27-49,8.0,127,23,5.5,13-103,1,1,0,16:42,UCF,29,away,1,0,20,0,4,2,262,1,8,11,,,,22,5-13,1-1,364,328,31-44,7.2,48,24,2.0,11-84,3,2,1,20:19,0,0,2
594,313160235,UAB,41,away,0,1,4,107,0,5,9,,,,31,7-13,1-1,601,422,29-48,8.5,191,33,5.8,5-42,2,2,0,19:52,Memphis,35,home,2,3,,,,2,195,0,8,5,,,,20,5-12,0-1,384,167,16-29,5.8,217,33,6.6,5-55,0,0,0,16:05,10,0,1
595,313162638,UTEP,22,home,0,2,0,,,,4,61,1,2,23,6-13,0-3,429,199,20-29,6.5,241,44,5.5,4-34,2,2,0,23:30,East Carolina,17,away,2,1,5,0,1,1,43,0,3,5,,,,15,7-16,0-0,254,154,18-34,3.9,121,34,3.6,5-40,2,0,2,17:05,62,0,3
596,313160202,Marshall,17,away,1,1,1,89,0,4,5,0,0,1,16,8-19,0-3,393,243,20-36,6.3,165,38,4.3,2-15,4,3,1,18:37,Tulsa,59,home,3,4,9,0,5,4,61,0,3,11,0,0,1,32,5-13,0-1,682,310,24-34,8.9,380,52,7.3,2-19,2,1,1,17:18,,,
597,313142655,Tulane,17,home,0,2,0,196,0,12,5,,,,16,10-23,1-1,331,144,20-46,3.1,187,37,5.1,6-59,1,0,1,21:00,Houston,73,away,0,4,151,2,5,4,89,0,4,13,0,0,1,30,9-13,0-0,735,456,30-40,11.1,292,27,10.8,10-67,0,0,0,15:00,0,0,2
598,313160068,Boise State,35,home,1,2,2,122,0,5,5,1,0,1,26,5-13,2-2,446,331,28-38,8.4,126,32,3.9,6-67,2,2,0,20:18,TCU,36,away,2,0,,,,5,108,0,5,2,,,,22,6-10,0-0,506,477,24-37,12.8,33,26,1.3,11-114,2,1,1,16:22,10,0,3
599,313160252,BYU,42,home,0,3,3,59,0,2,6,48,0,2,30,9-13,0-0,505,262,21-33,7.9,243,42,5.8,7-45,1,0,1,20:28,Idaho,7,away,0,1,0,0,2,0,57,0,4,1,0,0,1,10,5-15,1-1,241,60,11-21,2.4,191,33,5.8,11-105,2,0,2,15:18,7,0,6
600,313130218,Miami (OH),21,away,0,0,3,50,0,3,3,,,,24,6-12,0-1,428,395,28-37,9.8,64,32,2.0,5-40,3,1,2,18:18,Temple,24,home,1,2,-3,0,1,1,53,0,4,6,67,0,2,17,5-13,0-0,310,96,10-19,4.8,218,42,5.2,7-54,0,0,0,17:55,7,0,3
601,313160099,LSU,42,home,0,4,2,48,0,2,6,1,0,1,23,8-11,0-0,474,194,10-19,9.6,291,40,7.3,5-44,1,1,0,14:54,Western Kentucky,9,away,1,1,0,0,1,0,190,0,7,1,,,,15,7-18,1-3,226,114,11-24,4.0,129,45,2.9,6-50,1,0,1,21:02,48,0,4
602,313160142,Texas,5,away,1,0,0,70,0,3,3,,,,13,5-17,0-0,247,193,16-36,4.8,76,29,2.6,4-38,1,0,1,17:49,Missouri,17,home,0,2,27,0,3,0,24,0,1,5,0,0,1,19,6-16,0-0,338,194,18-26,7.2,152,45,3.4,3-20,1,1,0,18:22,21,0,2
603,313162306,Kansas State,53,home,0,6,1,72,0,4,11,23,0,1,21,6-15,1-1,411,304,17-27,10.4,130,52,2.5,1-5,3,2,1,20:51,Texas A&M,50,away,2,3,1,0,2,3,98,0,4,14,57,0,1,22,8-20,1-2,482,210,27-46,4.6,272,43,6.3,10-96,1,0,1,15:49,14,0,5
604,313160135,Minnesota,13,home,0,1,0,188,1,6,1,,,,9,6-13,2-3,156,58,6-16,3.2,105,32,3.3,3-20,1,0,1,13:13,Wisconsin,42,away,0,2,0,0,2,4,60,0,3,6,0,0,1,29,7-10,0-0,461,186,16-17,10.5,283,45,6.3,3-30,0,0,0,21:19,-1,0,1
605,313160213,Nebraska,17,away,1,2,0,61,0,3,5,,,,21,6-16,0-1,331,146,13-27,5.3,188,48,3.9,6-45,1,1,0,17:43,Penn State,14,home,1,2,37,0,4,0,61,0,3,2,,,,21,5-16,1-3,375,216,17-35,6.0,166,43,3.9,3-32,1,1,0,18:57,0,0,4
606,313162509,Ohio State,23,away,0,1,2,65,0,3,5,0,0,1,15,6-16,1-1,298,151,8-18,7.3,166,48,3.5,7-53,0,0,0,18:28,Purdue,26,home,0,3,0,0,5,0,56,0,2,8,,,,23,9-18,0-0,363,238,25-37,6.3,129,42,3.1,6-47,1,0,1,18:12,4,0,3
607,313160356,Michigan,31,away,2,3,1,,,,7,43,0,1,14,6-14,0-1,362,148,8-15,9.3,223,48,4.6,4-29,3,2,1,20:05,Illinois,14,home,2,2,8,0,3,0,14,0,1,2,0,0,1,15,5-17,2-2,214,226,17-34,5.2,37,33,1.1,4-25,3,2,1,21:32,62,0,4
608,313162294,Iowa,21,home,0,1,2,132,0,5,3,,,,20,6-17,1-2,349,284,22-47,5.6,87,30,2.9,6-39,3,2,1,16:36,Michigan State,37,away,2,1,18,0,5,3,83,0,3,13,30,0,1,19,4-16,1-1,443,288,19-32,9.0,155,40,3.9,7-75,0,0,0,20:04,8,0,2
609,313160077,Rice,6,away,1,1,0,52,0,4,0,0,0,2,13,4-13,0-0,254,135,14-26,5.2,119,30,4.0,2-5,1,0,1,16:12,Northwestern,28,home,0,0,0,0,2,4,27,0,2,4,1,0,1,22,7-15,1-2,533,404,27-34,11.7,136,39,3.5,3-30,3,1,2,20:28,0,0,1
610,313160145,Ole Miss,7,home,1,0,1,69,0,4,1,14,0,1,19,5-18,0-2,307,197,14-37,4.8,128,43,3.0,7-59,3,2,1,18:29,Louisiana Tech,27,away,2,0,15,0,4,1,0,0,1,9,26,1,1,15,4-17,2-2,350,180,13-27,6.7,170,40,4.3,7-50,2,1,1,17:52,0,0,5
611,313160061,Auburn,7,away,2,0,1,97,0,5,1,,,,9,3-11,0-2,195,171,12-23,6.3,51,25,2.0,3-14,3,2,1,11:15,Georgia,45,home,2,1,0,0,5,4,43,0,2,9,24,1,1,30,12-15,0-0,528,236,14-18,12.4,304,56,5.4,8-60,2,2,0,24:48,,,
612,313162579,South Carolina,17,home,2,2,0,103,0,4,5,,,,16,3-14,3-4,299,89,7-13,6.5,215,52,4.1,9-65,1,0,1,19:24,Florida,12,away,0,1,6,0,2,0,34,0,4,6,0,0,1,17,2-9,0-0,261,144,13-23,5.2,142,34,4.2,5-30,2,2,0,17:16,8,0,2
613,313160008,Arkansas,49,home,0,3,3,9,0,1,7,7,0,1,21,5-9,0-0,499,248,17-27,9.1,254,30,8.5,7-58,2,1,1,14:14,Tennessee,7,away,1,1,0,0,1,0,62,0,4,1,-2,0,1,16,4-18,1-4,376,249,18-35,6.8,138,42,3.3,5-36,1,0,1,22:26,60,1,2
614,313160238,Vanderbilt,38,home,1,3,2,48,0,2,8,,,,28,10-18,2-3,410,225,13-23,9.0,203,56,3.6,3-25,1,0,1,23:34,Kentucky,8,away,0,0,5,0,1,1,110,0,5,,28,0,1,9,0-12,3-6,211,210,15-31,5.8,32,22,1.5,10-105,1,1,0,13:16,-3,0,1
615,313160344,Mississippi State,7,home,0,0,1,138,0,5,1,31,0,1,9,3-16,1-3,131,152,15-30,4.0,12,29,0.4,6-49,0,0,0,15:08,Alabama,24,away,0,3,21,0,5,0,23,0,1,6,,,,20,2-11,1-2,386,163,14-24,6.8,223,44,5.1,6-40,1,0,1,21:21,,,
616,313162440,Hawai'i,28,away,2,1,1,173,0,6,8,,,,21,2-12,1-1,307,277,20-45,6.0,38,16,2.4,7-60,4,1,3,12:43,Nevada,42,home,1,2,17,0,4,4,120,0,6,6,27,0,3,34,5-13,1-1,528,333,26-37,8.2,223,54,4.1,5-39,2,2,0,22:53,30,1,5
617,313160166,Fresno State,45,away,0,3,3,185,0,8,9,0,0,1,22,6-12,0-1,495,395,22-34,11.5,104,29,3.6,8-60,1,1,0,17:43,New Mexico State,48,home,1,3,18,0,2,2,246,1,8,10,,,,30,11-17,1-2,500,384,26-44,8.3,133,38,3.5,4-37,1,0,1,17:25,10,0,1
618,313160328,San José State,33,away,5,1,1,185,1,5,15,3,0,1,22,7-18,0-0,394,355,27-49,6.9,54,30,1.8,1-5,1,1,0,19:38,Utah State,34,home,1,3,0,0,3,2,236,0,8,4,,,,22,9-14,0-1,541,260,21-27,9.4,286,46,6.2,5-43,6,5,1,19:03,,,
619,313142117,Central Michigan,28,home,0,1,3,130,0,8,4,0,0,1,21,5-14,0-1,427,362,26-52,7.0,65,18,3.6,10-89,1,0,1,15:34,Ohio,43,away,0,3,57,0,7,2,107,0,6,11,0,0,1,28,12-20,0-1,527,251,13-24,9.6,297,61,4.9,9-86,1,0,1,21:06,0,0,3
620,313162006,Akron,3,home,0,0,0,26,0,2,3,,,,13,4-16,0-4,223,177,19-40,4.1,58,27,2.1,3-39,1,1,0,15:10,Kent State,35,away,1,3,28,0,5,2,20,0,1,5,,,,16,5-13,1-3,380,123,11-16,7.2,265,49,5.4,4-58,0,0,0,21:22,,,
621,313122649,Western Michigan,63,away,3,1,7,215,0,11,9,68,1,3,32,6-13,1-1,635,560,38-59,9.3,87,23,3.8,8-70,4,4,0,12:18,Toledo,66,home,4,5,1,0,2,3,56,0,3,12,,,,37,5-13,0-1,804,385,30-41,9.4,419,60,7.0,8-73,6,3,3,27:20,,,
622,313162199,Buffalo,17,away,0,2,0,45,0,3,5,,,,14,1-13,3-4,264,197,18-32,4.7,115,32,3.6,6-58,0,0,0,16:36,Eastern Michigan,30,home,0,0,21,0,5,4,107,0,4,6,,,,20,7-16,1-1,413,234,10-15,15.6,179,54,3.3,6-55,0,0,0,20:08,0,0,1
623,313120189,Bowling Green,14,home,0,0,2,186,0,8,2,,,,14,2-13,1-4,334,262,22-40,6.4,79,17,4.6,8-57,1,1,0,21:08,Northern Illinois,45,away,1,3,12,0,2,3,38,0,2,9,,,,27,8-15,0-0,623,340,18-28,12.1,283,52,5.4,5-55,0,0,0,21:42,0,0,1
624,313160052,Miami,19,away,0,2,1,75,0,4,1,,,,24,6-14,0-0,383,250,22-34,7.1,140,36,3.9,9-55,4,3,1,27:19,Florida State,23,home,3,0,106,1,4,1,66,0,3,11,0,0,1,13,4-12,0-0,259,213,17-23,8.5,63,29,2.2,10-76,0,0,0,16:10,17,0,2
625,313160103,NC State,10,away,0,1,0,26,0,2,4,18,0,1,14,7-16,1-2,267,229,28-40,5.5,47,24,2.0,8-56,1,0,1,19:30,Boston College,14,home,0,1,0,0,2,1,57,0,3,2,0,0,1,10,5-11,0-0,190,135,9-13,9.1,72,36,2.0,3-29,1,0,1,17:10,11,0,4
626,313160228,Wake Forest,28,away,1,2,1,59,0,5,4,37,0,2,21,8-16,0-1,317,185,24-37,4.6,145,35,4.1,1-10,0,0,0,18:23,Clemson,31,home,0,2,3,0,1,2,103,0,4,7,,,,27,9-16,2-3,522,343,27-44,7.8,179,42,4.3,6-58,3,1,2,18:08,63,1,3
627,313140059,Georgia Tech,26,home,1,3,0,70,0,3,8,,,,16,5-13,0-2,340,133,5-11,8.8,243,49,5.0,3-35,0,0,0,15:21,Virginia Tech,37,away,0,2,,,,3,90,0,5,7,,,,20,10-16,2-2,476,211,7-13,16.1,267,52,5.1,6-56,1,1,0,20:21,,,
628,313160258,Duke,21,away,1,2,1,98,0,5,3,,,,15,6-18,1-2,337,313,21-39,7.8,34,29,1.2,1-15,1,0,1,17:38,Virginia,31,home,0,1,26,0,3,2,57,0,3,7,54,1,1,20,6-15,0-0,356,191,15-29,6.6,165,42,3.9,5-28,1,1,0,23:12,32,0,5
629,313162641,Texas Tech,6,home,2,0,0,41,0,3,,,,,16,6-17,0-3,270,172,25-44,3.8,101,30,3.4,5-42,3,2,1,21:34,Oklahoma State,66,away,2,3,11,0,4,5,28,0,1,12,1,0,1,31,8-13,1-2,637,464,33-41,11.1,183,39,4.7,3-24,2,2,0,20:07,0,0,1
