,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted
90,242550158,Southern Mississippi,21,away,2,0,,,,1,9,11,6-17,0-0,239,150,12-28,5.1,97,33,2.9,0-0,1,0,1,15:09,Nebraska,17,home,0,0,10,0,4,2,5,16,0,1,26,7-17,1-4,476,202,22-42,4.8,274,46,6.0,0-0,5,2,3,21:31,92,1,3
91,242552306,Fresno State,45,away,0,4,46,0,5,2,9,18,6-16,2-2,400,245,17-30,8.1,156,48,3.3,0-0,3,0,3,19:48,Kansas State,21,home,0,0,5,0,2,2,3,42,1,3,11,2-13,1-2,180,133,8-23,5.3,59,33,1.8,0-0,2,0,2,16:52,71,0,2
92,242532653,Troy,24,home,1,1,39,0,6,2,6,14,2-12,0-1,293,153,8-21,5.8,172,41,4.2,0-0,3,0,3,16:18,Missouri,14,away,0,1,10,0,4,1,2,26,0,3,21,7-18,0-2,336,240,25-46,4.9,112,36,3.1,0-0,3,1,2,20:01,8,0,2
93,242552305,Toledo,14,away,1,0,,,,2,2,11,3-17,2-4,298,250,17-35,6.7,64,37,1.7,0-0,5,3,2,17:22,Kansas,63,home,3,2,31,0,4,4,9,26,0,2,23,7-14,1-2,501,327,25-36,9.1,174,41,4.2,0-0,2,1,1,19:19,0,0,1
94,242550008,Arkansas,20,home,0,1,24,0,8,,8,18,8-17,0-1,458,283,14-29,9.8,175,45,3.9,0-0,4,2,2,17:19,Texas,22,away,2,1,3,0,3,2,2,19,0,2,17,4-15,1-1,409,150,11-22,6.8,259,46,5.6,0-0,0,0,0,19:21,,,
95,242550167,New Mexico,27,home,1,2,1,0,1,1,9,17,6-14,1-1,315,173,12-26,6.7,142,39,3.6,0-0,2,2,0,15:28,Texas Tech,24,away,2,2,27,0,4,1,6,,,,31,9-19,2-3,480,462,44-69,6.5,31,23,1.3,0-0,3,1,2,21:06,37,0,2
96,242550245,Wyoming,0,away,0,0,0,0,4,0,,13,3-15,0-0,181,239,19-36,5.1,-3,26,-0.1,0-0,3,0,3,15:40,Texas A&M,31,home,0,2,12,0,2,1,7,34,1,3,18,6-15,0-2,481,337,20-29,11.2,156,42,3.7,0-0,0,0,0,21:02,,,
97,242550201,Houston,13,away,1,2,18,0,1,0,1,14,2-12,0-1,282,258,15-22,10.0,61,37,1.6,0-0,1,1,0,16:12,Oklahoma,63,home,1,5,42,1,5,3,9,,,,24,10-16,0-0,583,307,22-27,11.4,276,49,5.6,0-0,1,1,0,19:54,,,
98,242550197,Tulsa,21,away,0,1,23,0,5,2,3,14,7-16,0-1,268,174,15-28,6.0,100,35,2.9,0-0,1,1,0,15:44,Oklahoma State,38,home,1,3,87,1,4,1,8,,,,16,8-17,1-1,346,70,3-8,8.8,276,60,4.6,0-0,0,0,0,20:57,,,
99,242550239,Texas State,17,away,0,1,,,,1,,13,0-0,0-0,295,145,12-27,6.1,131,40,3.3,8-52,2,2,0,17:32,Baylor,24,home,2,0,63,0,6,,6,,,,18,5-16,0-1,321,250,16-30,7.5,97,45,2.2,0-0,2,0,2,19:08,,,
100,242552132,Miami (OH),26,away,1,0,,,,4,2,23,6-15,0-1,453,428,26-43,9.7,37,24,1.5,0-0,1,1,0,16:43,Cincinnati,45,home,1,4,12,0,2,2,7,,,,19,5-11,0-2,599,258,12-23,11.2,341,43,7.9,0-0,2,1,1,19:18,0,0,1
101,242550349,Army,21,home,1,1,0,0,1,2,3,16,3-14,0-0,350,217,17-32,6.8,133,27,4.9,0-0,2,2,0,14:10,Louisville,52,away,2,6,42,0,8,1,10,,,,34,9-15,0-1,572,352,26-34,10.1,230,54,4.3,0-0,1,1,0,22:31,,,
102,242550235,Chattanooga,21,away,0,0,,,,3,3,20,0-0,0-0,338,265,21-38,7.0,73,44,1.7,6-40,2,2,0,22:44,Memphis,52,home,2,3,78,0,7,4,,,,,17,3-12,0-1,496,336,12-28,12.0,160,35,4.6,0-0,1,0,1,13:57,,,
103,242552655,Florida A&M,19,away,3,1,,,,0,1,23,0-0,0-0,388,247,31-42,7.5,74,40,1.9,7-64,1,1,0,18:42,Tulane,39,home,1,3,9,0,4,3,3,,,,23,9-14,1-1,457,233,16-24,9.3,233,44,5.3,0-0,4,3,1,17:57,,,
104,242552005,Eastern Washington,20,away,0,0,,,,3,,25,0-0,0-0,413,276,21-38,7.7,120,40,3.0,2-10,2,1,1,17:43,Air Force,42,home,1,4,-3,0,2,2,6,0,0,1,26,6-10,0-0,498,162,11-16,9.1,353,52,6.8,0-0,1,0,1,18:51,,,
105,242552628,SMU,0,away,0,0,44,0,2,0,,13,5-14,1-2,170,201,14-29,5.7,6,30,0.2,0-0,3,1,2,15:12,TCU,44,home,1,3,24,0,4,3,8,40,0,2,26,9-18,0-2,562,411,26-35,11.3,165,51,3.2,0-0,0,0,0,21:25,,,
106,242552006,Akron,24,home,2,1,0,0,2,2,6,27,5-12,1-2,502,431,31-44,9.1,103,34,3.0,0-0,3,2,1,18:39,Middle Tennessee,31,away,2,3,83,1,3,0,7,0,0,1,22,8-13,0-0,403,356,33-41,8.3,64,29,2.2,0-0,4,2,2,18:08,2,0,2
107,242550249,Florida Atlantic,20,away,0,2,-1,0,6,0,8,23,4-14,1-2,457,292,20-28,10.0,177,44,4.0,0-0,1,1,0,20:37,North Texas,13,home,1,1,7,0,3,0,7,,,,13,3-14,0-1,281,165,8-22,7.5,116,36,3.2,0-0,0,0,0,16:02,,,
108,242550328,Utah State,14,home,1,0,30,0,3,2,0,12,7-14,0-0,272,231,20-31,6.9,58,25,2.3,0-0,5,3,2,14:23,Idaho,7,away,3,0,1,0,2,1,1,0,0,2,16,6-15,1-2,235,142,17-23,4.4,134,46,2.9,0-0,2,1,1,22:17,0,0,1
109,242550189,Southeast Missouri State,10,away,1,0,,,,0,,17,0-0,0-0,359,273,27-41,6.8,81,24,3.4,7-60,4,3,1,15:03,Bowling Green,49,home,3,0,95,1,3,4,17,,,,28,7-15,1-1,501,291,24-38,7.5,216,50,4.3,0-0,2,1,1,21:32,,,
110,242550058,Tennessee Tech,7,away,1,0,,,,1,1,13,0-0,0-0,145,91,14-38,3.4,16,33,0.5,4-20,1,0,1,19:34,South Florida,21,home,0,2,52,0,7,0,3,37,1,1,17,6-14,0-0,278,101,13-23,4.0,185,43,4.3,0-0,2,1,1,17:06,,,
111,242550259,Western Michigan,0,away,0,0,13,0,2,0,0,17,6-16,1-1,272,164,26-39,4.2,109,31,3.5,0-0,4,2,2,19:45,Virginia Tech,63,home,2,3,16,0,4,4,9,59,1,2,23,6-11,1-1,487,333,19-25,13.3,155,35,4.4,0-0,1,0,1,16:55,11,0,1
112,242552348,Louisiana,20,away,2,1,0,0,1,1,8,22,4-16,3-3,410,342,31-54,6.1,83,27,3.1,0-0,2,0,2,16:52,Louisiana Tech,24,home,0,2,8,0,3,1,6,8,0,2,26,3-11,0-0,491,183,17-28,6.5,308,43,7.2,0-0,3,2,1,19:49,6,0,1
113,242552579,South Carolina,16,home,2,0,6,0,1,1,2,9,4-14,0-1,273,210,13-21,9.5,73,31,2.4,0-0,2,1,1,17:07,Georgia,20,away,1,0,15,0,3,2,8,14,0,1,20,7-14,0-0,367,213,19-38,5.6,154,37,4.2,0-0,3,2,1,19:33,57,1,1
114,242550057,Eastern Michigan,10,away,1,0,27,0,4,1,4,16,8-20,0-2,296,206,19-40,5.0,95,36,2.6,0-0,1,1,0,19:46,Florida,49,home,1,4,32,0,5,3,7,,,,19,3-10,0-0,409,256,17-28,8.9,159,38,4.2,0-0,1,1,0,16:53,,,
115,242550333,Ole Miss,7,away,2,0,31,0,5,1,1,9,4-16,0-1,192,133,10-27,4.3,75,29,2.6,0-0,2,2,0,14:09,Alabama,28,home,2,2,2,0,2,2,4,,,,22,7-12,0-0,390,169,14-22,7.7,221,47,4.7,0-0,2,2,0,22:32,,,
116,242550344,Auburn,43,away,0,2,18,0,3,4,5,21,4-9,1-1,465,195,13-22,8.3,283,41,6.9,0-0,2,2,0,16:17,Mississippi State,14,home,2,0,17,0,3,2,2,,,,13,7-17,0-2,271,198,24-36,5.3,81,29,2.8,0-0,1,0,1,20:03,0,0,1
117,242552440,Sacramento State,7,away,0,0,,,,1,1,9,0-0,0-0,177,94,11-19,6.3,58,29,2.0,7-50,0,0,0,14:18,Nevada,59,home,0,5,2,0,3,3,11,,,,38,5-9,2-2,598,310,24-33,8.7,312,51,6.1,0-0,0,0,0,22:22,,,
118,242550099,Arkansas State,3,away,1,0,3,0,2,0,3,11,4-14,0-0,201,174,9-22,6.7,54,33,1.6,0-0,2,1,1,18:10,LSU,53,home,1,3,23,0,2,3,11,10,0,1,24,3-9,1-1,461,215,12-20,10.5,251,40,6.3,0-0,1,1,0,18:02,,,
119,242552309,Liberty,10,away,1,0,,,,,4,18,0-0,0-0,292,100,9-26,4.3,180,49,3.7,6-33,2,0,2,19:29,Kent State,38,home,0,3,27,0,4,2,8,51,0,2,19,7-15,1-1,345,144,20-30,4.8,201,37,5.4,0-0,2,1,1,17:37,,,
120,242552459,Southern Illinois,22,away,0,0,,,,2,10,21,0-0,0-0,380,197,16-27,7.7,172,39,4.4,6-38,1,1,0,18:44,Northern Illinois,23,home,1,0,47,0,4,2,11,,,,16,4-15,0-1,400,209,12-23,9.1,191,41,4.7,0-0,0,0,0,17:39,,,
121,242552638,Weber State,0,away,0,0,,,,,,8,0-0,0-0,112,63,9-26,3.0,34,25,1.4,5-24,2,1,1,15:35,UTEP,32,home,1,3,6,0,3,0,14,0,0,1,30,5-14,0-1,499,237,18-29,7.7,276,54,5.1,0-0,0,0,0,21:05,,,
122,242620202,Tulsa,0,home,1,0,,,,0,,19,4-15,2-5,320,235,20-40,5.5,100,34,2.9,0-0,2,0,2,16:28,Navy,29,away,0,4,13,0,4,0,3,42,0,2,23,9-14,0-1,447,117,6-8,14.6,330,68,4.9,0-0,1,1,0,19:55,,,
123,242620277,West Virginia,19,home,2,0,0,0,1,1,7,22,8-17,0-1,352,161,10-22,6.0,220,61,3.6,0-0,1,1,0,20:01,Maryland,16,away,1,0,-1,0,1,1,10,,,,17,3-11,1-1,295,108,9-20,5.4,187,41,4.6,0-0,5,2,3,16:37,51,0,3
124,242620259,Virginia Tech,41,home,0,3,57,0,7,2,11,21,6-15,0-0,422,182,13-25,6.9,250,45,5.6,0-0,2,0,2,17:36,Duke,17,away,0,1,,,,1,5,34,0,2,11,1-15,3-3,197,110,6-20,4.4,108,42,2.6,0-0,2,0,2,19:06,40,0,2
125,242620153,Georgia Tech,13,away,0,0,6,0,4,1,7,17,5-14,1-2,393,169,12-29,5.7,229,43,5.3,0-0,6,3,3,19:13,North Carolina,34,home,3,3,22,0,5,1,4,9,0,3,19,5-14,0-2,426,154,10-23,6.2,284,47,6.0,0-0,2,0,2,17:26,6,0,2
126,242620154,North Carolina A&T,3,away,1,0,,,,0,,13,0-0,0-0,221,87,12-26,4.0,117,36,3.3,4-20,3,1,2,20:28,Wake Forest,42,home,1,5,16,0,2,0,6,68,1,2,23,9-12,0-0,405,69,8-14,4.9,336,51,6.6,0-0,1,1,0,15:36,,,
127,242620245,Texas A&M,27,home,2,3,58,0,4,0,9,27,4-13,0-0,502,180,14-26,6.8,324,53,6.1,0-0,0,0,0,21:27,Clemson,6,away,0,0,5,0,4,1,0,,,,18,2-11,0-1,250,234,20-36,5.3,58,27,2.1,0-0,5,2,3,15:14,7,0,3
128,242620152,Ohio State,22,away,2,1,30,0,5,0,16,11,2-16,0-0,137,87,10-21,3.5,64,40,1.6,0-0,1,1,0,21:13,NC State,14,home,1,1,-3,0,4,1,2,,,,15,2-13,1-1,256,116,12-24,4.1,157,35,4.5,0-0,5,2,3,15:26,26,0,3
129,242620127,Notre Dame,31,away,3,2,50,0,3,1,7,19,7-16,0-1,388,226,11-24,9.0,173,48,3.6,0-0,3,2,1,20:30,Michigan State,24,home,2,1,39,1,5,0,6,0,0,1,18,3-14,0-0,341,180,15-34,5.2,165,35,4.7,0-0,6,3,3,15:20,89,0,3
130,242620356,Western Michigan,27,away,2,1,0,0,1,2,9,23,6-16,0-1,406,286,27-41,6.7,133,35,3.8,0-0,2,1,1,18:47,Illinois,30,home,1,0,,,,1,6,0,0,1,24,5-12,0-0,353,206,10-19,9.3,176,45,3.9,0-0,4,2,2,17:29,74,0,2
131,242620012,Arizona,7,home,2,0,0,0,1,1,1,12,2-11,0-0,199,141,9-15,6.9,96,33,2.9,0-0,0,0,0,16:16,Wisconsin,9,away,0,1,46,0,5,0,3,,,,18,6-15,3-4,262,116,12-24,4.8,146,46,3.2,0-0,2,2,0,20:10,,,
132,242620009,Arizona State,44,home,0,0,24,0,5,5,14,23,12-19,1-1,511,435,33-46,9.5,76,34,2.2,0-0,1,0,1,22:15,Iowa,7,away,0,0,60,0,2,0,1,5,0,1,6,2-12,0-2,100,69,8-19,2.3,56,27,2.1,0-0,1,0,1,14:25,31,0,1
133,242620130,San Diego State,21,away,1,1,3,0,4,2,3,15,5-16,1-1,311,316,27-43,6.7,22,23,1.0,0-0,5,4,1,16:19,Michigan,24,home,4,0,35,0,3,2,6,4,0,1,20,5-16,1-1,327,201,14-28,6.4,148,48,3.1,0-0,4,1,3,20:22,75,0,3
134,242620036,Colorado State,16,home,0,0,0,0,1,1,10,24,8-15,0-2,424,320,25-41,7.3,126,35,3.6,0-0,4,1,3,18:30,Minnesota,34,away,1,2,0,0,1,2,10,21,0,3,27,8-14,0-0,504,144,12-21,6.9,360,52,6.9,0-0,0,0,0,17:45,,,
135,242620096,Kentucky,51,home,1,4,8,0,5,2,15,27,4-13,0-0,560,215,21-30,6.8,355,43,8.3,0-0,2,2,0,18:06,Indiana,32,away,2,1,-1,0,3,2,4,,,,17,4-14,1-2,412,265,12-26,9.1,176,39,4.5,0-0,2,1,1,18:17,,,
136,242620077,Kansas,17,away,0,0,21,0,3,2,5,22,5-15,1-3,350,316,32-51,5.9,47,26,1.8,0-0,1,1,0,20:02,Northwestern,20,home,1,1,28,0,3,1,8,,,,20,3-13,1-1,337,207,20-33,5.8,145,32,4.5,0-0,0,0,0,16:39,,,
137,242620258,Akron,0,away,0,0,21,0,3,0,,6,1-16,1-3,84,117,12-27,2.9,6,31,0.2,0-0,2,0,2,17:30,Virginia,51,home,0,5,21,0,9,2,,20,0,2,23,6-14,0-1,522,196,21-33,5.9,326,42,7.8,0-0,1,0,1,19:10,11,0,1
138,242620252,BYU,10,home,0,0,0,0,2,1,4,11,4-15,0-0,221,221,18-34,5.7,27,24,1.1,0-0,4,1,3,14:22,USC,42,away,1,4,7,0,3,2,6,37,0,3,26,11-19,1-1,514,253,22-34,6.9,278,51,5.5,0-0,1,0,1,22:04,23,0,1
139,242620264,Washington,31,home,2,2,0,0,1,2,7,21,5-17,2-2,419,200,13-29,6.9,219,45,4.9,0-0,0,0,0,18:28,UCLA,37,away,0,5,26,0,5,0,7,,,,24,10-14,0-2,546,131,12-17,7.2,424,54,7.9,0-0,3,2,1,18:19,19,0,1
140,242620204,New Mexico,7,away,3,0,7,0,4,0,1,10,2-15,0-0,114,64,7-31,1.3,75,27,2.8,0-0,4,2,2,13:00,Oregon State,17,home,2,0,12,0,4,2,5,29,0,2,26,6-19,2-3,398,286,24-50,5.5,124,41,3.0,0-0,3,3,0,23:21,,,
141,242620201,Oklahoma,31,home,2,3,22,0,3,1,7,27,9-14,0-0,427,227,17-23,9.3,214,46,4.7,0-0,1,1,0,19:16,Oregon,7,away,1,0,7,0,3,1,1,,,,20,4-14,2-3,321,193,25-37,4.9,140,34,4.1,0-0,2,2,0,17:37,,,
142,242620070,Idaho,8,home,1,0,4,0,1,1,,13,2-14,3-3,276,162,18-24,6.0,131,39,3.4,0-0,4,3,1,20:33,Washington State,49,away,3,3,20,0,4,4,7,0,0,1,22,7-13,0-2,509,223,13-21,10.6,286,46,6.2,0-0,1,1,0,16:07,,,
143,242620183,Cincinnati,7,away,1,0,6,0,1,1,1,18,4-13,1-2,293,170,14-26,6.0,138,36,3.8,0-0,6,2,4,16:42,Syracuse,19,home,2,1,24,0,2,1,5,70,0,4,15,4-12,0-0,353,166,11-18,8.9,192,44,4.4,0-0,3,1,2,19:58,32,0,2
144,242620221,Nebraska,24,away,1,2,8,0,3,1,6,15,3-14,0-1,265,152,11-23,6.2,123,43,2.9,0-0,1,0,1,19:35,Pittsburgh,17,home,0,0,20,0,7,1,5,5,0,1,15,8-18,2-3,258,251,22-45,5.1,30,25,1.2,0-0,4,1,3,18:05,61,0,3
145,242620164,Kent State,21,away,1,2,0,0,3,1,3,24,10-20,2-5,341,387,29-47,6.6,30,38,0.8,0-0,4,3,1,18:56,Rutgers,29,home,3,0,8,0,2,2,9,7,0,1,17,6-15,0-1,326,238,19-30,7.9,88,36,2.4,0-0,3,1,2,17:34,66,0,2
146,242610103,Connecticut,7,away,1,1,26,0,2,0,1,18,5-13,0-1,291,212,22-32,6.0,98,29,3.4,0-0,2,1,1,18:25,Boston College,27,home,1,1,8,0,5,2,9,0,0,1,20,8-15,1-2,334,193,14-23,8.4,141,43,3.3,0-0,2,1,1,18:15,0,0,1
147,242620218,Florida A&M,7,away,1,1,,,,0,1,19,0-0,0-0,347,220,26-51,4.5,118,23,5.1,4-35,1,1,0,16:00,Temple,38,home,1,4,71,0,5,1,8,,,,25,8-17,1-1,477,222,16-26,8.5,255,53,4.8,0-0,1,1,0,20:30,,,
148,242620052,UAB,7,away,0,0,5,0,1,1,1,11,3-14,0-0,144,222,10-22,7.6,-24,28,-0.9,0-0,1,0,1,15:59,Florida State,34,home,0,4,73,0,5,0,10,31,0,1,26,2-15,5-8,489,248,24-38,6.3,251,47,5.3,0-0,1,0,1,20:28,14,0,1
149,242620213,UCF,13,away,4,0,54,1,2,0,,11,3-16,0-1,181,131,13-33,3.7,60,31,1.9,0-0,2,1,1,17:16,Penn State,37,home,1,4,55,0,8,1,5,0,0,1,24,6-14,1-1,524,277,22-34,8.1,247,41,6.0,0-0,6,4,2,19:07,59,0,2
150,242620038,North Texas,21,away,0,2,0,0,2,1,3,20,9-17,0-1,507,251,21-36,6.9,258,40,6.4,0-0,1,1,0,19:54,Colorado,52,home,1,4,21,0,3,3,10,,,,34,4-9,0-2,586,390,28-35,10.9,203,37,5.5,0-0,0,0,0,16:39,,,
151,242622306,Louisiana,20,away,2,2,3,0,1,1,2,15,6-13,0-1,342,130,9-23,5.6,214,34,6.3,0-0,3,1,2,14:24,Kansas State,40,home,1,3,25,0,2,1,16,14,0,2,26,2-8,1-1,445,52,7-10,5.2,393,62,6.3,0-0,2,2,0,22:15,,,
152,242620142,Ball State,0,away,0,0,0,0,1,0,,7,3-15,0-1,142,102,12-19,4.1,65,36,1.8,0-0,2,1,1,19:13,Missouri,48,home,1,3,127,0,6,3,12,13,0,1,24,4-14,2-2,471,268,21-36,7.4,203,38,5.3,0-0,0,0,0,17:28,,,
153,242620066,Northern Illinois,41,away,0,2,90,0,5,4,5,24,3-13,0-3,402,291,20-33,8.6,117,46,2.5,0-0,4,0,4,19:27,Iowa State,48,home,0,1,49,1,6,3,4,59,2,4,16,3-15,0-3,342,249,14-28,8.0,117,39,3.0,0-0,2,0,2,16:10,17,0,2
154,242622641,TCU,35,away,2,3,8,0,1,2,5,17,4-18,1-2,316,186,16-39,4.2,151,39,3.9,0-0,3,3,0,19:16,Texas Tech,70,home,3,4,122,0,7,5,10,,,,27,5-13,0-3,586,485,31-52,9.1,115,32,3.6,0-0,4,2,2,17:08,13,0,2
155,242620197,SMU,7,away,0,1,3,0,1,0,1,17,8-16,0-1,310,153,19-33,4.5,163,37,4.4,0-0,5,3,2,16:45,Oklahoma State,59,home,3,5,162,0,5,3,11,0,0,2,22,4-12,1-1,465,166,10-15,11.1,299,54,5.5,0-0,0,0,0,19:55,,,
156,242620248,Army,21,away,1,2,9,0,2,1,3,13,1-9,0-0,337,121,7-21,4.9,234,31,7.5,0-0,1,0,1,13:45,Houston,35,home,0,3,,,,1,9,1,0,1,33,7-16,1-2,647,297,20-34,8.2,369,57,6.5,0-0,2,1,1,22:46,0,0,1
157,242622032,Arkansas State,35,home,2,0,49,0,3,4,5,22,8-15,0-0,507,442,29-41,10.2,89,32,2.8,0-0,5,2,3,18:39,Memphis,47,away,2,1,15,0,2,3,,11,0,3,29,9-19,1-1,531,369,22-43,8.3,175,45,3.9,0-0,3,2,1,18:25,0,0,1
158,242620061,Georgia,13,home,0,1,25,0,3,0,7,18,3-14,1-2,371,243,18-31,7.3,146,41,3.6,0-0,1,1,0,21:29,Marshall,3,away,1,0,5,0,2,0,3,,,,7,1-12,0-2,160,134,11-23,5.3,37,23,1.6,0-0,0,0,0,15:11,,,
159,242620328,Utah State,6,home,0,0,21,0,1,1,,18,6-18,2-4,295,258,25-38,6.5,48,35,1.4,0-0,3,1,2,19:14,Utah,48,away,1,4,4,0,2,2,6,102,1,2,21,1-7,1-2,441,206,14-20,10.2,237,43,5.5,0-0,1,0,1,17:27,20,0,1
160,242622439,UNLV,10,home,0,0,,,,1,4,12,3-10,1-1,258,167,12-27,5.9,98,24,4.1,0-0,3,1,2,12:03,Air Force,27,away,1,1,0,0,2,2,9,2,0,2,24,6-16,0-3,417,142,12-14,9.9,278,71,3.9,0-0,0,0,0,24:14,,,
161,242622393,Florida Atlantic,27,away,0,0,17,0,5,3,9,18,5-16,0-1,422,352,23-33,10.2,87,35,2.5,0-0,0,0,0,17:18,Middle Tennessee,20,home,0,0,-6,0,3,1,8,,,,21,3-12,1-1,431,397,28-40,9.1,67,29,2.3,0-0,3,0,3,19:20,9,0,3
162,242620166,Troy,18,away,0,1,29,0,4,1,4,15,3-12,0-0,347,196,13-23,8.0,164,35,4.7,0-0,1,1,0,16:52,New Mexico State,22,home,1,0,35,0,3,2,,,,,20,4-13,1-1,359,258,23-35,7.2,106,37,2.9,0-0,1,0,1,19:48,26,0,1
163,242622579,South Carolina,34,home,1,1,42,0,4,3,10,23,7-15,0-1,530,369,16-26,13.7,174,45,3.9,0-0,1,1,0,21:33,South Florida,3,away,1,0,35,0,4,0,3,,,,8,2-13,1-1,191,120,14-33,3.4,80,22,3.6,0-0,2,1,1,15:19,0,0,1
164,242622390,Louisiana Tech,0,away,0,0,-2,0,4,0,0,10,3-16,0-0,183,177,8-20,6.6,52,41,1.3,0-0,4,4,0,20:14,Miami,48,home,4,3,192,2,8,1,12,,,,17,2-10,0-0,351,180,12-22,7.6,184,35,5.3,0-0,1,0,1,16:32,9,0,1
165,242622638,UTEP,31,home,2,1,21,0,2,2,7,17,3-11,0-0,291,250,16-33,7.1,56,28,2.0,0-0,2,0,2,15:04,Boise State,47,away,0,4,122,0,7,2,11,0,0,2,29,6-12,0-1,567,412,26-37,10.6,175,49,3.6,0-0,4,2,2,21:07,30,0,2
166,242622633,Tennessee,30,home,0,1,11,0,3,3,6,27,6-12,2-2,403,238,19-30,7.7,171,44,3.9,0-0,4,3,1,19:08,Florida,28,away,3,1,4,0,2,3,4,20,0,1,20,9-15,0-0,421,299,22-31,9.2,135,35,3.9,0-0,1,0,1,17:14,0,0,1
167,242620145,Ole Miss,26,home,1,2,0,0,2,0,14,21,6-17,0-0,365,202,23-36,5.4,170,39,4.4,0-0,1,1,0,19:08,Vanderbilt,23,away,1,2,11,0,3,1,5,,,,18,4-13,0-2,314,175,9-17,7.7,183,47,3.9,0-0,2,1,1,17:31,23,0,1
168,242620333,Western Carolina,0,away,2,0,,,,0,,10,0-0,0-0,191,107,8-24,4.5,83,30,2.8,2-14,5,3,2,15:29,Alabama,52,home,3,3,30,1,4,3,10,3,0,2,21,6-14,1-1,478,239,20-31,7.5,247,42,5.9,0-0,2,2,0,21:11,,,
169,242620344,Maine,9,away,2,0,,,,1,,10,0-0,0-0,226,123,10-19,6.5,102,37,2.8,4-24,2,0,2,17:19,Mississippi State,7,home,0,0,27,0,4,1,1,35,0,2,20,4-14,0-0,374,266,21-35,7.1,124,37,3.4,0-0,3,2,1,19:18,,,
170,242622433,Louisiana Monroe,20,home,1,1,7,0,2,1,8,17,7-16,0-1,396,332,15-34,8.9,93,34,2.7,0-0,4,1,3,18:36,Arkansas,49,away,1,3,16,0,2,0,7,0,0,3,27,5-12,0-1,571,282,19-29,9.7,289,44,6.6,0-0,2,1,1,18:08,22,0,1
171,242622440,Buffalo,13,away,0,1,1,0,3,0,7,15,5-17,0-2,288,112,11-28,3.8,183,43,4.3,0-0,2,0,2,18:35,Nevada,38,home,0,3,34,0,4,2,8,5,0,2,21,6-16,1-3,441,242,16-32,7.3,207,46,4.5,0-0,1,0,1,17:30,0,0,1
172,242620002,LSU,9,away,1,0,-4,0,4,1,3,18,6-15,0-0,308,193,12-28,6.0,140,39,3.6,0-0,3,2,1,18:20,Auburn,10,home,2,0,12,0,3,1,4,5,0,1,16,4-13,1-2,301,184,16-27,6.3,131,34,3.9,0-0,1,1,0,18:20,,,
173,242620193,Ohio,20,away,2,1,1,0,3,2,2,17,6-18,1-1,262,306,23-39,6.5,9,34,0.3,0-0,1,1,0,18:46,Miami (OH),40,home,1,2,90,1,4,2,8,,,,21,4-12,2-2,414,269,21-32,8.4,146,36,4.1,0-0,3,2,1,19:11,-1,0,1
174,242622199,Eastern Michigan,32,home,1,1,,,,3,6,34,11-19,2-4,538,314,25-50,6.3,224,46,4.9,0-0,2,0,2,18:26,Toledo,42,away,0,3,,,,3,6,21,0,2,22,4-13,3-5,542,349,22-27,12.5,204,47,4.3,0-0,1,1,0,18:15,,,
175,242622117,Southeast Missouri State,27,away,0,0,,,,0,,23,0-0,0-0,391,303,32-52,5.8,87,30,2.9,9-83,1,0,1,18:54,Central Michigan,44,home,0,3,91,1,2,2,8,0,0,1,25,7-16,1-1,498,303,17-33,9.2,195,42,4.6,0-0,0,0,0,17:45,,,
176,242620023,Morgan State,28,away,5,1,,,,0,4,17,0-0,0-0,291,-2,5-20,1.5,261,54,4.8,7-44,2,0,2,21:32,San José State,47,home,0,4,49,0,3,2,9,10,0,2,17,1-7,0-0,417,216,11-17,12.0,213,34,6.3,0-0,5,5,0,15:08,,,
177,242620242,Rice,41,home,0,4,54,0,4,2,5,29,10-13,1-1,523,118,5-12,9.8,405,64,6.3,0-0,2,2,0,21:10,Hawai'i,29,away,2,1,,,,3,5,,,,21,6-14,0-0,370,400,34-51,7.1,7,13,0.5,0-0,0,0,0,15:30,,,
178,242620278,Portland State,17,away,1,1,,,,0,5,19,0-0,0-0,276,151,15-38,4.2,116,39,3.0,8-109,3,1,2,18:01,Fresno State,27,home,1,2,2,0,3,0,9,15,1,2,26,5-13,0-0,405,149,13-25,5.7,263,46,5.7,0-0,3,1,2,18:31,,,
