,id,team1,team1_pts,team1_home_away,team1_fumblesRecovered,team1_rushingTDs,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns,team1_passingTDs,team1_kickingPoints,team1_firstDowns,team1_thirdDownEff,team1_fourthDownEff,team1_totalYards,team1_netPassingYards,team1_completionAttempts,team1_yardsPerPass,team1_rushingYards,team1_rushingAttempts,team1_yardsPerRushAttempt,team1_totalPenaltiesYards,team1_turnovers,team1_fumblesLost,team1_interceptions,team1_possessionTime,team2,team2_pts,team2_home_away,team2_fumblesRecovered,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_firstDowns,team2_thirdDownEff,team2_fourthDownEff,team2_totalYards,team2_netPassingYards,team2_completionAttempts,team2_yardsPerPass,team2_rushingYards,team2_rushingAttempts,team2_yardsPerRushAttempt,team2_totalPenaltiesYards,team2_turnovers,team2_fumblesLost,team2_interceptions,team2_possessionTime,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted
653,243310158,Colorado,26,away,0,1,12,0,3,1,14,19,6-19,1-1,420,231,18-29,7.7,198,48,4.1,0-0,2,1,1,22:32,Nebraska,20,home,1,1,4,0,4,2,2,44,0,1,24,4-16,1-2,373,332,29-55,5.6,67,23,2.9,0-0,4,0,4,14:30,0,0,4
654,243310012,Arizona,34,home,5,1,12,0,2,0,10,18,5-15,0-0,398,267,18-32,7.8,149,39,3.8,0-0,3,2,1,20:32,Arizona State,27,away,2,1,96,0,4,0,9,23,0,1,22,8-15,0-2,504,431,31-51,8.1,90,29,3.1,0-0,6,5,1,15:50,10,0,1
655,243320008,LSU,43,away,0,3,-14,0,3,2,13,25,6-12,0-0,468,212,10-14,12.4,295,53,5.6,0-0,1,1,0,20:46,Arkansas,14,home,1,0,0,0,1,0,2,,,,15,6-15,0-3,247,189,12-32,4.8,95,31,3.1,0-0,3,0,3,15:55,78,0,3
656,243310251,Texas A&M,13,away,1,0,10,0,3,1,1,17,4-15,1-4,278,283,20-38,6.5,31,25,1.2,0-0,1,0,1,13:27,Texas,26,home,0,2,27,1,3,0,7,0,0,1,23,6-16,1-1,405,131,12-18,7.3,274,61,4.5,0-0,1,1,0,23:13,,,
657,243300164,Connecticut,41,away,3,3,14,0,1,3,5,26,6-13,1-1,487,264,19-30,8.8,223,48,4.6,0-0,2,0,2,19:21,Rutgers,35,home,0,1,0,0,2,3,5,15,0,2,24,5-13,2-3,454,392,27-40,9.1,88,30,2.9,0-0,3,3,0,16:31,,,
658,243300221,West Virginia,13,away,0,1,28,0,3,0,4,19,6-18,2-3,358,149,14-27,5.4,213,49,4.3,0-0,2,0,2,18:46,Pittsburgh,16,home,0,1,23,0,2,0,10,7,0,2,19,7-18,0-0,308,180,14-38,4.3,143,35,4.1,0-0,1,0,1,17:54,0,0,1
659,243282649,Toledo,49,home,1,4,,,,3,7,29,4-11,2-2,517,338,24-39,8.7,179,39,4.6,0-0,3,1,2,17:03,Bowling Green,41,away,1,1,22,0,1,4,11,18,0,2,34,10-19,1-2,554,438,36-60,6.9,139,34,4.1,0-0,1,1,0,18:55,,,
660,243282116,Kent State,41,away,2,1,18,0,3,5,5,23,7-16,1-3,539,463,29-39,10.9,113,37,3.1,0-0,2,2,0,18:56,UCF,24,home,2,2,33,0,3,1,6,,,,24,4-12,0-2,409,391,23-34,9.9,72,36,2.0,0-0,4,2,2,17:48,60,0,2
661,243390002,Auburn,38,away,0,2,4,0,4,3,8,31,8-14,2-3,559,379,27-36,10.4,185,49,3.8,0-0,2,1,1,24:10,Tennessee,28,home,1,3,,,,1,4,0,0,1,9,2-9,0-1,297,69,8-20,3.5,228,24,9.5,0-0,0,0,0,12:30,,,
662,243390038,Colorado,3,away,1,0,2,0,3,0,3,3,0-12,0-1,46,64,9-28,1.8,-4,16,-0.3,0-0,1,0,1,12:34,Oklahoma,42,home,0,3,16,0,8,3,6,0,0,1,26,10-16,1-1,498,262,24-32,8.2,236,46,5.1,0-0,3,1,2,24:06,34,0,2
663,243390026,USC,29,away,1,2,25,0,5,0,17,19,1-13,1-3,477,266,24-34,7.1,235,37,6.4,0-0,2,1,1,21:12,UCLA,24,home,1,1,102,1,5,1,6,4,0,1,12,3-14,2-2,295,291,20-34,8.2,17,25,0.7,0-0,3,1,2,15:28,10,0,2
664,243370193,Toledo,35,away,0,0,,,,4,5,21,7-16,2-4,437,252,18-25,10.0,186,46,4.0,0-0,1,0,1,20:18,Miami (OH),27,home,0,1,13,0,3,3,3,11,0,1,19,5-12,0-1,362,326,20-33,9.2,58,28,2.1,0-0,2,0,2,16:28,33,1,2
665,243390062,Michigan State,38,away,0,4,27,0,4,1,8,26,5-12,0-2,598,335,22-33,10.0,268,49,5.5,0-0,0,0,0,20:29,Hawai'i,41,home,0,2,18,0,2,4,5,,,,23,7-14,0-2,536,416,29-49,8.5,120,23,5.2,0-0,0,0,0,13:28,,,
666,243392426,Army,13,away,1,0,20,0,3,2,1,20,4-15,0-5,319,193,21-42,4.0,149,34,4.4,0-0,1,0,1,17:52,Navy,42,home,0,3,27,0,4,2,6,67,1,1,23,5-11,1-1,405,118,7-11,9.1,305,54,5.6,0-0,1,1,0,18:47,,,
667,243380058,Pittsburgh,43,away,2,0,22,0,3,5,7,22,7-14,1-1,475,446,20-32,13.2,53,34,1.6,0-0,1,1,0,18:34,South Florida,14,home,1,1,0,0,1,1,2,,,,21,7-15,0-2,352,208,18-35,5.9,146,41,3.6,0-0,4,2,2,18:06,33,1,2
668,243392390,Virginia Tech,16,away,2,0,16,0,4,2,4,15,2-13,0-0,297,176,11-18,8.2,149,48,3.1,0-0,4,4,0,21:11,Miami,10,home,4,1,19,0,4,0,4,,,,7,1-12,0-2,190,156,16-31,4.5,51,22,2.3,0-0,3,2,1,15:30,0,0,1
669,243392655,Louisville,55,away,1,5,18,0,6,1,13,26,5-13,3-4,522,322,27-35,8.7,216,45,4.8,0-0,0,0,0,20:39,Tulane,7,home,0,0,12,0,1,1,1,,,,9,2-12,1-2,165,136,12-25,4.5,53,27,2.0,0-0,2,1,1,16:05,4,0,1
670,243392572,California,26,away,0,1,0,0,5,2,6,24,3-14,1-2,546,223,15-28,8.0,323,44,7.3,0-0,1,0,1,21:36,Southern Mississippi,16,home,0,1,41,0,4,1,4,0,0,1,14,5-15,0-1,327,329,17-37,8.2,23,24,1.0,0-0,0,0,0,15:08,,,
